v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in inhibitors,Proportion in non-inhibitors
PharmacoErGFP136,0.0009051980469991783,0.0014757086571893785,PharmacoErGFP,#003fff,9,11,"('Acceptor', 'Acceptor', 11)",0.13603473227206947,0.040145985401459854
PharmacoErGFP192,0.0009020575483845161,-0.0003217269105861842,PharmacoErGFP,#003fff,3,22,"('Acceptor', 'Hydrophobic', 4)",0.3053545586107091,0.20924574209245742
PharmacoErGFP49,0.0008983137180320622,-0.0005877437897173765,PharmacoErGFP,#003fff,6,23,"('Donor', 'Positive', 8)",0.14616497829232997,0.13017031630170317
PharmacoErGFP204,0.0008955245514299937,0.0024745508608726707,PharmacoErGFP,#003fff,18,23,"('Acceptor', 'Hydrophobic', 16)",0.9884225759768451,0.9793187347931873
MACCSFP75,0.0008916054614665492,-0.009314614245484298,MACCSFP,#00c7ff,27,26,"('*!@[#7]@*', 0)",0.4905933429811867,0.4464720194647202
PubChemFP559,0.0008872685712966177,0.00048736989571662725,PubChemFP,#d600ff,29,25,O-C-N-[#1],0.05065123010130246,0.08029197080291971
PharmacoErGFP10,0.0008788359413031133,0.002426979518005301,PharmacoErGFP,#003fff,6,19,"('Donor', 'Donor', 11)",0.12735166425470332,0.1192214111922141
PubChemFP335,0.0008787902476158349,0.00017130975366419499,PubChemFP,#d600ff,15,19,C(~C)(~C)(~C)(~H),0.3053545586107091,0.33211678832116787
PubChemFP499,0.0008655895221177934,-0.00013079919153824449,PubChemFP,#d600ff,25,33,N-C:C:N,0.05788712011577424,0.0681265206812652
MACCSFP61,0.000853369940622628,0.001270240840600123,MACCSFP,#00c7ff,12,3,"('*~[#16](~*)~*', 0)",0.26049204052098407,0.21532846715328466
PubChemFP9,0.0008517569993152785,-0.0067747840833984885,PubChemFP,#d600ff,23,19,>= 2 C,0.9971056439942113,0.9817518248175182
PubChemFP305,0.0008492123421227626,0.0014239932520707654,PubChemFP,#d600ff,10,0,N-S,0.18234442836468887,0.145985401459854
PubChemFP694,0.0008382277736393995,0.0019588556606322527,PubChemFP,#d600ff,34,27,O=C-C-C-C-C=O,0.10998552821997105,0.10462287104622871
PubChemFP472,0.0008247209617613938,-0.000321097762360667,PubChemFP,#d600ff,30,32,C:N:C-C,0.5007235890014472,0.4051094890510949
PharmacoErGFP86,0.0008202886891027772,-0.0013355629910764,PharmacoErGFP,#003fff,6,26,"('Donor', 'Hydrophobic', 3)",0.41678726483357453,0.4051094890510949
PubChemFP342,0.0008055717018067288,0.0010043357645994622,PubChemFP,#d600ff,31,7,C(~C)(~Cl),0.07670043415340087,0.17396593673965938
PubChemFP585,0.0008050468351022411,-0.009022054090134013,PubChemFP,#d600ff,23,31,C-C:C-N-C,0.6526772793053546,0.5681265206812652
PubChemFP419,0.000788570184468429,0.0006620380805352211,PubChemFP,#d600ff,6,36,C#N,0.04630969609261939,0.027980535279805353
PharmacoErGFP222,0.0007755613834827813,0.0013051386922597885,PharmacoErGFP,#003fff,5,35,"('Acceptor', 'Aromatic', 13)",0.0694645441389291,0.07907542579075426
MACCSFP11,0.0007634740767323289,0.00011404444414531145,MACCSFP,#00c7ff,2,33,"('*1~*~*~*~1', 0)",0.10419681620839363,0.0072992700729927005
MACCSFP51,0.0007559714323171485,0.001056096271464746,MACCSFP,#00c7ff,13,2,"('[#6]~[#16]~[#8]', 0)",0.2590448625180897,0.1873479318734793
PubChemFP531,0.0007453860892059905,0.0005044728444006941,PubChemFP,#d600ff,20,4,S-C:C-C,0.05788712011577424,0.0827250608272506
PubChemFP260,0.0007444263865001299,0.0010217205609047708,PubChemFP,#d600ff,22,15,>= 3 hetero-aromatic rings,0.14616497829232997,0.045012165450121655
MACCSFP99,0.0007353517430842005,0.0005172652753044904,MACCSFP,#00c7ff,19,17,"('[#6]=[#6]', 0)",0.0361794500723589,0.058394160583941604
PubChemFP580,0.0007352674345308952,0.0012273907839124298,PubChemFP,#d600ff,33,30,O=C-C-C-N,0.08827785817655572,0.14720194647201945
PubChemFP144,0.0007349178263309497,-0.00022529932137238529,PubChemFP,#d600ff,23,13,>= 1 saturated or aromatic carbon-only ring size 5,0.14182344428364688,0.11070559610705596
PubChemFP3,0.0007335970924843838,0.0005970280203895229,PubChemFP,#d600ff,17,15,>= 32 H,0.597684515195369,0.4051094890510949
PubChemFP387,0.0007333094099236104,0.005039355605013562,PubChemFP,#d600ff,31,32,C(:C)(:N),0.5253256150506512,0.42700729927007297
PharmacoErGFP50,0.0007145932907323127,0.0005368244448235027,PharmacoErGFP,#003fff,6,20,"('Donor', 'Positive', 9)",0.09985528219971057,0.07785888077858881
PharmacoErGFP212,0.000712590686946124,0.0008145566113709757,PharmacoErGFP,#003fff,9,17,"('Acceptor', 'Aromatic', 3)",0.44573082489146165,0.2944038929440389
PharmacoErGFP46,0.0007074136656424201,-5.973384357182976e-05,PharmacoErGFP,#003fff,6,30,"('Donor', 'Positive', 5)",0.2402315484804631,0.22384428223844283
PubChemFP362,0.0007071517148605211,0.0010374516484596974,PubChemFP,#d600ff,31,5,C(~Cl)(:C),0.07670043415340087,0.17396593673965938
PubChemFP299,0.0007054399658082966,-0.004453199013369158,PubChemFP,#d600ff,12,31,N-H,1.0,1.0
PharmacoErGFP226,0.0006903288287518627,0.0008742998056971985,PharmacoErGFP,#003fff,3,31,"('Acceptor', 'Aromatic', 17)",0.06801736613603473,0.04866180048661801
PharmacoErGFP91,0.0006901748569813071,-0.0007826394009354809,PharmacoErGFP,#003fff,4,19,"('Donor', 'Hydrophobic', 8)",0.12445730824891461,0.14233576642335766
PharmacoErGFP368,0.0006849291955682846,-3.2390054241826505e-05,PharmacoErGFP,#003fff,3,27,"('Negative', 'Aromatic', 12)",0.030390738060781478,0.04257907542579075
PubChemFP488,0.0006744793609500532,0.001169894420615325,PubChemFP,#d600ff,24,33,N-C=N-[#1],0.041968162083936326,0.0851581508515815
PharmacoErGFP94,0.0006732069386923278,0.0007229131266572875,PharmacoErGFP,#003fff,3,19,"('Donor', 'Hydrophobic', 11)",0.07525325615050651,0.0413625304136253
PubChemFP412,0.000664314894055662,0.00013960598076467878,PubChemFP,#d600ff,19,0,S(~C)(~C),0.15918958031837915,0.16423357664233576
PharmacoErGFP213,0.0006595992098354375,0.0009489921595606798,PharmacoErGFP,#003fff,10,15,"('Acceptor', 'Aromatic', 4)",0.361794500723589,0.19951338199513383
MACCSFP96,0.0006582002282000121,-0.00390370444878696,MACCSFP,#00c7ff,23,17,"('*1~*~*~*~*~1', 0)",0.5846599131693199,0.572992700729927
PubChemFP148,0.0006312552732723464,-0.0013707848074294704,PubChemFP,#d600ff,21,16,>= 1 unsaturated non-aromatic nitrogen-containing ring size 5,0.2503617945007236,0.23236009732360097
PubChemFP188,0.0006240161382092824,2.4916768061822303e-05,PubChemFP,#d600ff,12,19,>= 2 saturated or aromatic heteroatom-containing ring size 6,0.09261939218523878,0.08880778588807786
PubChemFP671,0.0006179867452780208,0.0006775015468807322,PubChemFP,#d600ff,34,32,O=C-C=C-C,0.38639652677279307,0.31143552311435524
PubChemFP1,0.0006037600785840369,-0.003602893686069031,PubChemFP,#d600ff,24,21,>= 8 H,1.0,0.9987834549878345
PubChemFP503,0.0006026494782899183,0.000978385567769302,PubChemFP,#d600ff,32,6,Cl-C:C-[#1],0.07670043415340087,0.17274939172749393
PubChemFP513,0.0005981261551395445,0.0006495734621574378,PubChemFP,#d600ff,23,2,S:C:C-[#1],0.059334298118668596,0.03527980535279805
PubChemFP396,0.000594945108106204,7.687579981341397e-05,PubChemFP,#d600ff,31,31,N(~C)(:C),0.5137481910274964,0.4221411192214112
PubChemFP414,0.000593750803030979,0.0007728534186944858,PubChemFP,#d600ff,13,0,S(~C)(~O),0.2590448625180897,0.1873479318734793
PubChemFP438,0.0005881759319800728,0.001214037045811911,PubChemFP,#d600ff,19,35,C(-C)(-N)(=N),0.1447178002894356,0.20802919708029197
PharmacoErGFP363,0.0005831990843207513,-5.2418481668814465e-05,PharmacoErGFP,#003fff,9,20,"('Negative', 'Aromatic', 7)",0.059334298118668596,0.08880778588807786
PharmacoErGFP152,0.0005746994115612414,0.00023498215657458132,PharmacoErGFP,#003fff,6,18,"('Acceptor', 'Positive', 6)",0.12156295224312591,0.09367396593673966
PubChemFP344,0.0005717714693809217,-0.002628800240927376,PubChemFP,#d600ff,23,21,C(~C)(~H),1.0,1.0
PubChemFP386,0.0005618563231681306,0.0008960540044905541,PubChemFP,#d600ff,24,29,C(:C)(:C)(:N),0.11722141823444283,0.08880778588807786
PubChemFP12,0.0005586104292407135,0.00016508709430984592,PubChemFP,#d600ff,16,15,>= 16 C,0.3256150506512301,0.21289537712895376
MACCSFP73,0.0005581888828180004,0.0005662696448301974,MACCSFP,#00c7ff,14,2,"('[#16]=*', 0)",0.26049204052098407,0.21532846715328466
PubChemFP496,0.0005445068898372041,0.0,PubChemFP,#d600ff,12,35,N:N-C-[#1],0.049204052098408106,0.027980535279805353
PharmacoErGFP291,0.0005257604968895713,0.00018699015919609874,PharmacoErGFP,#003fff,7,19,"('Positive', 'Hydrophobic', 19)",0.17510853835021709,0.12652068126520682
PubChemFP129,0.0005198207354819573,9.741616974534573e-05,PubChemFP,#d600ff,2,34,>= 1 any ring size 4,0.10419681620839363,0.0072992700729927005
PubChemFP644,0.0005186009388186141,0.0,PubChemFP,#d600ff,15,34,C-C=N-N-C,0.049204052098408106,0.032846715328467155
PubChemFP432,0.0005181996146031986,0.000919331860802064,PubChemFP,#d600ff,33,26,C(-C)(-C)(=O),0.027496382054992764,0.027980535279805353
MACCSFP81,0.0005138542868720064,0.001080764066213491,MACCSFP,#00c7ff,19,2,"('[#16]~*(~*)~*', 0)",0.2402315484804631,0.21046228710462286
PubChemFP397,0.0005133921862579549,0.0002613943391847062,PubChemFP,#d600ff,27,28,N(~C)(:C)(:C),0.12156295224312591,0.14841849148418493
PharmacoErGFP113,0.0005125449162192153,0.0018601242305809063,PharmacoErGFP,#003fff,8,15,"('Donor', 'Aromatic', 9)",0.11432706222865413,0.1070559610705596
PharmacoErGFP114,0.0005054229435564883,0.001309313511132837,PharmacoErGFP,#003fff,9,13,"('Donor', 'Aromatic', 10)",0.07670043415340087,0.052311435523114354
MACCSFP58,0.000489159141501716,0.000790130769784847,MACCSFP,#00c7ff,13,3,"('[!#6;!#1]~[#16]~[!#6;!#1]', 0)",0.24167872648335745,0.20924574209245742
PharmacoErGFP215,0.0004764006654000563,0.0017252826854881054,PharmacoErGFP,#003fff,9,14,"('Acceptor', 'Aromatic', 6)",0.09840810419681621,0.052311435523114354
PubChemFP676,0.00046248190751496665,0.0001118962092349074,PubChemFP,#d600ff,5,36,N#C-C-C-C,0.04630969609261939,0.025547445255474453
PubChemFP660,0.00046120859434334305,-0.007059430107658193,PubChemFP,#d600ff,16,27,C-C=C-C-C,0.9942112879884226,0.98661800486618
PubChemFP421,0.00045831435997895076,0.00014059318882098104,PubChemFP,#d600ff,22,0,C=S,0.06657018813314038,0.0681265206812652
PubChemFP131,0.00045263587857002907,5.9853479462246284e-05,PubChemFP,#d600ff,1,34,>= 1 saturated or aromatic nitrogen-containing ring size 4,0.10419681620839363,0.0072992700729927005
PubChemFP654,0.0004403694002688696,-0.003988203692164127,PubChemFP,#d600ff,24,35,N-C-N-C-C,0.37337192474674386,0.40632603406326034
PharmacoErGFP43,0.0004385871624127402,-0.0007455967761894611,PharmacoErGFP,#003fff,7,32,"('Donor', 'Positive', 2)",0.573082489146165,0.4306569343065693
PharmacoErGFP34,0.000437317900975398,0.0007041690910946086,PharmacoErGFP,#003fff,7,13,"('Donor', 'Acceptor', 14)",0.10709117221418235,0.06326034063260341
PubChemFP509,0.0004347512929042119,-2.211539417895647e-05,PubChemFP,#d600ff,29,2,Br-C:C-C,0.010130246020260492,0.0413625304136253
PubChemFP667,0.0004105627257761646,-4.1967846061030656e-05,PubChemFP,#d600ff,29,14,C=C-C-O-[#1],0.01881331403762663,0.029197080291970802
PharmacoErGFP229,0.00040650740381298345,0.0,PharmacoErGFP,#003fff,5,23,"('Acceptor', 'Aromatic', 20)",0.041968162083936326,0.0267639902676399
MACCSFP55,0.00040604496520968425,0.0007206193220458124,MACCSFP,#00c7ff,14,3,"('[#8]~[#16]~[#8]', 0)",0.24167872648335745,0.20924574209245742
PubChemFP547,0.0003961665830998218,6.401370659370187e-05,PubChemFP,#d600ff,25,32,N-C:C-N,0.059334298118668596,0.0681265206812652
PubChemFP465,0.000392635386006146,0.000450880340251425,PubChemFP,#d600ff,12,1,O=S-C-C,0.16642547033285093,0.08759124087591241
PharmacoErGFP216,0.000388578523704719,0.002518088759021153,PharmacoErGFP,#003fff,10,13,"('Acceptor', 'Aromatic', 7)",0.0723589001447178,0.02068126520681265
PubChemFP480,0.00038628856918948573,0.00027314954709967143,PubChemFP,#d600ff,23,1,C:S:C-C,0.06367583212735166,0.06690997566909976
PubChemFP471,0.0003756521792104839,0.0004630321797632897,PubChemFP,#d600ff,24,3,S:C:C:C,0.0361794500723589,0.052311435523114354
PubChemFP297,0.00037210747784327536,-1.472918512790411e-05,PubChemFP,#d600ff,26,4,C-Br,0.010130246020260492,0.0413625304136253
PharmacoErGFP221,0.0003643278323098298,0.0013447238720560861,PharmacoErGFP,#003fff,6,34,"('Acceptor', 'Aromatic', 12)",0.06657018813314038,0.07420924574209246
MACCSFP130,0.0003631301803421749,-0.00010106217508254467,MACCSFP,#00c7ff,16,6,"('[!#6;!#1]~[!#6;!#1]', 1)",0.2460202604920405,0.22506082725060828
PharmacoErGFP362,0.0003561922199908363,0.0009610929578469651,PharmacoErGFP,#003fff,10,20,"('Negative', 'Aromatic', 6)",0.027496382054992764,0.06204379562043796
PubChemFP38,0.0003561777780448083,0.0,PubChemFP,#d600ff,27,9,>= 2 Cl,0.015918958031837915,0.01338199513381995
PharmacoErGFP412,0.0003514470207343079,0.0002293989650512529,PharmacoErGFP,#003fff,11,15,"('Hydrophobic', 'Aromatic', 14)",0.17945007235890015,0.12773722627737227
PubChemFP462,0.00035027833001238795,0.0005274379723950728,PubChemFP,#d600ff,33,21,O-C-C=O,0.05499276410998553,0.00851581508515815
PharmacoErGFP35,0.0003482545670198678,0.0007736095790996655,PharmacoErGFP,#003fff,7,12,"('Donor', 'Acceptor', 15)",0.07814761215629522,0.030413625304136254
PubChemFP327,0.00034252348815838607,-2.328484123081953e-05,PubChemFP,#d600ff,27,4,C(~Br)(~C),0.010130246020260492,0.0413625304136253
MACCSFP19,0.0003400077200533258,0.0006918156225430572,MACCSFP,#00c7ff,16,18,"('*1~*~*~*~*~*~*~1', 0)",0.06657018813314038,0.01338199513381995
PubChemFP409,0.00033993504937612773,-5.070348944224978e-05,PubChemFP,#d600ff,33,23,O(:C)(:C),0.011577424023154847,0.02068126520681265
PharmacoErGFP11,0.0003298365725550867,0.0011206404505126333,PharmacoErGFP,#003fff,6,16,"('Donor', 'Donor', 12)",0.0694645441389291,0.057177615571776155
PharmacoErGFP95,0.00032280005422258284,-2.4243858397832163e-05,PharmacoErGFP,#003fff,2,19,"('Donor', 'Hydrophobic', 12)",0.0361794500723589,0.0170316301703163
PharmacoErGFP406,0.000322756109891964,-0.0006498565903472198,PharmacoErGFP,#003fff,13,22,"('Hydrophobic', 'Aromatic', 8)",0.7091172214182344,0.6131386861313869
PubChemFP261,0.0003226626474864269,-9.5012652883808e-05,PubChemFP,#d600ff,13,18,>= 4 aromatic rings,0.14327062228654125,0.10462287104622871
PubChemFP756,0.000322424400403476,0.00037255301140248775,PubChemFP,#d600ff,35,10,Cc1c(O)cccc1,0.0694645441389291,0.0827250608272506
PubChemFP337,0.00031909173747046715,4.833913408219814e-06,PubChemFP,#d600ff,12,21,C(~C)(~C)(~C)(~O),0.13024602026049203,0.043795620437956206
PubChemFP43,0.0003168183212911013,-1.1946785410721361e-05,PubChemFP,#d600ff,26,2,>= 1 Br,0.010130246020260492,0.0413625304136253
PharmacoErGFP32,0.0003133308415662617,0.0015758017329253748,PharmacoErGFP,#003fff,6,17,"('Donor', 'Acceptor', 12)",0.16931982633863965,0.16180048661800486
PharmacoErGFP273,0.0003078662812486255,0.0002317114328769243,PharmacoErGFP,#003fff,4,17,"('Positive', 'Hydrophobic', 1)",0.08972503617945007,0.037712895377128956
PubChemFP590,0.00030598725030611673,-7.103447263179241e-05,PubChemFP,#d600ff,30,14,C-C:C-O-[#1],0.010130246020260492,0.027980535279805353
PharmacoErGFP413,0.0002981345450182027,0.0008470313255920514,PharmacoErGFP,#003fff,11,14,"('Hydrophobic', 'Aromatic', 15)",0.12301013024602026,0.09975669099756691
PharmacoErGFP411,0.0002942765676147152,-0.00033221820271334135,PharmacoErGFP,#003fff,10,16,"('Hydrophobic', 'Aromatic', 13)",0.24746743849493488,0.12165450121654502
PubChemFP328,0.00029293098775590165,-9.128358215093613e-06,PubChemFP,#d600ff,27,3,C(~Br)(~C)(~C),0.010130246020260492,0.040145985401459854
MACCSFP46,0.00029140636594271463,-3.5085617319241535e-06,MACCSFP,#00c7ff,25,4,"('Br', 0)",0.010130246020260492,0.0413625304136253
PharmacoErGFP218,0.00029092292178206636,0.001614852759398877,PharmacoErGFP,#003fff,10,11,"('Acceptor', 'Aromatic', 9)",0.02894356005788712,0.00851581508515815
PharmacoErGFP369,0.00029046191162357404,-3.7678377243333117e-05,PharmacoErGFP,#003fff,2,28,"('Negative', 'Aromatic', 13)",0.03328509406657019,0.0413625304136253
PubChemFP554,0.00028406389804230825,-1.4771290711701468e-05,PubChemFP,#d600ff,28,2,Br-C-C-C,0.010130246020260492,0.0413625304136253
PubChemFP152,0.0002829707885730337,1.5961216137672096e-05,PubChemFP,#d600ff,24,13,>= 2 saturated or aromatic nitrogen-containing ring size 5,0.06222865412445731,0.021897810218978103
PubChemFP581,0.0002790249045168669,-0.0005084915487953978,PubChemFP,#d600ff,34,26,O=C-C-C-O,0.024602026049204053,0.010948905109489052
PharmacoErGFP274,0.0002784762448777567,-7.734970973949373e-06,PharmacoErGFP,#003fff,3,17,"('Positive', 'Hydrophobic', 2)",0.03328509406657019,0.01338199513381995
PubChemFP553,0.00027723774527516065,-0.0008660138930856043,PubChemFP,#d600ff,34,31,O=C-C=C,0.3921852387843705,0.32725060827250607
PharmacoErGFP12,0.00027712863804540966,0.0013591570497833994,PharmacoErGFP,#003fff,5,15,"('Donor', 'Donor', 13)",0.04775687409551375,0.043795620437956206
PubChemFP670,0.0002710787085373756,-1.183904609403097e-05,PubChemFP,#d600ff,29,0,Br-C:C:C-C,0.010130246020260492,0.037712895377128956
MACCSFP102,0.00026899979484446,1.3281824067234993e-05,MACCSFP,#00c7ff,15,5,"('[!#6;!#1]~[#8]', 0)",0.2735166425470333,0.23722627737226276
PharmacoErGFP36,0.000268435155711122,0.00034095043022386307,PharmacoErGFP,#003fff,8,10,"('Donor', 'Acceptor', 16)",0.053545586107091175,0.01824817518248175
PubChemFP187,0.0002656174916004228,4.595246833849487e-05,PubChemFP,#d600ff,12,20,>= 2 saturated or aromatic nitrogen-containing ring size 6,0.09261939218523878,0.08880778588807786
PubChemFP802,0.00025679144588847125,0.0,PubChemFP,#d600ff,31,2,CC1CC(Br)CCC1,0.008683068017366137,0.029197080291970802
PubChemFP388,0.0002541292797435535,-0.0005245789101249176,PubChemFP,#d600ff,25,35,C(:C)(:N)(:N),0.015918958031837915,0.0072992700729927005
PharmacoErGFP112,0.00025383128538297717,0.0014283452749767056,PharmacoErGFP,#003fff,9,16,"('Donor', 'Aromatic', 8)",0.16931982633863965,0.17639902676399027
PubChemFP738,0.00025121099238611944,0.00044618110405281186,PubChemFP,#d600ff,31,6,Cc1cc(Cl)ccc1,0.027496382054992764,0.07542579075425791
PharmacoErGFP51,0.00024409190172419715,-4.653026974832386e-06,PharmacoErGFP,#003fff,5,18,"('Donor', 'Positive', 10)",0.041968162083936326,0.031630170316301706
PubChemFP537,0.00024079175777580453,0.0005902508763890868,PubChemFP,#d600ff,32,22,O=C-C-O,0.05499276410998553,0.00851581508515815
PharmacoErGFP90,0.00023897218908575102,-0.0009385325737591987,PharmacoErGFP,#003fff,4,21,"('Donor', 'Hydrophobic', 7)",0.22865412445730826,0.16423357664233576
PharmacoErGFP9,0.00023891461824548932,0.00011282479451768523,PharmacoErGFP,#003fff,7,21,"('Donor', 'Donor', 10)",0.1808972503617945,0.18369829683698297
PharmacoErGFP135,0.0002366997497849077,0.0016736581976721787,PharmacoErGFP,#003fff,8,12,"('Acceptor', 'Acceptor', 10)",0.1736613603473227,0.0681265206812652
PharmacoErGFP361,0.00023548972248366162,0.0005100316208738187,PharmacoErGFP,#003fff,10,19,"('Negative', 'Aromatic', 5)",0.02170767004341534,0.05596107055961071
PubChemFP752,0.00023541551502803681,0.0,PubChemFP,#d600ff,29,7,Clc1cc(Cl)ccc1,0.011577424023154847,0.012165450121654502
PubChemFP763,0.0002349901713492586,-0.00011642826230906511,PubChemFP,#d600ff,33,20,Oc1c(N)cccc1,0.060781476121562955,0.0170316301703163
PubChemFP815,0.0002345660268444627,0.0,PubChemFP,#d600ff,28,8,ClC1CC(Cl)CCC1,0.011577424023154847,0.012165450121654502
MACCSFP43,0.0002330033781106633,0.0007538401282785046,MACCSFP,#00c7ff,8,34,"('[!#6;!#1;!H0]~*~[!#6;!#1;!H0]', 0)",0.04775687409551375,0.07420924574209246
PharmacoErGFP132,0.00022290206537389778,0.0002073302089947715,PharmacoErGFP,#003fff,8,17,"('Acceptor', 'Acceptor', 7)",0.2981186685962373,0.23114355231143552
PubChemFP801,0.0002228100187133264,-0.00019727868263874626,PubChemFP,#d600ff,33,7,CC1CC(Cl)CCC1,0.027496382054992764,0.07542579075425791
PubChemFP200,0.00022121904848898533,0.0005998351966569615,PubChemFP,#d600ff,13,15,>= 4 saturated or aromatic carbon-only ring size 6,0.09406657018813314,0.0681265206812652
PubChemFP605,0.00021614982815815198,0.0006392523646354675,PubChemFP,#d600ff,33,22,O=C-C-O-C,0.05209840810419682,0.006082725060827251
PubChemFP150,0.00021509174565392808,-1.8852663312252105e-05,PubChemFP,#d600ff,22,14,>= 2 any ring size 5,0.12445730824891461,0.0705596107055961
PubChemFP675,0.00021420394340798676,-5.2473654872375874e-06,PubChemFP,#d600ff,32,1,Br-C-C-C:C,0.010130246020260492,0.037712895377128956
PubChemFP706,0.00020840898818097475,-2.9951563766950073e-06,PubChemFP,#d600ff,33,25,O=C-C-C-C-C(=O)-C,0.010130246020260492,0.01338199513381995
PharmacoErGFP228,0.00020656169253624457,-0.00021710655480422503,PharmacoErGFP,#003fff,3,29,"('Acceptor', 'Aromatic', 19)",0.10419681620839363,0.072992700729927
PubChemFP739,0.00020460062838267845,0.0,PubChemFP,#d600ff,31,3,Cc1cc(Br)ccc1,0.008683068017366137,0.029197080291970802
PubChemFP642,0.00020154279210288228,-0.0003339268012879648,PubChemFP,#d600ff,35,27,O-C-C-C=O,0.024602026049204053,0.010948905109489052
PharmacoErGFP196,0.00020059669998373497,-0.0003009260092911026,PharmacoErGFP,#003fff,2,20,"('Acceptor', 'Hydrophobic', 8)",0.09840810419681621,0.05596107055961071
PharmacoErGFP270,0.00019777064829340496,0.0005258179444354028,PharmacoErGFP,#003fff,4,22,"('Positive', 'Negative', 19)",0.085383502170767,0.06326034063260341
PubChemFP436,0.00019229995202241223,-8.948049262991198e-06,PubChemFP,#d600ff,34,25,C(-C)(-H)(=O),0.00723589001447178,0.014598540145985401
PharmacoErGFP13,0.00019037965608159624,0.0008912585755368463,PharmacoErGFP,#003fff,5,13,"('Donor', 'Donor', 14)",0.0361794500723589,0.014598540145985401
PubChemFP770,0.00018670873443232816,-2.0136920379831835e-05,PubChemFP,#d600ff,24,32,Nc1c(N)cccc1,0.04052098408104197,0.043795620437956206
PharmacoErGFP370,0.00018265576761844482,-1.0280232680459633e-05,PharmacoErGFP,#003fff,1,29,"('Negative', 'Aromatic', 14)",0.03328509406657019,0.021897810218978103
PubChemFP781,0.00017991325421612414,0.0,PubChemFP,#d600ff,29,3,CC1CCC(Br)CC1,0.004341534008683068,0.0024330900243309003
PubChemFP501,0.00016720559600014173,0.00015686037199647007,PubChemFP,#d600ff,33,6,Cl-C:C-C,0.07525325615050651,0.17396593673965938
PubChemFP681,0.00016640459239281036,-0.00011300463780861136,PubChemFP,#d600ff,34,18,O-C-C-C-C-O,0.05209840810419682,0.057177615571776155
PharmacoErGFP272,0.00016425274156633973,9.146231643264446e-05,PharmacoErGFP,#003fff,4,18,"('Positive', 'Negative', 21)",0.09261939218523878,0.05474452554744526
PubChemFP687,0.0001634872156726086,0.0,PubChemFP,#d600ff,31,25,O=C-C-C-C=O,0.008683068017366137,0.0
PharmacoErGFP125,0.00016244334132170524,-0.0027445893509522312,PharmacoErGFP,#003fff,26,22,"('Donor', 'Aromatic', 21)",0.9392185238784371,0.7822384428223844
PharmacoErGFP374,0.00015892436562398027,-0.00014464454082041556,PharmacoErGFP,#003fff,0,27,"('Negative', 'Aromatic', 18)",0.01881331403762663,0.021897810218978103
PharmacoErGFP115,0.0001587143102430022,0.0010928253300095392,PharmacoErGFP,#003fff,9,12,"('Donor', 'Aromatic', 11)",0.0361794500723589,0.030413625304136254
PubChemFP655,0.00015603536605246493,-0.004535198505771776,PubChemFP,#d600ff,32,11,O-C-C-C:C,0.5586107091172214,0.4586374695863747
PubChemFP359,0.00015217656970084592,-0.0002570347462192979,PubChemFP,#d600ff,22,34,C(~C)(:N)(:N),0.020260492040520984,0.030413625304136254
PharmacoErGFP397,0.00015128353449000986,0.0011034155215480235,PharmacoErGFP,#003fff,0,24,"('Hydrophobic', 'Hydrophobic', 20)",0.027496382054992764,0.021897810218978103
PubChemFP485,0.00014904433368773118,-1.469003128529156e-05,PubChemFP,#d600ff,23,33,N:C:C:N,0.01447178002894356,0.052311435523114354
PubChemFP151,0.0001479626993056149,2.1853128840287894e-05,PubChemFP,#d600ff,24,12,>= 2 saturated or aromatic carbon-only ring size 5,0.041968162083936326,0.006082725060827251
PubChemFP826,0.00014647679515988887,-0.000302452611657289,PubChemFP,#d600ff,31,20,OC1C(N)CCCC1,0.060781476121562955,0.0267639902676399
PubChemFP707,0.000145462232503335,-0.0008362272974887786,PubChemFP,#d600ff,33,27,O=C-C-C-C-C(N)-C,0.10998552821997105,0.07907542579075426
PharmacoErGFP14,0.0001453396363937931,0.0005345460407337743,PharmacoErGFP,#003fff,6,12,"('Donor', 'Donor', 15)",0.03183791606367583,0.010948905109489052
PharmacoErGFP219,0.00014276595147372229,0.00039586650305667437,PharmacoErGFP,#003fff,12,9,"('Acceptor', 'Aromatic', 10)",0.024602026049204053,0.00851581508515815
PubChemFP448,0.0001413047357947117,-5.768526247451611e-06,PubChemFP,#d600ff,33,24,C(-H)(=O),0.00723589001447178,0.0170316301703163
PharmacoErGFP415,0.00014046966752484513,0.0008326225767010254,PharmacoErGFP,#003fff,11,13,"('Hydrophobic', 'Aromatic', 17)",0.030390738060781478,0.014598540145985401
PharmacoErGFP217,0.0001387340670898074,0.0007318010259615981,PharmacoErGFP,#003fff,10,12,"('Acceptor', 'Aromatic', 8)",0.041968162083936326,0.00851581508515815
PubChemFP527,0.00013808952375077288,-5.024730375113862e-07,PubChemFP,#d600ff,26,32,C:C:N-[#1],0.010130246020260492,0.032846715328467155
PharmacoErGFP117,0.00013532383321235297,0.0008391825188147628,PharmacoErGFP,#003fff,10,9,"('Donor', 'Aromatic', 13)",0.02170767004341534,0.006082725060827251
PubChemFP718,0.00013208911515588673,0.0,PubChemFP,#d600ff,26,5,Cc1ccc(Br)cc1,0.004341534008683068,0.0024330900243309003
