,smiles,malaria,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
5512,CCOc1cc(CC)ccc1C2CCN(CCN3CCC(CNC(=O)c4ccc(cc4)c5ccc(cc5)C#N)CC3)CC2,-0.34537337790030376,3,1,4,1,2,3,3,5,5,4
5513,O=C(NC1CCC(CN2CCC(CC2)c3c[nH]c4ccccc34)CC1)\C=C\c5cccc6ccccc56,-0.4068333216856225,5,5,5,5,4,2,4,3,3,5
5514,COc1ccc(cc1)C2C(C(=O)Nc3cccc(Cl)c3)c4ccccc4C(=O)N2C5CCCCC5,0.43954442176102704,3,5,4,3,2,1,3,2,3,5
5515,COc1ccc(C=NNc2cc(C)nc3c(C)cccc23)c4ccccc14,-1.496965616044858,2,2,1,4,4,1,3,1,5,5
5516,Clc1ccc(cc1Cl)c2c[n+](Cc3ccccc3Cl)c4CCCn24,-0.2890162954649176,2,1,3,2,1,1,5,2,2,1
5517,Oc1cccc(C=NNc2nc(Nc3ccc(cc3)[N+](=O)[O-])nc(n2)N4CCCC4)c1,0.07410224942306126,1,2,3,1,3,3,3,3,1,3
5518,C[N+]1(CCCCCCCCCCCO)CCCCC1,2.70805020110221,1,3,5,1,3,4,3,4,3,5
5519,FC(F)(F)c1cccc(NC(=O)Nc2ccc3nonc3c2)c1,-0.16364765214793772,2,3,2,4,4,3,5,1,1,1
5520,Cc1ccc(NC(=O)NC2CCN(CCC(NC(=O)Cc3ccccc3)c4ccc(Cl)c(Cl)c4)CC2)cc1,-0.4791164959738965,4,5,5,1,3,1,2,1,4,2
5521,O=C(NCCC(c1ccccc1)c2ccccc2)[C@@H]3C[C@@H](CN3c4ccc(C#N)c5ccccc45)OCc6ccccc6,-0.1557609152273749,5,1,4,1,2,1,2,4,2,2
5522,O=C(NCCc1ccccc1)c2cc(cnc2NCC3CC3)c4cccnc4,-0.16574236861167296,1,4,1,4,5,4,2,5,2,4
5523,COc1ccc(cc1)C(=O)NC2CCN(C2)c3ccnc4cc(Cl)ccc34,-1.46595349836597,3,2,2,1,1,4,1,3,2,1
5524,COc1ccc(Nc2nccc(n2)c3cccc(NC(=O)c4cc5cc(F)ccc5[nH]4)c3)cc1,0.031175091458618357,1,5,5,1,4,1,1,3,2,2
5525,CCNc1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCCc3cccc(c3)C(F)(F)F)N4CCCC4=O,-0.12909315220046205,3,2,2,5,3,2,4,1,2,3
5526,COc1ccc(cc1)C2=C(Nc3ccc(Br)c(C)c3)c4ccccc4C2=O,-1.686859059402685,5,3,5,4,2,2,2,1,3,4
5527,Oc1cc(NCCCNCc2cc(ccc2Cl)C(F)(F)F)nc3ccccc13,0.01769948292395779,4,4,3,4,2,2,1,2,2,1
5528,CN(c1ccc2c(c1)nc(Nc3cc(on3)C(C)(C)C)n2C)c4ccnc(Nc5ccc(CS(=O)(=O)C)cc5)n4,-0.10551939605642616,1,2,3,3,1,2,1,3,4,1
5529,CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C(=CC(=O)c4cc(CN5CCCCC5)ccc34)SCc6cccc(F)c6F,-0.22241837931499372,5,4,1,1,2,4,1,4,3,1
5530,Clc1ccc(cc1Cl)C(=O)NCCCCCN2CCC(CC2)c3c[nH]c4ccccc34,0.306186316772292,3,3,1,1,2,5,4,4,2,2
5531,Fc1ccc(cc1)c2cc(cc3CCN(CC4CC4)CCc23)S(=O)(=O)c5ccc(OCc6ccc(Cl)cc6)cc5,0.11234915125584208,4,2,5,2,1,2,4,4,1,2
5532,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1c3ccc(cc3)C(=O)Nc4ccncc4,-0.2498995429890585,1,3,3,2,2,1,1,4,3,5
5533,CC(Cc1ccc(OCCOc2ccccc2)cc1)NCC(O)c3cccc(Cl)c3,0.03800403483876706,3,4,3,5,2,2,1,4,4,5
5534,COc1cccc(NC(=O)CN2c3ccccc3C(=O)c4cc(Cl)ccc24)c1,2.70805020110221,3,5,1,4,3,5,5,2,5,4
5535,CN(C)Cc1oc(cc1)c2ccc3c(Nc4ccc(Cl)cc4F)ccnc3c2,-1.4213906206576468,1,3,4,3,4,2,5,4,4,1
5536,FC(F)(F)Oc1ccc(Nc2cc(nc(n2)c3cccnc3)c4ccncc4)cc1,-0.3973411440479479,5,5,1,3,4,2,3,3,3,3
5537,CNC(=O)C(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c3ccc(C)cc3,2.70805020110221,3,3,2,1,1,3,3,5,1,2
5538,[O-][N+](=O)c1ccc(cc1)N(Cc2cccs2)C(=O)c3cccs3,-0.390084006069862,4,4,4,4,4,1,4,2,5,2
5539,CN(C)CCNC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(O)c(c2)c3ccc(Cl)c(Cl)c3,-0.3357791104886394,5,1,2,3,3,3,3,4,3,1
5540,COc1cc(CCNc2nc(NCc3cccc4ccccc34)nc(n2)N5CCC(N)CC5)ccc1O,-0.2397235937193621,5,4,1,2,4,4,1,5,3,4
5541,O=C(Nc1ccccc1)N(Cc2ccc(cc2)c3cccc(CNC4CCCC4)c3)C5CCN(Cc6ccccc6)CC5,-0.8501037475426899,4,5,5,5,4,1,1,4,1,3
5542,COc1ccc(NC(=O)C2C(N(C3CCCC3)C(=O)c4ccccc24)c5cccs5)c(OC)c1,0.38956412353535297,1,3,4,3,3,5,5,4,1,1
5543,CCOc1cc(C)ccc1N2CCN(CCN3CCC(CC3)NC(=O)c4ccc(cc4)c5ccc(cc5)C#N)CC2,0.3569651732181404,2,2,2,3,5,1,2,1,5,2
5544,COc1ccc2OCN(Cc3ccc(F)cc3)Cc2c1,0.7540070688167078,4,4,4,5,5,4,1,5,1,2
5545,OC(=O)c1ccc2CN(C=Nc2c1)C3CCCCC3,-1.3186357126460757,1,5,3,3,5,1,3,4,1,4
5546,CC(C)(C)CC(C)(C)Nc1c(nc2ccccn12)c3ccccc3OC(=O)C4CCCC4,0.7409845099741053,1,4,1,3,1,1,4,4,1,1
5547,Cc1ccc(cc1S(=O)(=O)NCC2CCCO2)c3nnc(Nc4ccc(F)cc4)c5ccccc35,0.5335651107354802,4,5,3,3,4,4,5,3,4,2
5548,Cn1c(NC2CCN(CC3CCN(CC3)C(=O)\C=C\c4ccc(Cl)c(Cl)c4)CC2)nc5ccccc15,-1.907825242224355,4,5,5,3,1,4,1,3,4,1
5549,CCOC(=O)CCCCCNC[C@H](O)c1ccccc1,-1.1162414135528975,1,3,1,5,2,5,1,3,4,3
5550,CCCC(CCC)n1ccc2c1ccc3nc(N)nc(N)c23,-5.318260515716952,2,3,4,4,3,1,5,2,5,3
5551,OC(COc1ccc(OCC(O)CN2CCN(CCOc3ccccc3)CC2)cc1)CN4CCN(CCOc5ccccc5)CC4,2.3997118037247684,2,2,5,1,2,3,1,4,4,4
5552,Cc1ccc(O)c(NC(=O)c2cnn3c(cc(nc23)c4ccc(Br)cc4)C(F)(F)F)c1,2.0082140323914683,1,1,3,4,2,3,4,3,2,4
5553,CC(C)C[C@H](Nc1cc(C)nc(NCCc2ccc(F)cc2)n1)C(=O)NCc3cccc(F)c3,0.3858272745527502,3,5,1,1,3,5,2,1,3,1
5554,CCN(CC)CCN(Cc1cc2cc(OC)ccc2nc1O)C(=S)Nc3ccc(F)cc3,0.7299611536826618,5,1,3,1,1,2,3,2,5,4
5555,CCCC(CNCc1ccc(Cl)c(c1)C(F)(F)F)CNc2nc3cc[nH]cc3n2,-1.233261484087176,4,2,4,1,5,5,2,4,3,3
5556,CC(=CC[N+]1(CC#Cc2cccc3ccccc23)CCOCC1)Cl,0.14583044821153954,3,5,4,2,4,3,4,5,5,5
5557,[O-][N+](=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccc(OC(=O)c4occc4)cc3,2.3025850929940455,5,1,4,5,2,2,2,1,3,1
5558,CC(Cc1ccc(NC(=O)c2ccc(CC(C)NCCc3ccc(cc3)C(F)(F)F)cc2)cc1)NCCc4cccc(Cl)c4,-0.5613461203474738,3,3,5,3,4,2,1,2,4,4
5559,Fc1ccccc1CCNC(=O)c2cc(Br)cc(c2)N3CCN(CC3)c4ccncc4,-0.27961071368234,2,5,1,4,2,2,1,4,4,4
5560,[O-][N+](=O)c1cn(CC(=O)N2CCN(CC2)c3ccc(F)cc3)c(n1)[N+](=O)[O-],0.06485097231961627,2,4,2,5,3,1,3,1,4,1
5561,COc1ccccc1NC(=O)Nc2cccc(c2)c3cccc(c3)c4nc5cc(ccc5[nH]4)C(F)(F)F,-2.122169551493732,5,4,2,4,2,2,2,5,3,1
5562,[O-][N+](=O)c1cccc2cc([nH]c12)C(=O)NC3CCC(CCN4CCc5cc(ccc5C4)C#N)CC3,-0.3792889949856361,3,5,4,5,3,2,1,4,1,3
5563,CC(C)c1cccc(C(C)C)c1NC(=O)N(Cc2ccccc2)C(C)C3=Nc4ccccc4C(=O)N3c5ccccc5,0.2692634869277628,3,3,4,2,1,4,1,1,5,3
5564,CC(C)C[C@@H]1N(CCc2c1[nH]c3ccc(Cl)cc23)C(=O)CCc4ccccc4,-0.122188645494383,2,5,2,1,3,3,1,1,4,2
5565,Cc1cc(N[C@@H](Cc2ccccc2)C(=O)Nc3ccccc3)nc(Nc4ccccc4)n1,0.009770617676019415,2,1,1,5,5,4,4,5,3,1
5566,NOCCCCOc1ccccc1,-1.730948440315914,4,4,2,4,3,2,3,4,3,4
5567,Cc1cc(O)nc(n1)n2nc(C)cc2NC(=O)c3cccc(c3)C(F)(F)F,2.70805020110221,5,2,3,5,1,3,5,2,1,2
5568,COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCc4cc5ccccc5[nH]4)c2c1,0.09486355098961385,4,3,1,1,1,1,5,3,5,4
5569,COc1ccccc1c2cccc(NC3=C(Nc4ccc(Cl)cc4)C(=O)C3=O)c2,-0.13065464073167524,3,1,2,4,3,5,4,3,3,3
5570,CC[C@H](C)CNC(=O)c1cncc(c1)c2cccc(CN3CCC(CC3)N4CCCC4)c2,0.1551256589520357,3,1,4,1,1,5,5,3,3,2
5571,CNCc1cccc(c1)c2ccc3ccnc(N)c3c2,-2.3737125052788635,4,3,3,5,3,3,3,5,3,5
5572,COc1cc(NC(C)CCCN(Cc2ccc(F)cc2)C(=O)CCc3ccccc3)c4ncccc4c1,0.3357576956833441,5,1,3,5,4,5,2,4,5,4
5573,COc1ccc(NC(=O)[C@H](Cc2ccccc2)Nc3cc(C)nc(NCCN4CCCC4)n3)cc1,0.331065949666394,3,3,5,4,2,4,5,3,3,5
5574,Oc1c(ccc2cccnc12)C(Nc3ccccn3)c4cccc(c4)[N+](=O)[O-],0.2828678504088051,5,4,5,4,4,5,4,3,5,1
5575,CC(C)c1oc2ccc3nc(N)nc(N)c3c2c1,-2.456773663539148,1,4,5,2,2,4,4,2,5,5
5576,Cc1ccc(c2nsnc12)S(=O)(=O)NNC(=O)C3CCC(CC3)c4ccccc4,-0.3188288014486177,1,5,1,1,5,2,3,3,1,4
5577,Oc1ccc(CC(C(=O)N2CCC(CC2)n3c(Cc4ccc(F)cc4)nc5cccnc35)c6ccccc6)cc1,-1.0469690555162714,5,5,4,3,4,4,3,1,5,4
5578,CCCN1CCc2c(C1)sc3N=C(SCC(=O)Nc4ccc(C)cc4)N(C(=O)c23)c5ccc(C)cc5,-0.1398728135711426,5,4,5,1,1,3,3,3,3,4
5579,CCC(C)N(CCC(=O)N1CCN(Cc2ccccc2)CC1)C(=O)Nc3cccc(Cl)c3Cl,0.4466070514393395,3,2,4,4,3,2,1,1,1,5
5580,CCCCOc1ccc(\C=C\C(=O)NCc2occc2)cc1,-1.6966311241364778,1,4,3,5,1,1,1,5,1,4
5581,c1ccc(cc1)C2=Nc3ccccc3N=C(c4ccccc4)c5ccccc25,-0.38860799104174143,4,3,3,3,5,3,4,5,3,1
5582,CC(C)[C@H](NC(=O)c1ccc(O)c(c1)c2cccc(c2)C(F)(F)F)C(=O)NC3CCCc4ccccc34,-0.07293305525436115,5,5,2,5,2,3,2,4,2,5
5583,CCC[C@@H]([C@@H](CC1CCCCC1)C(=O)N[C@@H]([C@H](C)O)C(=O)Nc2nccs2)N(O)C=O,-1.9111681465240828,4,1,3,1,1,4,5,5,2,1
5584,Clc1ccc(C=CC(=O)NCCCCCN2CCC(CCCNC(=O)\C=C\c3ccccc3)CC2)cc1Cl,-0.524592351807508,5,4,1,5,4,5,1,1,1,1
5585,CC(=CCN1CCC(CC1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3)C,-0.09606208371323302,1,5,1,2,3,1,2,2,2,5
5586,CCOc1cccc(c1)c2cc(C(=O)Nc3cc(C)ccn3)c4ccccc4n2,2.70805020110221,3,4,2,1,4,4,2,1,3,3
5587,Cn1cncc1c2ccc3c(cnc(N)c3c2)c4ccsc4,-0.1628535925500312,3,5,2,4,5,2,3,3,2,1
5588,Cc1onc(c2ccccc2)c1C(=O)N3CCC(CNc4c(nc5ccccn45)c6ccc(F)cc6)CC3,-0.39452516806983,2,1,4,1,2,3,2,5,2,4
5589,Cc1ccc(Nc2nc(N)c3ccccc3n2)cc1C,0.2825438945956573,1,3,1,4,4,4,1,1,5,1
5590,COc1ccc(cc1N2CCN(CC3CC3)CC2)S(=O)(=O)Nc4ccc(cc4)C(=O)NCc5ccccc5C(F)(F)F,0.1440826191413482,5,4,1,2,5,1,3,4,3,5
5591,CN1CCN(Cc2cccc(Nc3nccc(Nc4ccc(Oc5ccccc5)cc4)n3)c2)CC1,-1.218019350090744,2,2,4,2,3,1,1,1,3,2
5592,CCCC(C)Nc1nc(C)cc(N[C@@H](Cc2ccccc2)C(=O)NCCc3ccccc3)n1,-0.04684141032425243,3,4,3,1,5,4,4,5,4,5
5593,Oc1ccc(cc1)C2CC(=O)N=C3CC(CC(=O)C23)c4ccccc4Cl,0.8859552280780358,3,2,3,2,5,3,4,2,1,4
5594,CC1CCCCN1CCCNc2ncc(C(=O)NCCCN3CCCC3=O)c(NCC4CCCCC4)n2,-0.16251892949777494,5,5,2,5,3,4,5,4,3,2
5595,COCCn1c(C)cc(C(=O)CN2C(=O)NC(C)(C2=O)c3ccc(cc3)C(C)(C)C)c1C,-0.7451364370729626,3,4,4,2,2,5,3,1,2,3
5596,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)Nc2nc3cc(ccc3[nH]2)c4cc(O)nc(Nc5ccccc5Cl)n4,-0.5216720508267998,4,4,1,3,1,4,3,1,1,4
5597,COCCNCc1cccc(c1)c2ccccc2CN(C3CCN(Cc4ccccc4)CC3)C(=O)Nc5ccccc5,-0.09032017630626668,2,4,5,5,3,4,3,1,3,2
5598,O=C(NNc1c2ccccc2nc3ccccc13)Nc4ccccc4,-0.13581972314253485,1,1,2,3,2,1,5,3,1,5
5599,CN(C(=O)C)C1=C(N2CCOCC2)C(=O)c3ccccc3C1=O,1.0015138442045588,3,3,3,2,2,1,3,2,5,5
5600,CC(C)OCCCNC(=O)[C@H](Cc1ccccc1)Nc2cc(C)nc(NCCc3ccc(F)cc3)n2,-0.06797364107877689,1,1,4,1,5,3,1,5,1,3
5601,[O-][N+](=O)c1ccc(NC(=O)c2cc3ccccc3nc2Cl)c(Br)c1,-1.6850424554299843,2,5,3,1,5,3,2,5,2,1
5602,FC(F)(F)c1ccc2[nH]c(nc2c1)c3ccc(cc3)c4cccc(NC(=O)Nc5ccc(Cl)c(Cl)c5)c4,-0.11765804346823246,2,3,1,3,4,1,1,2,4,1
5603,Clc1ccc(cc1)n2cccc2CN3CCC(CC3)N4CC(OC4=O)(c5ccccc5)c6ccccn6,-0.744676323810284,2,3,1,2,2,3,3,5,3,4
5604,Cc1oc2C(=O)c3ccccc3C(=O)c2c1C(=O)N4CCCC4,0.8624679251766485,5,2,3,1,3,1,2,4,2,3
5605,[O-][N+](=O)c1cccc(c1)n2nc(NCc3ccc(Cl)cc3)nc2c4ccc(F)c(c4)C(F)(F)F,-1.4141341898034028,3,2,2,2,1,3,4,4,3,3
5606,Brc1cnc(NC2=NCCN2)c(Br)c1,-1.0923264589547557,5,5,1,1,2,1,2,1,5,1
5607,COc1ccc(NC(=O)Nc2cccc(c2)c3ccc(s3)c4nc5c(C)cccc5[nH]4)cc1,-0.3989861420104552,5,4,3,2,2,5,5,3,3,1
5608,COc1ccc(CN(Cc2ccc(cc2)C(C)C)S(=O)(=O)c3ccc(cc3)S(=O)(=O)N4CCN(CC4)c5ccccc5F)cc1,2.525728644308256,2,4,3,2,1,5,3,3,5,5
5609,N#CCSc1nnc(c2ccccc2)c3ccccc13,-0.32392910503232863,1,1,4,2,2,2,5,3,4,1
5610,CC(C)(C)c1ccc2[nH]c(nc2c1)c3ccc(\C=C\C(=O)NC4CCN(Cc5ccccc5)CC4)cc3,-0.5289713919116701,2,1,4,4,3,2,5,1,4,2
5611,CC1(C)N=C(N)N=C(N)N1OCCCO,-1.510118761123597,1,3,5,1,1,1,4,1,4,5
5612,CN1C=CC(=Cc2sc3ccccc3[n+]2C)C=C1,-0.13536163793067651,4,2,3,2,2,5,4,2,4,1
5613,CCC(N(CCc1ccc(OC)c(OC)c1)C(=O)C(CC)c2ccccc2)C3=Nc4ccccc4C(=O)N3c5ccc(CC)cc5,0.22314355131420974,4,1,4,1,2,4,3,5,2,2
5614,CCNc1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCCc3cccc4ccccc34)N5CCCC5=O,-0.018537940749447097,5,4,1,5,2,2,2,1,3,1
5615,CN(C)CC(=O)NCC(NCCCNc1cc(O)c2ccccc2n1)c3cc(Br)cc(Br)c3,0.04926564254024465,1,1,5,2,2,5,1,4,4,2
5616,[O-][N+](=O)c1cc(F)ccc1NC(=O)Nc2ccc(CN3N=CC(=C(Cl)C3=O)N4CCCNCC4)cc2,0.09434513338769834,5,5,4,4,3,3,2,3,3,4
5617,COc1ccc(OCC(O)CNC2CCN(CC(O)COc3ccc(Cl)c(Cl)c3)CC2)cc1,-1.1147416705979931,2,5,4,3,1,2,5,3,2,2
5618,Cc1cc(cc(c1C)S(=O)(=O)NCCO)C(C)(C)C,2.525728644308256,2,4,3,3,2,5,1,5,1,1
5619,CC(C)N(Cc1cnc(N)c(n1)C#N)c2ccc(Cl)c(Cl)c2,-0.1698927008154698,4,2,3,3,4,1,4,1,2,2
5620,NC(=O)c1cccc(Nc2nccc(Nc3ccc(Oc4ccc5ccccc5c4)cc3)n2)c1,-0.21120818081790332,4,5,3,2,4,2,3,3,5,4
5621,FC(F)(F)Oc1ccc(cc1)C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2,-0.4641101261025911,5,3,4,3,4,3,5,5,4,2
5622,COc1ccc(C(=O)N2CCC3(CC2)N(CN(CC(=O)NCC4CCCCC4)C3=O)c5ccccc5)c(OC)c1,-2.126913103986941,3,4,2,4,1,3,4,2,5,1
5623,Cc1cc(NN=Cc2ccc(F)cc2)c3cc(F)ccc3n1,-0.44035424780563986,4,3,3,2,1,5,4,3,1,1
5624,CCCC(C)Nc1nc(C)cc(NCCC(=O)Nc2ccc(OC)cc2)n1,0.3237359881293039,2,5,5,4,1,5,3,3,3,5
5625,CCCCNc1ccc2cccc(O)c2n1,2.70805020110221,1,4,5,1,1,5,5,4,4,5
5626,CN(C)c1ccc(\C=C\c2ccc(C)c[n+]2C)cc1,0.1501426584297194,4,3,5,3,1,5,2,2,3,3
5627,COc1ccc(cc1S(=O)(=O)NCCN2CCCC2)c3ccc(CNCc4ccc(F)cc4)cc3,-0.3131160923166149,2,4,3,1,5,3,4,4,3,2
5628,Clc1ccc2N(CC3=CC(=O)N4C=CC=CC4=N3)C(=O)CN=C(c5ccccc5)c2c1,1.2669476034873244,4,4,3,2,1,1,3,5,3,4
5629,COc1ccc(NC(=O)C2C(N(C3CCCC3)C(=O)c4ccccc24)c5cccs5)cc1Cl,-2.058854908071448,5,2,1,1,1,4,1,5,1,1
5630,COCCN(CC(=O)NCc1ccc(OC2CCN(CC(c3ccccc3)c4ccccc4)CC2)cc1)S(=O)(=O)c5ccccc5,0.0,4,4,5,4,5,2,3,1,5,2
5631,Clc1ccc2c(NCCCCNS(=O)(=O)\C=C\c3ccccc3)ccnc2c1,-0.9038682118755978,4,1,4,4,4,3,5,5,3,1
5632,Cc1oc(NC(=O)c2cn(nc2c3ccccc3C)c4ccccc4)nn1,-0.5713102096587465,2,1,5,2,1,3,5,2,2,4
5633,Clc1cc(Cl)cc(NC(=O)N2CCCN(CCCCCNC(=O)COc3ccc(Cl)c(Cl)c3)CC2)c1,0.13019841554714556,2,3,4,3,4,2,4,1,4,5
5634,CCCC(CNCc1cccc(OC(F)(F)F)c1)CNc2cc(O)c3ccccc3n2,-0.5876694603708386,4,1,5,4,4,1,4,1,5,5
5635,Nc1nonc1n2nnc(C(=O)NN=Cc3ccc(F)c(Br)c3)c2c4ccc(cc4)[N+](=O)[O-],-1.2327152731915902,4,4,2,2,3,3,4,5,1,1
5636,Cc1onc(C)c1C(=O)N2CCc3cc4nccc(N5CCN6CCC[C@H]6C5)c4cc23,-0.13426157571475067,4,4,3,4,3,1,3,4,3,5
5637,OC(CN(Cc1ccccc1)Cc2ccccc2)c3cccc(c3)C#N,0.2409040501788949,1,4,2,5,1,3,1,2,1,3
5638,O=C(Nc1ccccc1C(=O)Nc2ccc(cc2)c3nc4cc(NC(=O)c5ccccc5NC(=O)\C=C\c6ccccc6)ccc4[nH]3)\C=C\c7ccccc7,-1.058430499035278,3,2,1,3,4,4,5,5,3,1
5639,O=C(CCC1CCCCC1=O)c2ccccc2,-0.2664341450071828,1,3,3,4,2,2,3,4,1,2
5640,CCN(CC)CCNC(=O)c1ccc(NC(=O)c2cn(nc2c3cccs3)c4ccccc4)cc1,-1.355911657601536,2,2,4,2,1,3,4,1,4,5
5641,C[C@H](Cc1ccc(OCCCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c4cccc(Cl)c4,-1.6603567927128358,2,1,5,4,1,1,1,1,3,3
5642,COc1ccc2nccc([C@@H](O)CN3CCC(NCc4cnc5SCC(=O)Nc5c4)C(F)C3)c2c1,-0.2631235202292128,5,1,2,1,4,1,2,1,5,1
5643,C#CCN1c2ccccc2Sc3cccnc13,-2.987764103904814,2,5,4,3,4,4,3,2,3,3
5644,COc1ccc(Nc2nc(NCc3ccc(cc3)n4ccnc4)cc(n2)c5ccc(OC)cc5)cc1,-0.1897459374271824,4,4,1,5,2,3,3,4,3,4
5645,Cc1cccc(CNc2nc(C)cc(N[C@@H](Cc3ccccc3)C(=O)NC4CCCC4)n2)c1,-0.42644880194893453,3,3,3,1,4,5,3,4,5,3
5646,Cc1ccc2c(NN=Cc3cccc(Cl)c3)cc(C)nc2c1,-0.052289155355677616,4,3,5,1,1,5,1,5,2,1
5647,Fc1ccc2nccc(Nc3cccc(c3)C(=O)NCc4cccc(c4)C#N)c2c1,-0.012881644267475985,1,4,4,1,4,4,5,1,5,5
5648,CC(=O)Nc1ccc(CNC2Cc3ccc(cc3C2)c4ccc(Cl)c(Cl)c4)cc1,-0.0016476506311141573,4,1,3,4,1,1,5,4,1,3
5649,Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F,-0.027062919549689073,1,2,1,4,3,5,4,2,3,5
5650,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3)cc1,0.06014128243853956,4,5,3,4,3,4,2,3,5,2
5651,COc1ccc(OC)c(c1)C(O)C(C)NCc2cc(Cl)ccc2O,-0.9622001270708974,1,1,4,2,3,5,2,1,2,3
5652,CCCCN(CCCC)CCCNc1[nH]cnc2c3cc(C)ccc3nc12,-1.909867557708384,1,2,1,4,1,2,5,2,4,4
5653,CCOC(=O)N1CCN(CC1)c2ccc(cn2)C(F)(F)F,2.525728644308256,5,1,2,1,3,3,4,3,3,5
5654,CC(C)SC1=NC2=C(C(=O)N1CCc3ccccc3)C4(CCCCC4)Cc5ccccc25,0.623614667778533,2,4,3,4,1,3,3,2,5,3
5655,CCCCN1C(=N)C(=CC2=C1N=C3N(C=CC=C3C)C2=O)C(=O)NC(C)c4ccccc4,0.3249778571954777,3,4,3,5,5,2,3,1,5,2
5656,COc1cc(OC)c2c(C)cc(NCCCn3ccnc3)nc2c1,-0.21792484000755405,2,3,5,1,2,3,1,2,5,3
5657,Fc1ccc(Nc2nccc(n2)N3CCC(CC3)NC(=O)Nc4ccccc4F)cc1,-0.28246982385096253,4,3,1,3,2,1,2,3,3,5
5658,Clc1ccc(OCCC2CCN(CCCCCCCN3CCC(CCOc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1Cl,-0.472315934163388,2,2,5,1,4,3,1,1,4,2
5659,CCCOc1cc(Br)c(cc1OCC)C2NC(=S)N=C(C2C(=O)C)c3ccccc3,2.70805020110221,4,1,5,5,3,5,2,5,1,2
5660,CN(C)C(=O)c1ccc(CN(Cc2ccc(C)c(C)c2)Cc3ccc4OCCOc4c3)cc1,-0.21779965788117386,1,4,1,5,2,4,1,3,2,1
5661,OC(CN(Cc1ccccc1)Cc2ccccc2)Cn3c4ccc(Cl)cc4c5cc(Cl)ccc35,-0.005018362946014574,1,1,3,1,3,5,2,3,2,4
5662,Cc1ccc(Oc2nc(nc3ccccc23)c4ccncc4)cc1,1.2482958629626002,1,2,5,5,4,3,4,1,2,5
5663,OCC1CCN(Cc2ccc(cc2)c3cccc(c3)c4nc5cc(F)ccc5[nH]4)CC1,-0.09459411084290914,5,1,1,3,2,5,2,5,5,1
5664,FC(F)C(F)(F)COc1cc(NC(=O)c2cccnc2)cc(OCC(F)(F)F)c1,1.345498407927224,5,2,1,4,5,5,2,2,1,3
5665,COc1ccc(OCCCN2CCN(CC(N3CCN(CC3)C(C)C)c4ccc(F)cc4)CC2)c5ccccc15,-0.4301821043083137,4,4,1,5,5,4,2,2,2,1
5666,CC(C)c1ccc(NC(=O)N[C@H]2CCN(CCCCCNC(=O)\C=C\c3ccc(Cl)c(Cl)c3)C2)cc1,-0.3428038975471616,1,5,2,1,3,1,1,4,4,2
5667,CCN(CC)S(=O)(=O)c1ccc(cc1)C2=CSC(=Nc3cccc4ccccc34)N2C,-2.7985221042662856,5,1,1,2,2,4,4,5,4,5
5668,CN(c1ccc(Br)cc1)S(=O)(=O)c2ccc3ncc(C(=O)N4CCN(CC4)c5ccccc5)c(O)c3c2,0.22314355131420974,4,5,4,4,1,5,4,4,2,5
5669,O=C(N1CCc2ccccc12)c3c4CCCc4nc5ccccc35,0.6637183698691331,1,2,3,5,2,2,5,4,1,2
5670,Fc1cc2[nH]c(nc2cc1Cl)c3ccc(s3)C(=O)NC4CCN(Cc5ccccc5)CC4,-1.1839039575673411,2,2,1,4,2,3,1,2,5,2
5671,CCN1CCN(CC1)c2cc(C)c3cc(NC(=S)N4CCC(CC4)N5CCCCC5)ccc3n2,1.776408916723111,4,1,1,1,2,3,4,1,2,4
5672,OC(COc1ccc(cc1)c2ccc(cc2)C#N)CN3CCCN(CC3)C(=O)C(N4CCN(C\C=C\c5ccccc5)CC4)c6ccc7OCOc7c6,-0.4242580203681861,5,2,5,3,4,4,5,1,1,4
5673,CC(C)CNc1nc(N)nc2ccc3c(ccn3CC(C)C)c12,-0.4326754072631991,5,3,1,3,1,5,1,3,2,2
5674,CN(C)C=Nc1nn(C)cc1C(=O)Nc2ccc(F)c(Cl)c2,1.9473377010464987,3,1,5,3,4,1,4,1,3,1
5675,CCCOc1cc(OCCC)cc(c1)c2cc(O)c3ccccc3n2,-2.8456588946324755,2,2,2,4,3,5,4,4,2,2
