,smiles,Lipop,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
2205,[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccc(cc3)C(=O)N4CCCC4)N5C(=O)CCCC5=O)cc2,2.31,3,1,5,5,2,4,3,4,3,5
2206,Oc1ccc(cc1)C2=Cc3cccc(O)c3OC2=O,2.8,5,5,3,3,4,2,2,5,1,2
2207,OC(=O)Cc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1.58,4,5,1,3,1,1,3,2,5,2
2208,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)ncc2F,2.19,2,1,4,1,2,3,2,1,2,4
2209,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4,0.8,5,2,2,2,3,3,4,4,5,2
2210,Cn1cncc1c2c3C(=O)N(C4CC4)C(=O)N(CC5CC5)c3nn2Cc6ccnc7ccc(Cl)cc67,3.53,1,2,2,1,5,3,3,5,1,2
2211,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(F)c4)c3)C(=O)NC1=O,1.6,4,5,4,4,4,5,5,3,3,3
2212,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N2CCCC2,2.49,4,4,4,1,4,3,5,5,1,5
2213,COc1ccccc1C(=O)Nc2nc3ccccc3s2,3.61,2,5,4,5,2,5,4,5,5,1
2214,COc1ccc(cc1)c2csc(n2)N(CCCN3CCOCC3)C(=O)c4occc4,3.34,2,4,3,1,2,2,3,2,2,5
2215,O=C1CCCc2nc(ccc12)C#Cc3ccccc3,3.53,5,5,3,2,1,1,4,2,5,2
2216,C(CCNc1cc(nc2ccccc12)c3ccccc3)CNc4cc(nc5ccccc45)c6ccccc6,3.65,5,3,4,4,4,2,1,4,3,2
2217,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](CO)[C@@H](O)[C@H]5O)c4n1,3.99,1,4,4,5,5,1,5,3,4,3
2218,NC(=O)c1cccc(C[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1.19,3,5,3,3,5,3,4,4,3,3
2219,OC(CN1CCCCC1)(C(=O)c2ccccc2)c3ccccc3,3.41,1,2,2,1,4,3,1,2,1,4
2220,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,0.86,3,1,2,5,3,2,4,2,1,1
2221,CN1CCN(CC1)S(=O)(=O)c2ccc(c(C)c2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,2.6,4,2,4,1,2,4,3,3,5,4
2222,C[C@H](O)C(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,2.15,5,4,1,4,2,1,5,4,5,2
2223,CN(C)c1nc(nc(n1)N(C)C)N(C)C,2.44,1,1,4,2,3,2,5,4,4,4
2224,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,3.2,2,2,4,4,4,1,4,3,1,2
2225,OC1=NC(=O)CN1N=Cc2oc(cc2)c3ccc(cc3)[N+](=O)[O-],1.35,5,4,5,3,4,3,4,4,4,4
2226,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5,1.3,5,3,2,3,3,4,4,3,5,4
2227,O=C(CS(=O)(=O)c1ccccc1)c2ccccc2,1.86,2,5,5,2,4,5,4,2,4,5
2228,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4C,1.79,3,1,1,4,2,5,1,1,3,1
2229,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,4.21,3,4,1,1,4,3,1,4,4,1
2230,O=C(Cc1ccccc1)Nc2nccs2,2.5,1,1,5,5,1,1,1,1,5,4
2231,O=C(Nc1cccc2cccnc12)[C@@H]3CC[C@H](CC3)N4C(=O)[C@@H]5[C@@H]6CC[C@@H](C6)[C@@H]5C4=O,3.94,3,5,1,1,4,2,2,3,3,2
2232,O=C(Cc1cccc2ccccc12)Nc3ccccc3,3.9,1,3,1,2,1,1,2,2,4,4
2233,CNC1(C)C2CCC(C2)C1(C)C,-0.84,4,5,5,4,4,2,1,2,3,1
2234,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F,0.31,2,5,4,5,4,5,2,3,4,3
2235,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],3.46,4,4,3,1,1,2,4,4,5,3
2236,C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13,1.73,2,2,3,4,1,4,2,5,2,3
2237,COc1cc(cc(OC)c1OC)C(=O)N2CC[C@@](CCN3CCC(CC3)(C(=O)N)c4ccccc4)(C2)c5ccc(Cl)c(Cl)c5,3.23,1,3,2,2,4,5,2,4,4,1
2238,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cscn5)c3)c12)C(=O)N6CCOCC6,2.81,2,4,4,5,3,1,3,3,3,4
2239,O=S(=O)(Nc1cccnc1)c2cccs2,0.54,2,1,4,4,1,3,1,4,5,2
2240,Brc1ccc(cc1)C(=O)Cn2cnc3ccccc23,3.22,5,5,5,5,4,1,4,4,1,1
2241,CCCc1nc2c(N)nc3ccccc3c2s1,4.09,2,3,1,4,2,1,3,1,2,1
2242,OC(=O)C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4,0.78,3,1,4,5,2,5,3,4,1,2
2243,COc1cc(CNc2nc3ccccc3[nH]2)cc(OC)c1OC,2.36,2,1,3,4,4,5,1,5,3,3
2244,OC1=C(C(=O)Nc2cc(Cl)ccc12)c3cccc(Oc4ccccc4)c3,2.96,2,2,3,1,1,3,4,4,5,5
2245,CCn1c2ccccc2c3cc(NC(=O)C(C)C)ccc13,4.2,2,5,3,4,4,1,3,4,3,5
2246,COc1ccc(CNC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,3.6,2,2,3,5,2,4,5,4,1,1
2247,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,2.9,4,2,3,2,3,3,1,2,2,1
2248,CN(c1cccc(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,2.6,4,4,4,3,1,3,3,1,1,4
2249,C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3NC(=O)Sc13,1.73,1,4,4,4,4,4,5,2,1,2
2250,Cn1nnc(n1)c2ccc(cn2)c3ccc(cc3F)N4C[C@H](COc5ccon5)OC4=O,1.24,5,2,3,5,5,1,2,3,3,4
2251,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4OCOc34)n2)c1,2.83,5,1,4,1,4,1,2,2,2,1
2252,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4F,1.97,3,4,1,4,1,3,5,2,3,2
2253,CCN(C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3ccc(cc3)N4CCNCC4,3.3,2,3,1,4,3,1,4,2,1,1
2254,O=C(CCN1CCCCC1)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26,2.9,3,5,2,2,2,2,4,1,2,2
2255,Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3occc3,2.17,3,5,4,4,5,2,1,4,2,2
2256,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3F)cn2,3.6,3,3,5,2,1,5,4,3,3,3
2257,Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc23)cc1,3.7,1,3,5,4,1,2,5,1,4,2
2258,CC(C)C(NC(=O)CN1C(=O)c2nc(O)nc(O)c2C=C1c3ccccc3)C(=O)C(F)(F)F,1.88,3,2,4,5,2,1,2,1,2,2
2259,NC(=O)c1cccc(C[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1.11,3,5,3,1,3,1,3,2,3,3
2260,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c(C)n[nH]c3C)c2C(=O)N4C[C@H](O)CO4,1.07,5,5,3,1,4,2,2,3,1,3
2261,O=C1N(C(=Nc2c1cnn2c3ccccc3)c4occc4)c5ccccc5,3.29,4,2,3,3,2,2,4,5,4,3
2262,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)C4=CNC(=O)c5ccccc45)cc1Cl,3.51,5,5,5,2,4,1,1,1,5,4
2263,COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.87,1,4,2,4,4,3,5,5,5,5
2264,Nc1ncnc2c1nc(Sc3nc4cccc(Cl)c4s3)n2CCO,2.37,4,2,4,2,3,4,3,3,3,1
2265,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N5CCOCC5)ccc3C)c2cc1OC,3.6,4,4,2,5,4,1,5,2,1,1
2266,Cc1ccccc1C(=O)N2CCN(CC2)c3ccccn3,2.18,3,3,4,2,2,2,3,3,1,1
2267,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)cc4Cl)CC2,2.6,4,5,2,4,1,5,1,5,5,1
2268,COc1ccc(c(OC)c1)c2cncc(CNC3CCCC3)n2,2.14,5,3,5,3,5,5,2,4,5,2
2269,COC1CCN(CC1)C(=O)C2CCN(CCc3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7)CC2,4.09,5,5,5,2,5,1,4,1,3,1
2270,C1NCC(CC=C1)c2oc3ccccc3c2,1.94,2,2,5,3,3,2,1,3,3,2
2271,O[C@H](CNC(=O)C1=CC(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.48,2,5,2,2,1,3,5,3,1,3
2272,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1C(C)C)NC(=O)OCc2ccccc2)C(=O)C(F)(F)F,2.63,1,3,2,1,5,4,3,3,5,3
2273,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(CCOC)CC2)c3cccc(NC(=O)C4CC4)c3,2.35,1,2,5,5,3,1,5,4,3,3
2274,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,1.9,1,5,4,5,2,3,5,4,4,3
2275,Cc1nc2ncnn2c(O)c1CCOC(=O)c3c(F)cccc3F,0.16,3,3,1,4,3,1,1,2,2,1
2276,COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,2.08,4,2,2,5,4,2,1,5,1,1
2277,NC(=O)c1cccc(N[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1.01,3,5,2,4,1,1,1,2,2,5
2278,Clc1ccc(cc1)c2cn3ccccc3n2,4.0,3,4,3,2,4,4,2,3,4,5
2279,CCN1C(=O)NC(C1=O)c2ccccc2,1.0,1,1,4,2,1,4,3,5,1,3
2280,CN1CCC(CC1)Oc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2,1.8,1,1,4,4,4,5,4,5,3,1
2281,Nc1nc(NCc2ccccc2)nc3c1nc(O)n3Cc4ccccc4,3.69,4,3,4,5,2,1,2,3,1,3
2282,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.44,5,3,1,2,4,5,4,1,1,2
2283,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2,1.7,4,2,3,3,3,2,5,2,3,4
2284,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c3ccccc3)cc(c1)C(F)(F)F,3.6,4,2,5,5,5,5,3,5,2,5
2285,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4oc5ccccc5n4,2.47,3,2,1,1,3,5,1,1,1,5
2286,Cc1cccc(c1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3,3.4,2,3,1,2,4,4,2,2,4,2
2287,Clc1ccc(cc1Cl)[C@@H]2CNCC=CC2,1.95,3,1,1,5,1,4,4,1,4,3
2288,COC(=O)c1ccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1,1.17,1,3,4,5,3,5,1,4,5,5
2289,CCN(CC)c1ncnc2c1ncn2Cc3c(Cl)cccc3Cl,1.25,3,4,5,3,1,3,4,5,3,4
2290,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CNCC(C5)O6,2.3,5,3,3,4,4,1,4,1,2,4
2291,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,-0.4,1,5,1,3,2,1,4,1,4,1
2292,CNc1ccc2ncc(c3cccc(O)c3)n2n1,2.99,2,5,2,3,3,4,5,1,3,5
2293,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n4ncc(C#N)c4n2)c1,2.1,4,4,5,5,1,1,5,1,3,5
2294,CN1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,1.03,4,2,4,5,1,2,3,2,3,4
2295,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)cnc13,2.89,5,3,5,5,2,3,4,4,5,1
2296,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,2.58,3,3,2,4,2,3,3,5,3,5
2297,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,2.62,2,1,3,5,3,4,5,4,5,1
2298,CCO\N=C(\C1CCN(CC1)C2(C)CCN(CC2)C(=O)c3c(C)cc[n+]([O-])c3C)/c4ccc(Br)cc4,2.14,4,1,5,3,3,5,4,3,1,4
2299,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)N)C(=O)C(F)(F)F,1.74,1,3,1,3,1,5,1,4,4,3
2300,CCOc1ccc(cc1)N2C(=O)c3cccnc3N=C2[C@@H](C)N(Cc4cccnc4)C(=O)Cc5ccc(OC(F)(F)F)cc5,3.7,3,3,3,4,5,5,5,1,4,5
2301,COc1cc2nc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)ncc2cc1c4ccncc4,3.11,4,1,4,2,1,1,4,1,5,2
2302,O=C(Nc1nccs1)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4,2.55,4,4,4,5,1,4,5,2,3,1
2303,Cc1cccc(NS(=O)(=O)c2cccc3nonc23)c1,3.0,1,3,3,1,5,5,4,3,3,3
2304,CCOc1cc2nnc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4,3.02,2,4,3,3,1,5,1,1,5,3
2305,O=S(=O)(Nc1ccccc1c2ccccc2)c3ccccc3,3.96,2,5,4,3,5,3,1,4,2,5
2306,CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(=O)O)c2ccccc2,2.48,3,2,2,3,2,2,2,2,4,1
2307,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl,3.14,5,3,5,4,5,2,5,1,1,5
2308,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ccc(N)nn4,2.47,1,1,4,1,1,4,3,1,5,2
2309,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(Cl)ccc12)c3ccccc3)c4ccccc4,3.07,2,1,5,4,3,1,3,3,3,2
2310,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C=C5,3.04,4,5,5,2,2,4,5,5,3,5
2311,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F,-0.45,3,4,2,1,1,4,1,4,4,3
2312,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4oc5ccccc5c4,2.1,1,5,3,4,1,2,3,3,4,2
2313,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,1.86,1,4,5,2,2,2,2,2,4,1
2314,CCCC(=O)Nc1ccc2c3ccccc3C(=O)C(=O)c2c1,2.81,4,4,4,1,3,4,1,4,1,5
2315,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,3.45,1,1,1,1,3,1,1,2,5,5
2316,Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,3.7,5,4,1,3,2,3,3,1,5,4
2317,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,0.88,3,3,3,2,3,2,2,4,2,5
2318,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,2.21,2,2,3,2,5,1,4,4,1,5
2319,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CCC(=O)O)CC3,1.6,1,3,3,2,4,2,5,2,4,5
2320,NC(=O)Cc1ccccc1,0.3,2,5,2,1,1,1,5,2,5,3
2321,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@H](CC[C@]4(O)[C@@H]3CC[C@]2(O)C1)C5=CC(=O)OC5,0.64,3,4,4,3,1,3,3,5,3,1
2322,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4C(=O)N,3.58,2,2,1,4,1,1,3,1,4,2
2323,CC(C)NNC(=O)c1ccncc1,0.33,2,1,4,1,4,1,5,2,3,5
2324,NC(=O)Nc1sc(cc1C(=O)N)c2ccccc2,2.42,4,4,1,2,3,4,4,4,1,5
2325,Nc1ccc(N=Nc2ccccc2)c(N)n1,3.22,2,1,1,3,3,3,5,2,4,1
2326,CCCSc1nc(NC)ccc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3,3.27,3,3,1,1,4,2,1,4,4,5
2327,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#N,3.6,1,3,4,2,5,5,3,1,1,1
2328,OC(=O)[C@H](Cc1ccc(cc1)C#CCCNc2ccccn2)NC(=O)c3c(Cl)cccc3Cl,0.27,3,2,5,2,4,4,3,4,4,4
2329,O=C1CCOc2nc(ccc12)C#CC3CCCCC3,3.3,4,4,5,1,3,2,3,5,2,3
2330,Cc1ccc(cc1)N2NC(=O)c3cccnc23,2.1,3,3,2,3,2,3,4,1,3,4
2331,COc1ccc(cc1)C(=O)N2CCCC2=O,0.93,3,3,4,2,2,2,4,1,2,3
2332,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,1.17,3,1,2,5,2,4,3,4,3,2
2333,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8[C@@H]9Oc%10c(O)ccc%11C[C@H]%12N(CC%13CC%13)CC[C@@]9(c%10%11)[C@@]%12(O)Cc8c7C[C@@]36O,1.41,4,2,5,3,1,1,5,5,5,3
2334,Clc1cccc2[nH]ncc12,2.5,4,5,2,1,1,4,1,1,3,5
2335,Brc1ccccc1NC(=O)Nc2ccc(C#N)c3[nH]nnc23,1.64,1,2,3,4,5,1,2,4,4,2
2336,Nc1ccc(Cl)c(c1)c2oc3cccnc3n2,1.97,3,5,1,5,1,1,5,4,2,3
2337,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc3ccc(Cl)cc3NC(=O)N,1.91,4,1,1,4,4,4,5,3,1,3
2338,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)c4ccncc4,2.8,1,1,2,3,5,1,3,5,1,1
2339,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C#N)n2,3.62,5,5,4,4,2,2,1,2,1,3
2340,O[C@@H]1CCN(C1)c2ccc3c(NC(=O)CNc4cccc(c4)C#N)c(Cl)ccc3n2,2.39,3,3,3,1,5,3,4,4,5,4
2341,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,1.42,4,3,4,4,5,1,3,1,3,3
2342,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)c5ccccn5,2.55,2,5,1,2,3,4,4,5,2,2
2343,Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(C)cc3)C(O)CNC(C)(C)C,3.57,3,1,1,1,3,3,2,2,5,2
2344,CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,3.66,1,1,1,1,2,5,4,3,2,5
2345,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.73,4,1,3,1,3,5,2,3,5,4
2346,C[C@H](NC(=O)c1c(C)nn(C2CCS(=O)(=O)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,0.25,5,3,5,1,4,3,5,1,5,5
2347,COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1,2.26,3,5,4,5,3,1,4,3,4,4
2348,CC(C)N(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,3.9,3,1,5,2,5,1,2,4,2,3
2349,NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3cc(ccc3C(F)(F)F)C(F)(F)F,3.4,1,4,4,3,4,4,4,5,4,5
2350,CS(=O)(=O)Nc1cc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc(c1)C(=O)N,2.28,2,2,5,1,3,3,1,2,4,2
2351,Oc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3,0.8,2,2,3,3,3,2,3,5,4,1
2352,N#Cc1cccc(c1)c2cccc(c2)c3nn[nH]n3,0.7,5,2,2,5,1,3,5,1,2,5
2353,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,0.79,4,5,2,2,2,2,3,3,4,5
2354,NC1(CCC1)c2ccc(cc2)c3ncc4cnccc4c3c5ccccc5,2.2,4,5,2,5,1,4,4,4,4,4
2355,Fc1ccccc1C(=O)Nc2c(cnn2c3ccccc3)C#N,1.7,2,1,4,4,2,3,1,3,2,2
2356,CC1=CC(=O)Nc2ccccc12,1.9,2,4,1,3,5,1,4,3,5,1
2357,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c5ccc(O)c(CO)c5,2.4,5,2,1,2,1,2,1,4,1,1
2358,Oc1ccc(cc1)c2ccc(cc2)C3(O)CN4CCC3CC4,0.95,1,2,3,2,5,1,5,2,3,4
2359,CNC(=O)c1snnc1c2ccccc2,1.23,4,4,5,3,2,1,2,2,5,3
2360,CC(C)(C)NC(=O)Nc1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,1.77,1,5,4,4,4,4,5,1,1,4
2361,CN1CCN(CC1)c2nc(NCCNc3ccc(cc3)[N+](=O)[O-])c4ccccc4n2,2.91,2,3,3,1,5,5,5,5,5,5
2362,OC(=O)CSCC(=O)Nc1nc(cs1)c2ccc(F)cc2,-0.2,3,2,5,4,5,5,1,1,5,4
2363,OC(=O)[C@H](Cc1ccc(OCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,-0.48,5,4,2,1,1,2,3,3,2,5
2364,CC(C)(C)OC(=O)N1CCC(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,2.8,5,4,4,5,5,2,3,3,5,4
2365,CC(C)CN1C(=O)NC(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,3.0,5,5,4,3,3,5,3,2,2,3
2366,Nc1ncnc2c1c(COc3cccc(Cl)c3)nn2C4CCOCC4,3.17,2,1,1,2,3,2,4,1,3,1
2367,O=C(COCc1ccccc1)Nc2ccc3c(c2)C(=O)C(=O)c4ccccc34,3.21,1,3,2,3,2,1,4,1,5,5
2368,OCc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,3.09,4,5,1,2,1,2,3,5,2,1
2369,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-0.96,5,1,1,2,1,3,2,4,3,3
2370,NC1(CCC1)c2ccc(cc2)c3c(ccc4ccnn34)c5ccccc5,2.9,3,2,5,2,4,5,4,3,5,1
2371,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,3.0,1,1,3,1,5,3,3,1,5,1
2372,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccoc3C(=O)N2Cc4ccccc4,1.37,4,1,2,1,1,3,3,2,2,2
2373,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3C)c(OC)c1,2.04,5,2,4,4,5,3,1,1,2,2
2374,CCCc1c(O)c(ccc1OCc2cccc(NC(=O)Cc3ccccc3C(=O)O)c2)C(=O)C,2.95,4,2,5,3,1,5,1,4,1,3
2375,CC(C)OC(=O)N1CC2COCC(C1)C2Oc3ncnc(Oc4cccnc4C)c3C,3.1,3,5,2,5,4,1,5,2,3,5
2376,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nccnc13,3.15,2,5,3,3,2,2,4,2,1,5
2377,NC(=O)c1cnc(c2ccc(cc2)C3(N)CCC3)c(c1)c4ccccc4,1.3,3,2,1,1,1,4,3,4,5,3
2378,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13,2.86,3,2,4,1,1,2,5,3,5,1
2379,NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2,0.77,2,4,5,5,1,4,2,2,1,2
2380,CN(c1ccnc(Nc2cc(OC3CCOCC3)cc(c2)N4CCOCC4)n1)c5cc(CO)ccc5C,3.7,1,3,4,3,2,5,3,2,5,3
2381,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,3.37,1,5,5,3,4,5,1,2,5,2
2382,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,3.83,4,4,4,2,4,2,1,1,1,5
2383,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2,1.37,3,1,2,5,1,1,4,3,4,4
2384,O=C(Nc1ccccn1)c2ccccc2,2.2,2,2,2,3,5,4,5,1,4,3
2385,ON1C(=O)N(CC2COc3ccccc3O2)c4ccsc4C1=O,1.44,1,3,3,3,5,4,5,2,4,4
2386,S(c1ccccc1)c2ccc3ccccc3n2,3.92,4,4,2,5,5,4,5,4,3,1
2387,FC(F)(F)c1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1,1.1,2,3,4,1,3,2,1,2,5,2
2388,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1.69,2,2,5,1,5,5,4,5,5,5
