,smiles,ESOL,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
551,Cc2ncc1nccnc1n2,-0.12,5,2,5,1,5,4,4,4,2,4
552,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.5070000000000014,4,2,1,2,1,5,1,2,1,1
553,CCCCI,-2.96,2,5,1,3,1,4,5,3,1,5
554,Brc1ccc2ccccc2c1,-4.4,1,4,5,5,4,4,5,1,5,1
555,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,4,5,5,5,5,3,1,1,5,2
556,FC(F)(F)c1ccccc1,-2.51,1,2,3,1,3,4,3,1,3,4
557,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,2,1,2,5,5,3,1,5,2,1
558,c1ccc2c(c1)sc3ccccc23,-4.38,3,3,1,2,1,3,5,3,3,2
559,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,5,1,4,1,5,4,3,3,3,1
560,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01,5,2,4,5,5,5,3,5,5,4
561,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,5,3,3,5,5,3,4,4,3,5
562,c1ccccc1C(O)C(O)c2ccccc2,-1.93,2,1,4,4,1,3,3,2,2,3
563,COC(=O)c1ccccc1C(=O)OC,-1.66,5,5,3,1,2,1,3,3,2,4
564,CCCCCCCC(=O)OCC,-3.39,4,5,4,4,4,1,5,3,3,4
565,CCSSCC,-2.42,1,2,3,5,2,3,1,5,4,2
566,CCOCCOCC,-0.77,4,2,2,4,5,2,4,4,4,1
567,Clc1cc(Cl)c(Cl)cc1Cl,-5.56,3,4,3,2,5,2,3,4,5,4
568,Nc1ccc(cc1)c2ccc(N)cc2,-2.7,1,1,3,4,4,4,4,1,1,5
569,CCCCCC=C,-3.73,5,5,1,3,1,1,3,5,3,5
570,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,5,2,1,2,1,1,3,4,5,5
571,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,4,2,1,4,5,5,3,5,2,2
572,Nc1ccccc1Cl,-1.52,4,1,5,1,1,2,4,1,5,5
573,COc1cccc(Cl)c1,-2.78,2,5,1,3,2,2,1,5,3,1
574,CCCCN(CC)C(=O)SCCC,-3.53,2,5,3,3,1,4,5,3,2,4
575,CCCCOC=O,-1.37,5,3,1,5,3,2,3,2,2,3
576,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,1,2,2,5,1,3,3,1,3,2
577,BrC(Cl)Cl,-1.54,4,5,1,4,5,5,4,5,5,4
578,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48,1,4,5,4,5,2,3,3,2,2
579,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,2,4,5,2,3,4,4,2,5,4
580,Oc1ccc(C=O)cc1,-0.96,2,5,4,5,1,1,2,5,1,5
581,CBr,-0.79,4,2,5,2,1,5,5,3,3,4
582,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,4,2,1,2,3,3,4,2,2,3
583,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,3,4,5,4,1,1,3,1,3,1
584,CCc1ccc2ccccc2c1,-4.29,1,4,2,5,2,1,4,5,4,4
585,Nc1c(C)c[nH]c(=O)n1 ,-1.4580000000000002,4,4,2,5,3,1,2,1,3,1
586,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92,5,5,2,1,1,5,5,1,3,1
587,c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,2,2,2,2,5,2,5,4,3,3
588,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,5,1,1,4,3,1,1,4,2,1
589,Fc1ccccc1Br,-2.7,2,1,2,4,4,3,2,4,1,2
590,Oc1ccc(Cl)cc1Cl,-1.55,3,2,4,5,2,5,3,1,3,1
591,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,4,2,1,1,1,4,5,1,4,5
592,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16,3,3,2,1,2,1,1,3,4,2
593,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,1,4,3,2,5,5,1,5,4,2
594,C1CCCC1,-2.64,4,5,5,4,4,5,5,2,4,1
595,Cc1ccccc1N,-2.21,2,3,5,3,3,5,2,4,3,2
596,c1(OC)ccc(CC=C)cc1,-2.92,1,5,2,5,4,3,3,2,1,4
597,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,5,3,1,2,2,1,2,3,4,4
598,CC(C)C=C,-2.73,5,1,3,3,2,4,1,4,2,1
599,Oc1ccccn1,1.02,1,1,4,2,1,3,4,1,5,4
600,CC,-1.36,2,2,2,5,2,1,2,5,1,4
601,Clc1ccccc1Cl,-3.05,3,5,3,3,1,5,3,1,3,2
602,Sc2nc1ccccc1s2 ,-3.18,4,3,5,5,5,5,2,4,4,1
603,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,2,2,4,5,3,3,4,4,5,2
604,COc2c1occc1cc3ccc(=O)oc23 ,-3.664,3,5,1,2,1,4,2,2,1,1
605,CC(=O)N,1.58,4,2,5,2,5,5,3,3,2,4
606,Cc1cccc2ccccc12,-3.7,3,3,3,3,4,4,1,5,3,5
607,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,4,1,3,1,5,5,5,4,5,1
608,CC(O)C(C)(C)C,-0.62,3,1,5,3,2,5,3,1,4,1
609,CCCC(=O)OCC,-1.36,4,5,1,3,3,5,3,2,4,1
610,CC2=CC(=O)c1ccccc1C2=O ,-3.03,4,2,2,4,5,3,3,4,1,1
611,c1ccc2c(c1)ccc3ccccc32,-5.26,1,5,4,5,1,5,3,3,5,1
612,Cc1ccnc(C)c1,0.38,4,5,2,2,1,3,5,1,4,4
613,CCCCCCCCCO,-3.01,5,3,5,1,3,5,2,4,4,5
614,BrCBr,-1.17,4,3,2,5,3,1,3,3,3,4
615,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,3,2,3,2,4,3,1,4,5,4
616,Cc1ccc2cc(C)ccc2c1,-4.89,1,5,2,4,5,1,1,1,5,2
617,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,4,1,4,5,4,2,3,2,2,3
618,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,5,4,4,5,4,4,5,2,4,1
619,Nc1cccc(c1)N(=O)=O,-2.19,1,3,2,2,4,4,1,1,4,2
620,CCCCCl,-2.03,5,1,3,3,5,1,4,3,2,2
621,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19,3,4,4,4,3,4,4,1,2,5
622,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,3,3,5,5,5,2,1,5,4,2
623,Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2,3,1,5,3,1,4,4,4,5,3
624,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,5,1,3,4,4,3,3,3,1,3
625,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,2,2,2,5,3,3,2,1,3,5
626,CC1CO1,-0.59,4,4,4,4,4,4,4,5,4,3
627,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,2,4,2,2,4,3,3,1,1,5
628,CCNC(=S)NCC,-1.46,5,1,1,3,2,1,5,3,2,5
629,Oc1cc(Cl)cc(Cl)c1Cl,-2.67,3,4,1,1,2,3,4,4,4,4
630,CCCCC(=O)OC,-1.34,5,4,4,4,3,2,1,3,5,4
631,Nc1ccccc1,-0.41,3,2,5,3,2,2,1,2,5,1
632,Cc1cccc2c(C)cccc12,-4.6789999999999985,1,4,4,5,2,1,1,2,5,5
633,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,3,2,4,5,2,5,1,1,5,1
634,C1=Cc2cccc3cccc1c23,-3.96,5,4,1,3,2,1,3,4,2,4
635,CCCCCOC(=O)CC,-1.28,1,4,4,4,1,4,3,2,2,1
636,CCNc1nc(NC(C)C)nc(OC)n1,-2.084,5,1,5,1,5,1,3,4,4,5
637,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,1,4,4,4,2,4,5,3,3,2
638,CCBr,-1.09,2,5,3,3,1,4,4,1,2,1
639,CCC#CCC,-1.99,3,3,2,5,3,4,1,3,2,5
640,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.292999999999998,2,3,2,1,4,2,2,1,2,2
641,CCC(=C)C,-2.73,4,1,2,4,3,4,3,2,3,1
642,Oc1cccc2cccnc12 ,-2.42,5,4,4,2,5,2,1,2,2,3
643,C1CCc2ccccc2C1,-4.37,1,2,1,1,5,4,4,4,3,2
644,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9,3,5,2,1,1,4,4,2,1,4
645,Brc1cc(Br)cc(Br)c1,-5.6,1,5,5,5,2,4,5,3,3,5
646,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,4,4,2,2,2,1,2,2,2,1
647,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,4,5,1,3,3,2,3,5,2,4
648,COc1cc(CC=C)ccc1O,-1.56,5,2,5,3,5,4,5,2,1,5
649,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002,3,2,1,1,2,5,3,5,2,3
650,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,4,5,1,3,5,5,3,4,3,5
651,CCOC(C)OCC,-0.43,1,4,4,4,2,1,4,5,1,1
652,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,1,1,5,2,3,4,4,2,1,4
653,CCCCOCCO,-0.42,4,5,1,1,3,4,2,4,3,3
654,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,1,1,4,3,4,2,3,5,5,2
655,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,3,4,2,3,5,5,4,4,4,1
656,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,2,3,1,3,5,5,1,3,4,3
657,c1ccc2ncccc2c1,-1.3,5,4,5,2,2,1,2,2,4,2
658,COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24,3,4,3,2,3,5,1,1,4,5
659,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8,5,3,4,5,4,1,2,1,2,4
660,Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004,5,2,4,5,1,4,4,1,3,2
661,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,1,1,4,3,3,3,3,4,1,4
662,O=C1NC(=O)C(=O)C(=O)N1 ,-1.25,2,1,3,5,1,3,5,4,5,2
663,ClCCCCl,-1.62,1,1,2,5,4,2,4,3,2,3
664,Fc1cccc(Br)c1,-2.67,2,3,2,2,3,2,1,3,2,4
665,Clc1ccc(Br)cc1,-3.63,4,4,1,4,2,1,5,1,2,3
666,CC(C)C(C)C,-3.65,3,3,3,1,1,3,4,5,2,1
667,CCC=C,-1.94,5,3,1,3,2,3,5,2,4,3
668,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,3,3,1,1,5,5,3,3,3,5
669,Nc1cc[nH]c(=O)n1 ,-1.155,3,5,3,1,1,4,1,2,5,4
670,FC(F)(Cl)C(F)(Cl)Cl,-3.04,3,4,3,4,2,1,2,5,4,4
671,CCC#N,0.28,2,3,2,5,5,2,2,5,2,4
672,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,4,1,3,4,4,5,3,1,4,5
673,COc1ccccc1N(=O)=O,-1.96,5,2,3,4,3,5,3,4,4,3
674,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,2,3,2,1,2,3,2,5,2,3
675,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,3,2,5,5,3,2,1,2,4,5
676,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,5,4,4,3,2,5,3,2,1,1
677,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38,2,5,1,1,3,4,3,4,4,5
678,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,2,3,2,3,3,1,4,1,5,5
679,OCC(O)CO,1.12,5,2,3,1,5,5,4,3,3,3
680,COc1ccccc1O ,-1.96,3,4,3,2,3,1,3,2,1,1
681,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67,1,2,5,1,2,3,3,5,1,2
682,Cc1c2ccccc2cc3ccccc13,-5.89,1,3,5,5,5,2,1,5,3,4
683,Cc1cc(=O)n(c2ccccc2)n1C,0.715,4,3,4,3,2,4,1,1,1,3
684,CCCCOC,-0.99,5,2,5,5,4,2,5,1,4,5
685,Cc2cnc1cncnc1n2,-0.8540000000000001,5,2,4,2,1,3,4,4,1,5
686,CCNc1nc(Cl)nc(NCC)n1 ,-4.55,3,3,3,3,1,2,3,2,1,5
687,CN(C)C(=O)C,1.11,3,4,5,5,1,3,3,3,1,3
688,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,1,1,1,2,5,1,2,4,3,1
689,C=C,-0.4,3,4,1,4,3,3,4,3,1,2
690,CC(C)(C)CCO,-0.5,4,5,3,2,1,5,2,3,4,2
691,O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,1,2,3,2,5,2,2,3,4,4
692,Oc1ccc(Cl)c(Cl)c1Cl,-2.67,2,1,1,1,1,5,2,2,2,1
693,COc1ccccc1,-1.85,3,4,3,4,4,4,1,5,2,5
694,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,2,3,1,5,2,1,2,2,4,5
695,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85,3,3,1,1,5,3,5,4,5,4
696,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,3,4,5,2,2,5,1,4,5,4
697,CCc1ccc(C)cc1,-3.11,3,2,2,4,3,2,4,2,2,1
698,CC(C)SC(C)C,-2.24,1,3,1,5,2,4,5,1,1,3
699,O=N(=O)c1cccc(c1)N(=O)=O,-2.29,4,3,5,1,4,1,4,1,1,4
700,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,2,1,4,5,1,4,2,2,3,5
701,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,4,1,1,5,5,2,1,3,4,2
702,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21,5,4,5,4,4,4,1,3,3,3
703,Cc1ncc(N(=O)=O)n1CCO,-1.22,4,1,3,2,4,4,5,4,2,4
704,Nc1ccc(Cl)cc1,-1.66,2,3,2,4,1,2,4,5,3,3
705,CCCC(C)(C)CO,-1.52,4,4,1,4,1,1,3,3,2,3
706,c1ccoc1,-0.82,1,2,1,1,4,3,3,2,3,3
707,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,3,2,4,5,2,4,4,5,3,3
708,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003,2,5,4,4,1,2,5,1,1,4
709,CC(C)(C)c1ccccc1,-3.66,4,1,4,2,1,5,5,1,2,5
710,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,4,3,4,2,4,3,5,5,2,4
711,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37,4,1,5,1,4,5,3,4,5,5
712,CCCOC,-0.39,5,1,3,1,4,2,5,5,1,4
713,CC(C)OC(=O)C,-0.55,4,2,2,4,1,1,2,5,1,1
714,Brc1ccccc1,-2.55,1,5,4,4,3,4,1,3,4,2
715,CCOC(=O)c1ccc(O)cc1,-2.35,4,1,5,5,2,2,2,4,5,1
716,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.0710000000000015,5,4,3,4,1,1,1,1,5,1
717,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37,4,3,4,4,5,1,5,3,3,4
718,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,3,5,2,4,4,1,5,4,2,5
719,O=c1[nH]cnc2[nH]ncc12 ,-2.266,3,5,5,1,2,2,3,2,4,3
720,ClC=C,-1.75,2,5,2,1,2,3,3,4,5,3
721,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,5,2,1,1,5,3,2,5,3,2
722,BrC(Br)(Br)Br,-3.14,2,5,4,2,3,1,1,3,4,2
723,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871,4,3,1,1,3,2,5,3,2,5
724,O=C1NC(=O)c2ccccc12 ,-2.61,1,4,1,5,3,5,3,2,3,4
725,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38,3,2,2,1,4,5,2,2,4,5
726,COC(=O)c1ccccc1,-1.85,3,2,3,2,3,4,4,4,1,5
727,Cn1ccc(=O)[nH]c1=O,-0.807,2,5,1,1,1,1,3,4,5,3
728,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,1,1,4,2,2,1,3,2,5,2
729,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47,2,1,5,5,5,3,2,1,3,4
730,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,4,1,3,3,1,2,3,1,1,1
731,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,3,3,4,3,2,3,2,4,2,2
732,C1CC=CC1,-2.1,4,3,1,1,3,3,4,4,2,5
733,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99,4,4,3,4,2,4,1,2,2,3
734,CCCCCCCCC,-5.88,4,2,1,3,2,3,2,2,4,4
735,Oc1ccccc1Cl,-1.06,5,2,4,4,3,1,1,5,2,2
736,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,2,5,2,3,1,2,1,1,2,5
737,CCOc1ccccc1,-2.33,4,3,5,1,5,5,5,1,3,1
738,CCOC(=O)C=Cc1ccccc1,-3.0,5,5,3,1,1,3,1,4,2,2
739,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,2,4,3,2,2,5,4,1,5,3
740,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499,2,4,2,3,4,1,1,4,3,4
741,Cc1ccc(cc1)S(=O)(=O)N,-1.74,3,3,3,3,5,4,4,1,1,1
742,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,5,1,3,1,2,2,5,1,2,1
743,CCCCCC(C)C,-5.08,4,4,3,4,4,4,5,2,2,2
744,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,5,4,1,3,3,1,2,5,2,3
745,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003,3,2,3,5,5,3,2,2,1,3
746,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754,1,1,2,2,5,1,5,2,2,1
747,CCC(O)C(C)C,-0.7,2,3,3,1,5,4,5,2,3,2
748,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3,5,3,5,1,4,1,5,2,1,5
749,CC1(C)C2CCC1(C)C(O)C2,-2.32,1,1,5,2,3,1,4,1,4,1
750,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,1,1,1,3,5,4,4,5,2,4
751,CCCCCCC,-4.53,3,5,3,3,3,1,4,3,2,3
752,Oc1cccc2ccccc12,-2.22,1,2,3,5,5,4,3,2,2,2
753,C/C1CCCCC1\C,-4.3,3,3,3,1,2,1,4,2,1,4
754,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638,2,2,4,1,3,3,4,2,4,3
755,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,1,5,3,4,5,5,1,5,2,1
756,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,5,3,2,2,5,3,4,2,5,3
757,CCCCCC(=O)C,-1.45,3,2,4,4,4,5,5,2,2,5
758,COP(=O)(NC(C)=O)SC ,0.54,5,4,4,3,4,3,1,4,1,3
759,CCCCSP(=O)(SCCCC)SCCCC,-5.14,4,4,2,1,2,2,5,4,1,1
760,c1cC2C(=O)NC(=O)C2cc1,-2.932,3,5,5,1,4,3,5,2,2,3
761,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,5,2,4,4,2,1,5,5,1,1
762,CC=C(C)C,-2.56,1,5,1,2,1,1,1,4,4,4
763,Cc1ccc(C)c(C)c1,-3.31,1,1,3,1,4,4,5,1,3,5
764,Oc1cc(Cl)c(Cl)cc1Cl,-2.21,3,4,5,2,2,3,2,2,4,5
765,c1ccc2c(c1)cnc3ccccc23 ,-2.78,2,3,5,3,5,1,5,5,3,5
766,CCCC(C)(O)CC,-0.98,2,2,5,4,3,5,3,4,3,5
767,CCCCCCCC,-5.24,5,4,2,3,3,4,2,4,3,3
768,c1ccc2cc3ccccc3cc2c1,-6.35,3,3,3,1,1,1,3,2,1,4
769,NNc1ccccc1,0.07,5,4,3,2,3,5,2,5,3,3
770,CCC=O,0.58,4,4,3,3,3,1,2,2,5,3
771,C1CCCCCCC1,-4.15,4,3,5,3,2,2,1,2,1,2
772,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,1,5,2,5,5,5,3,2,1,5
773,ClC(Cl)Cl,-1.17,1,1,4,1,4,3,1,4,1,1
774,Sc1nccc(=O)[nH]1 ,-2.273,4,5,1,4,4,1,4,1,4,5
775,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,1,4,2,5,3,1,4,2,3,5
776,CC1=CCCCC1,-3.27,5,1,1,3,1,4,3,4,3,1
777,CCCCC(CC)C=O,-2.13,5,2,2,5,1,5,3,5,1,2
778,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.0210000000000004,2,3,3,4,2,2,1,2,3,4
779,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,1,3,1,2,1,4,4,5,5,5
780,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,3,3,1,4,2,5,1,1,4,2
781,CCC(CC)C=O,-1.52,3,2,5,5,2,3,4,4,3,5
782,CCCOCCC,-1.62,2,3,1,3,1,2,3,2,5,5
783,CCCCCCCCCCCCCCO,-5.84,1,2,5,1,1,1,1,1,2,5
784,Oc1c(Cl)ccc(Cl)c1Cl,-2.64,4,5,1,2,5,1,1,1,1,3
785,NC(=O)N,0.96,4,3,3,1,1,5,3,1,4,1
786,CCCC#C,-1.64,3,1,4,2,1,2,3,2,1,2
787,Brc1cccc(Br)c1,-3.54,5,2,5,2,2,4,5,4,5,1
788,CCCCCCCCCCCCCCCCCCO,-8.4,5,4,5,5,3,2,5,1,4,4
789,CC(=O)Nc1ccccc1,-1.33,2,3,2,2,4,3,4,1,4,3
790,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,3,3,5,1,4,4,4,3,2,4
791,c1nccc(C(=O)NN)c1,0.009000000000000001,3,3,2,5,3,1,1,1,1,2
792,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,5,5,2,4,1,5,3,3,1,1
793,CC(C)CCOC=O,-1.52,3,4,4,2,2,2,1,2,5,4
794,CC(=O)c1ccccc1,-1.28,3,4,4,3,2,5,5,5,1,1
795,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4,5,1,1,4,2,2,5,2,1,1
796,CCOP(=O)(OCC)OCC,0.43,4,2,1,4,3,3,5,1,4,3
797,CC2(C)C1CCC(C)(C1)C2=O,-1.85,5,4,4,2,5,5,4,2,4,2
798,COc2cnc1cncnc1n2,-0.91,1,2,2,5,3,5,1,3,3,3
799,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,2,3,5,3,1,2,5,4,5,3
800,CC(C)N(=O)=O,-0.62,5,1,4,4,2,5,2,1,4,2
801,c1ccc2c(c1)[nH]c3ccccc32,-5.27,2,3,2,1,5,2,3,3,5,2
802,OCC(O)C(O)CO,0.7,3,2,4,5,2,3,5,4,4,2
803,CCCOC(=O)c1ccc(N)cc1,-2.452,5,2,1,3,2,5,2,5,5,4
804,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,3,5,4,5,2,3,2,2,3,4
805,O=C1CCC(=O)N1,0.3,1,2,3,1,4,3,3,2,4,4
806,CCC(C)C(C)C,-4.28,2,5,4,3,1,2,4,5,2,2
807,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,1,4,2,2,2,2,5,1,1,5
808,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,5,5,1,1,3,4,5,4,2,5
809,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,5,4,4,3,2,1,4,5,2,3
810,C1CCOCC1,-0.03,2,3,3,2,2,4,2,5,1,2
811,CCCCCC#C,-3.01,2,5,2,3,5,2,2,1,3,3
812,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,2,3,3,5,1,4,1,1,4,2
813,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,2,4,4,1,1,3,5,2,5,4
814,CCOC(=O)c1ccccc1,-2.32,3,3,2,5,4,4,3,1,1,1
815,ClCC(C)C,-2.0,2,2,1,2,5,2,1,3,5,4
816,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3,4,3,5,3,3,5,1,5,2,2
817,CCCCCCCCCCCC(=O)OC,-4.69,5,1,1,3,3,2,3,5,5,4
818,CCCSCCC,-2.58,3,4,3,4,5,1,1,4,4,4
819,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,5,2,4,5,1,5,2,1,5,5
820,CCCCCBr,-3.08,2,4,3,3,4,3,2,1,5,2
821,CCCC/C=C/C,-3.82,3,3,3,1,1,2,1,5,2,4
822,Cc1ncc(N(=O)=O)n1CCO ,-1.26,2,4,1,4,2,1,4,2,5,3
823,CCCCCC1CCCC1,-6.08,2,5,3,2,2,4,1,1,2,5
