,smiles,HIV,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
24256,N=c1[nH]c2c3nc(Nc4ccccc4)sc3nc(=S)n2c2sc(Nc3ccccc3)nc12,0.0,5,3,2,4,2,3,2,3,3,4
24257,COCc1cn(C2CCC(CO)O2)c(=O)[nH]c1=O,0.0,4,1,5,2,4,4,3,2,4,3
24258,COCc1cn(C2CCC(CO)O2)c(=O)[nH]c1=N,0.0,1,2,3,1,4,4,1,2,3,1
24259,COCc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=N,0.0,3,4,4,4,1,5,3,5,2,2
24260,N=c1ccn(C2CSC(CO)CO2)c(=O)[nH]1,0.0,5,1,3,5,3,1,2,5,2,4
24261,Cc1ncc([N+](=O)[O-])n1CCNS(=O)(=O)CCCn1ccnc1[N+](=O)[O-],0.0,2,4,2,5,4,5,4,3,2,4
24262,Cc1ncc([N+](=O)[O-])n1CCNS(=O)(=O)CCCn1ncnc1[N+](=O)[O-],0.0,5,4,1,1,1,5,4,3,4,5
24263,Cc1ncc([N+](=O)[O-])n1CCN(C)C(=O)CCCn1ccnc1[N+](=O)[O-],0.0,5,4,3,1,2,4,4,5,5,2
24264,O=C(CCn1ccnc1[N+](=O)[O-])NCCCn1ccnc1[N+](=O)[O-],0.0,5,5,2,4,3,1,3,1,3,5
24265,COC(=O)C1=C2Nc3ccccc3C23CCN(Cc2ccccc2)C3CC1c1ccoc1.Cl,0.0,4,1,2,1,5,3,3,2,1,3
24266,COC(=O)C1=C2Nc3ccccc3C23CCN(Cc2ccccc2)C3CC1C1=CC(OC)OC1OC.Cl,0.0,4,2,3,5,1,5,4,3,3,5
24267,COC(=O)C1=C2Nc3ccccc3C23CCN(Cc2ccccc2)C3CC1C(O)CO.Cl,0.0,1,2,1,1,3,1,4,5,1,5
24268,COC(=O)C1=C2Nc3ccccc3C23CCN(Cc2ccccc2)C3CC1C1COC(C)(C)O1.Cl,0.0,5,4,1,1,2,4,4,2,2,3
24269,COC(=O)C1(C(=O)OC)C2=Nc3ccccc3C23CCN(Cc2ccccc2)C3CC1c1ccoc1.Cl,0.0,1,3,2,3,4,1,3,4,3,3
24270,CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CN(CCc8c6[nH]c6ccccc86)CC6CCCCC67)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32.COS(=O)(=O)O,0.0,3,5,5,4,1,3,5,1,1,4
24271,COc1c(O)c(C=O)c2c(O)c(-c3c(C)cc4c(C(C)C)c(OC)c(O)c(C=O)c4c3O)c(C)cc2c1C(C)C,0.0,1,1,3,3,2,4,4,1,5,5
24272,Cn1cc(NC(=O)c2cc([N+](=O)[O-])cn2C)cc1C(=O)Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2c1.[NaH],1.0,4,5,5,2,1,2,1,1,4,4
24273,Cl.Cn1cc(N)cc1C(=O)Nc1cc(C(=O)Nc2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)n(C)c1.[NaH],1.0,4,2,2,5,4,2,5,3,5,1
24274,Cn1cc([N+](=O)[O-])cc1C(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc12.[NaH],0.0,4,1,1,2,2,2,3,4,4,1
24275,Cl.Cn1cc(N)cc1C(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc12.[NaH],0.0,1,2,5,1,1,4,3,5,4,4
24276,Cn1cc([N+](=O)[O-])cc1C(=O)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)ccc23)n(C)c1.[NaH],0.0,5,2,1,2,4,5,1,5,2,3
24277,Cl.Cn1cc(N)cc1C(=O)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)ccc23)n(C)c1.[NaH],1.0,1,2,3,4,1,2,1,3,2,1
24278,Cc1cn(C2C=CCCC2O)c(=O)[nH]c1=O,0.0,4,4,2,3,5,1,1,5,2,5
24279,CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCC[n+]1cccc2ccccc21)COC.[I-],0.0,3,4,4,5,2,5,4,5,1,2
24280,Cn1c(=O)c2nc(N3CCCCC3)cnc2n(C)c1=O,0.0,5,1,3,3,5,3,4,3,1,1
24281,Cn1c(=O)c2nc(N3CCOCC3)cnc2n(C)c1=O,0.0,3,4,4,3,2,3,1,3,5,1
24282,Cn1c(=O)c2nc(NCCO)cnc2n(C)c1=O,0.0,2,4,4,3,5,3,2,2,5,5
24283,CCNc1cnc2c(n1)c(=O)n(C)c(=O)n2C,0.0,4,2,5,4,3,3,1,2,2,4
24284,COC(=O)C1=COC2OC3C(=Cc4ccc(O)c(OC)c4)C(=O)OC34C=CC1C24,0.0,4,1,3,4,3,3,5,1,1,1
24285,C=CCOC(C)n1c(C)cc(=O)n(C(C)OCC=C)c1=O,0.0,3,5,2,4,5,4,4,2,5,3
24286,[O-]c1c2c(nn1-c1ccc(F)cc1)c1ccccc1c[n+]2Cc1ccccc1,0.0,5,1,5,3,5,3,3,1,2,4
24287,CC(=O)OC1C(C)OC(OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)C(OC(=O)C=Cc2ccccc2)C1OC(=O)C=Cc1ccccc1,0.0,5,4,4,5,2,5,5,4,4,2
24288,COc1ccc(N2C(=O)C3c4c(c5ccccc5n4C)C4CCC(C(C)(C)C)CC4C3C2=O)cc1,0.0,1,3,1,2,5,2,2,2,3,2
24289,COc1ccc(N2C(=O)c3c(c4[nH]c5ccc(OC)cc5c4c4ccc(C(C)(C)C)cc34)C2=O)cc1,0.0,1,3,1,4,5,4,4,1,3,1
24290,CCn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,0.0,5,1,3,1,5,1,1,1,4,3
24291,O=C1C=CC(=O)c2c1ccc1c3ccccc3n(-c3ccccn3)c21,0.0,5,4,5,3,1,1,2,3,2,4
24292,CC1=CC(=O)c2ccc3c4ccccc4n(C)c3c2C1=O,0.0,2,4,4,1,4,5,5,4,3,4
24293,Cn1c2ccccc2c2ccc3c(c21)C(=O)C(c1ccccc1)=CC3=O,0.0,5,1,1,4,3,5,2,4,5,2
24294,c1ccc(SCCP(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,0.0,2,5,3,4,3,5,4,5,2,4
24295,CCCCCCCCCCCC(=O)OCC(C[As](=O)(O)O)OC(=O)CCCCCCCCCCC,0.0,4,2,2,2,5,4,4,3,4,4
24296,CCCCCCCC(=O)OCC(C[As](=O)(O)O)OC(=O)CCCCCCC,0.0,2,3,5,5,1,4,4,3,4,4
24297,Cc1ccc(S(=O)(=O)[O-])cc1.O[Ru+2]123(O)(O)(O)C4=C1CCC2=C3CC4,0.0,4,3,4,4,3,1,3,5,3,4
24298,O=S([O-])(O)=[OH+].O[Ru+2]12345(O)(O)C6=C1C2=C3C4=C65,0.0,2,3,5,3,1,1,2,2,5,2
24299,CC(=NNC(=S)NNC(=S)N(C)c1ccccc1)c1ccccn1,0.0,5,2,2,4,3,4,4,1,3,3
24300,COc1ccc(C(Cl)=Cc2cc(OC)ccc2OC)cc1,0.0,1,4,5,5,5,1,4,1,4,4
24301,COc1ccc(C(Cl)=Cc2ccc(Cl)c(Cl)c2)cc1,0.0,5,4,3,5,1,1,5,1,5,5
24302,CCOc1ccc(C=C(Cl)c2ccc(OC)cc2)cc1,0.0,4,1,3,2,2,5,1,3,3,3
24303,CCOc1ccc(C=C(Cl)c2ccc(OC)c(OC)c2)cc1,0.0,1,1,4,3,3,2,5,3,1,3
24304,COc1ccc(C2=C(Cl)c3cc(OC)c(OC)cc3C2)cc1OC,0.0,1,5,4,3,1,2,1,1,3,4
24305,O=c1c2c(c1=O)-c1ccccc1CN2,0.0,5,2,3,1,2,4,5,4,5,4
24306,CSC1C=C(C(C)C)CCC1(C)SC,0.0,4,5,1,3,1,3,2,2,3,5
24307,CSC1(C)CC2C(CC1N1CCCCC1)C2(C)C,0.0,2,3,3,5,3,4,3,3,3,1
24308,CSC1(C)CC2C(CC1N1CCOCC1)C2(C)C,0.0,4,3,4,3,2,3,3,3,5,1
24309,CSC1CC2C(CC1(C)O)C2(C)C,0.0,2,4,3,5,4,1,1,1,3,3
24310,CC(C)SC1CC2C(CC1(C)O)C2(C)C,0.0,5,4,2,4,5,5,1,5,4,2
24311,CC1(O)CC2C(CC1SCc1ccccc1)C2(C)C,0.0,3,5,3,3,4,2,1,1,1,1
24312,CC1(O)CC2C(CC1SCCO)C2(C)C,0.0,3,3,5,1,2,2,5,2,3,2
24313,CC12CC3C(CC1SCC(=O)O2)C3(C)C,0.0,4,1,4,3,4,4,4,5,5,4
24314,CC1(O)CC2C(CC1SC1CC3C(CC1(C)O)C3(C)C)C2(C)C,0.0,1,5,2,3,3,4,5,5,3,2
24315,CC1(S)CC2C(CC1Sc1ccccc1)C2(C)C,0.0,1,2,5,3,2,3,2,5,5,3
24316,CC1(Cl)CC2C(CC1Sc1nnnn1-c1ccccc1)C2(C)C,0.0,2,4,3,1,2,1,3,1,1,3
24317,CC(C)=CCSC1CC2C(CC1(C)O)C2(C)C,0.0,5,5,5,4,3,1,3,1,1,4
24318,COC1=CCC=C(CC2NCCc3cc(OC)c(OC)cc32)C1,0.0,2,4,2,1,4,2,3,1,1,5
24319,COP(=O)(OC)C(C#N)=Cc1ccoc1,0.0,2,5,3,4,3,2,4,3,5,1
24320,CCOP(=O)(OCC)C(C#N)=Cc1ccccc1O,0.0,4,3,4,4,3,5,4,5,5,5
24321,CCOP(=O)(OCC)C(C#N)=Cc1cccs1,0.0,1,2,3,1,5,3,1,2,5,3
24322,CCOP(=O)(OCC)C(C#N)=CC=Cc1ccco1,0.0,5,5,2,4,5,2,4,1,3,4
24323,CCOP(=O)(C=Cc1cc(OC)ccc1OC)OCC,0.0,1,1,5,4,2,1,5,2,5,3
24324,CCOC(=O)C(=Cc1ccc2ccccc2c1)P(=O)(OCC)OCC,0.0,3,2,1,4,4,4,5,3,1,1
24325,CCOC(=O)C(=Cc1cc(OC)ccc1OC)P(=O)(OCC)OCC,0.0,3,4,2,3,3,5,3,2,2,1
24326,CCOP(=O)(OCC)C(C#N)=Cc1ccc2ccccc2c1,0.0,3,4,3,3,5,2,3,2,3,2
24327,CCOP(=O)(OCC)C(C#N)=Cc1ccc(C)o1,0.0,2,2,3,5,5,3,2,3,3,5
24328,CCOC(=O)C(=Cc1ccc(C)o1)P(=O)(OCC)OCC,0.0,1,1,1,4,4,1,4,2,3,1
24329,CCOP(=O)(OCC)C(C#N)=Cc1ccc(CO)o1,0.0,2,5,5,1,5,2,5,2,1,3
24330,CCOCc1ccc(C=C(C#N)P(=O)(OCC)OCC)o1,0.0,1,3,1,5,4,5,5,5,5,4
24331,CCOC(=O)C(=Cc1ccccc1OC)P(=O)(OCC)OCC,0.0,4,4,3,3,2,1,3,4,4,4
24332,CCOP(=O)(OCC)C(C#N)=Cc1cc(OC)ccc1OC,0.0,5,3,2,3,1,4,1,5,4,3
24333,N#CC=Cc1ccc2ccccc2c1,0.0,4,5,4,2,1,1,3,1,5,5
24334,CCOP(=O)(OCC)C(C#N)=Cc1ccoc1,0.0,3,3,2,4,4,3,1,5,3,5
24335,CC1=NC(=Cc2ccco2)C(=O)O1,0.0,2,5,5,4,1,5,2,4,5,5
24336,COP(=O)(OC)C(C#N)=Cc1ccco1,0.0,4,1,1,2,4,1,1,2,5,1
24337,CCOC(=O)C(=Cc1ccoc1)P(=O)(OCC)OCC,0.0,4,1,2,3,3,2,3,1,2,3
24338,NC(=O)NC=C1C(=O)Oc2ccccc2C1=O,0.0,3,2,1,5,4,2,2,4,1,5
24339,CCCCNC(=O)NC=C1C(=O)Oc2ccccc2C1=O,0.0,4,3,4,5,5,1,1,2,1,3
24340,O=C(NC=C1C(=O)Oc2ccccc2C1=O)NC1CCCCC1,0.0,4,1,4,5,3,4,1,1,4,1
24341,O=C(NC=C1C(=O)Oc2ccccc2C1=O)Nc1ccccc1,0.0,2,5,2,5,1,4,4,3,5,4
24342,NC(=S)NC=C1C(=O)Oc2ccccc2C1=O,0.0,4,3,2,4,4,2,5,1,4,2
24343,C=CCNC(=S)NC=C1C(=O)Oc2ccccc2C1=O,0.0,5,5,3,3,4,2,5,4,2,4
24344,COc1ccc(OC)c(CCc2ccccc2CC(=O)O)c1,0.0,4,3,1,3,2,3,2,4,3,3
24345,COc1ccc2c(c1)C(=O)Cc1ccccc1CC2,0.0,5,1,5,4,4,3,3,4,4,4
24346,COc1cccc2c1CCc1ccccc1CC2=O,0.0,4,5,3,2,2,4,1,3,5,3
24347,COc1ccc(CCc2ccccc2CC(=O)O)cc1,0.0,4,2,2,4,5,5,5,5,3,4
24348,O=C(O)Cc1ccccc1CCc1ccccc1Cl,0.0,4,4,3,3,1,1,4,3,2,5
24349,O=C1Cc2ccccc2CCc2ccsc21,1.0,1,3,2,4,1,5,3,1,1,1
24350,O=C1C(c2ccccc2)=C(O)c2cccc3cccc1c23,0.0,5,2,5,3,1,4,2,5,4,2
24351,CN(C)c1nc(Oc2nc(N(C)C)nc(N(C)C)n2)nc(N(C)C)n1,0.0,4,5,4,3,3,2,4,1,2,5
24352,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)CP(=O)(OC(C)C)OC(C)C,0.0,5,2,2,1,5,4,4,1,2,3
24353,CC(C)(C)OC(=O)NCCc1cccc2c1oc1c(CCC(=O)O)cccc12.[NaH],0.0,2,1,1,2,3,4,5,3,3,4
24354,O=C(O)CCc1cccc2c1oc1c(CCC(=O)O)cccc12,0.0,1,2,3,2,4,2,3,2,4,5
24355,COP12(OC)NC(=O)OC1(C(F)(F)F)c1ccccc1O2,0.0,5,3,3,2,3,4,3,1,3,2
24356,CCOP12(OCC)NC(=O)OC1(C(F)(F)F)c1ccccc1O2,0.0,1,4,4,2,2,4,3,1,4,1
24357,O=C1NP23(OCCO2)Oc2ccccc2C3(C(F)(F)F)O1,0.0,3,4,5,5,4,3,2,3,4,1
24358,CC1(C)OP23(NC(=O)OC2(C(F)(F)F)c2ccccc2O3)OC1(C)C,0.0,2,5,2,5,2,4,5,3,2,1
24359,O=C1OC2(CC1C1(O)C3CC4CC(C3)CC1C4)C1CC3CC(C1)CC2C3,0.0,4,2,3,3,4,5,5,1,2,2
24360,CC1(C)OC(COP2OCCO2)C(COP2OCCO2)O1,0.0,4,5,1,5,5,5,4,5,3,1
24361,O=C1C(c2ccc([N+](=O)[O-])cc2)=C(Cl)C(=O)c2c(O)cccc21,0.0,4,2,3,4,3,5,2,4,1,1
24362,O=C1C(Cl)=C(c2ccc([N+](=O)[O-])cc2)C(=O)c2c(O)cccc21,0.0,1,4,1,2,5,3,4,5,4,3
24363,COC(=O)C1=C(C)N2CCOC2(C)C(C(=O)OC)C1c1ccc[nH]1,0.0,1,2,2,4,3,5,2,4,3,1
24364,COC(=O)C1=C(C)N2CCOC2CC1c1ccccc1,0.0,4,3,3,3,3,5,5,3,2,3
24365,COC(=O)C1=C(C)N2CCSC2(C)C(C(=O)OC)C1c1cccc(Cl)c1,0.0,4,3,2,5,5,4,1,1,5,5
24366,COC(=O)C1=C(C)N2CCCOC2(C)C(C(=O)OC)C1c1cccc(Cl)c1,0.0,2,5,4,1,1,2,1,3,1,2
24367,CCOC(=O)C1=C(C)N2CCCOC2(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0.0,2,2,4,3,4,4,4,1,1,1
24368,COC1=NCc2ccccc2-c2ccccc21,0.0,1,5,3,3,2,1,1,2,1,3
24369,CN=c1ssc(=S)n1C(C)C,0.0,4,5,4,1,1,4,2,1,1,5
24370,On1c(-c2ccccc2)c(-c2c(-c3ccccc3)n(O)c3ccccc23)c2ccccc21,0.0,2,5,2,1,4,2,5,4,3,4
24371,CC(Oc1ccc(OCC2CCCCC2)cc1)C(=O)O,0.0,5,5,5,2,5,3,5,3,2,4
24372,CC(Oc1ccc(OCC2CCCCC2)cc1)C(N)=O,0.0,1,3,5,5,4,4,2,3,1,2
24373,CNC(=O)C(C)Oc1ccc(OCC2CCCCC2)cc1,0.0,2,4,4,3,5,1,4,2,5,5
24374,CC(Oc1ccc(OCC2CCCCC2)cc1)C(=O)NCCO,0.0,5,1,5,5,5,2,2,1,1,4
24375,CC(Oc1ccc(OCC2CCCCC2)cc1)C(=O)N(CCO)CCO,0.0,4,1,2,2,1,1,2,1,3,4
24376,CC(O)CNC(=O)C(C)Oc1ccc(OCC2CCCCC2)cc1,0.0,5,1,4,3,2,3,5,5,4,5
24377,COc1ccc(NC(=O)C(C)Oc2ccc(OCC3CCCCC3)cc2)cc1,0.0,5,3,1,5,3,4,5,5,1,5
24378,CC(Oc1ccc(OCC2CCCCC2)cc1)C(=O)NCc1ccco1,0.0,3,2,3,3,1,3,3,2,5,3
24379,CC(Oc1ccc(OCC2CCCCC2)cc1)C(=O)OCC(=O)c1ccc(-c2ccccc2)cc1,0.0,5,3,3,5,5,3,4,5,5,2
24380,COc1nc(OC)nc(Sc2ccc(Sc3ccc(Sc4nc(OC)nc(OC)n4)cc3)cc2)n1,0.0,1,4,4,5,2,4,4,1,4,1
24381,CC1C2CC3(C(C)C(=O)CC3(O)C13COC3=O)C(O)C(=O)O2,0.0,2,4,4,5,4,4,1,3,4,1
24382,CC1CC(O)C2(O)C13CC(OC(=O)C3O)C(C)(O)C21COC1=O,0.0,5,4,3,4,1,1,5,2,1,1
24383,CC(=O)[O-].Clc1ccc2c(c1)C=[N+]1CC[N+]3=Cc4cc(Cl)ccc4[OH+][Mn+3]13[OH+]2,0.0,4,2,5,4,4,4,3,1,3,3
24384,CC(=O)[O-].O=[N+]([O-])c1ccc2c(c1)C=[N+]1CC[N+]3=Cc4cc([N+](=O)[O-])ccc4[OH+][Mn+3]13[OH+]2,0.0,4,4,3,1,2,2,2,2,5,3
24385,C1=[N+]2CCNCC[N+]3=Cc4ccccc4[OH+][Mn+3]23[OH+]c2ccccc21.CC(=O)[O-],0.0,4,2,1,4,5,1,5,2,2,4
24386,CC=Cc1cc(=O)c(C2OC(=O)c3cc(OC)cc(OC)c32)co1,0.0,4,5,3,3,2,4,1,4,1,1
24387,CCOP(=O)(OCC)C(C#N)=Cc1cc(O)ccc1O,0.0,2,1,2,2,5,2,3,1,2,1
24388,CCCCOP(=O)(OCCCC)C(C#N)=Cc1ccco1,0.0,4,5,4,2,1,2,2,2,1,4
24389,CN(C)c1nc(N(C)C)nc(N(C)CN(C)c2ccccc2)n1,0.0,5,4,3,2,5,2,2,5,3,1
24390,CN(C)c1nc(N(C)C)nc(N(C)CN(C)c2ccc(Cl)cc2)n1,0.0,2,5,3,4,2,5,3,2,5,3
24391,O=S(=O)(O)c1cc(N=Cc2cc(S(=O)(=O)O)c3cccnc3c2O)ccc1C=Cc1ccc(N=Cc2cc(S(=O)(=O)O)c3cccnc3c2O)cc1S(=O)(=O)O.[NaH],0.0,5,3,5,1,3,2,3,4,2,1
24392,C[N+](C)(C)C.O=S(O)(=[OH+])c1cc(N=Nc2cc(S(=O)(O)=[OH+])c3cccnc3c2O[Zn]Cl)ccc1C=Cc1ccc(N=Nc2cc(S(=O)(O)=[OH+])c3cccnc3c2O[Zn]Cl)cc1S(=O)(O)=[OH+],1.0,4,1,5,2,1,2,2,2,2,3
24393,CC1CCCC=CC2CC(OC(=O)CN(C)C)CC2C(O)C=CC(=O)O1,0.0,3,5,1,5,5,1,3,1,4,4
24394,CCCCC(N)CSSCC(N)CCCC.Cl,0.0,5,4,1,1,3,1,5,4,3,3
24395,Cl.NC(CSSCC(N)Cc1ccccc1)Cc1ccccc1,0.0,4,2,5,2,2,4,2,3,4,5
24396,CSc1nc(C)c(Br)c(=O)n1C1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0,3,1,4,1,2,5,2,2,1,1
24397,COc1ccc(-c2nc(SC)n(C3OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)c(=O)c2C#N)cc1,0.0,5,5,1,5,5,4,5,1,3,4
24398,CSc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)n1C1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0,3,5,2,3,1,4,1,4,1,1
24399,CSc1nc(C)cc(=O)n1C1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0,3,2,2,1,1,3,2,2,4,1
24400,CCCSc1nc(-c2ccc(OC)cc2)c(C#N)c(=O)n1C1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0,4,3,2,1,2,2,3,1,1,4
24401,CCSc1nc(-c2ccc(OC)cc2)c(C#N)c(=O)n1C1OCC(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0,2,2,5,2,4,4,2,4,5,1
24402,CC(=O)OCC1OC(OC2C(COC(C)=O)OC(Sc3ccccc3C)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0,4,5,5,1,4,2,1,4,4,2
24403,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0.0,1,2,4,4,3,3,1,1,4,3
24404,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0.0,4,3,5,5,5,5,1,1,2,3
24405,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12,0.0,2,1,5,3,4,1,2,2,2,3
24406,O=C1c2c(O)cc(O)c(OC3OC(CO)C(O)C(O)C3O)c2OC(c2ccc(O)c(O)c2)C1O,0.0,3,2,3,1,1,4,2,3,1,1
24407,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0,2,2,3,3,5,1,2,5,2,1
24408,CCN1CCC(O)(C=Cc2ccc(Cl)cc2)C(C(=O)C=Cc2ccc(Cl)cc2)C1.Cl,0.0,3,5,4,4,4,1,1,2,2,3
24409,NC(=S)NN=C1CCCc2ccccc21,0.0,1,4,2,1,5,4,2,5,2,5
24410,C[N+](C)(C)CC1CCc2ccccc2C1=O.[I-],0.0,5,3,5,2,5,2,3,4,3,2
24411,CCC(C=Cc1ccccc1)=NN=C(C=Cc1ccccc1)CC,0.0,1,2,3,2,2,2,5,2,4,4
24412,CC(C=Cc1ccccc1)=NN=C(C)C=Cc1ccccc1,0.0,3,3,4,1,2,1,5,4,4,1
24413,CC(C)(CN1CCCCC1)C(=O)CC(SCCS(=O)(=O)O)c1ccc(Br)cc1.Cl.[NaH],0.0,5,4,2,1,4,1,5,1,1,2
24414,Cl.O=C1CCCCC1CN1CCCC1,0.0,1,2,2,1,1,5,2,3,2,4
24415,CCN(CC)CC1CCCCCCCCCCC1=O.Cl,0.0,4,2,3,2,2,3,4,4,4,4
24416,Cl.O=C1CCCCCCCCCCC1CN1CCCCC1,0.0,4,3,4,5,4,3,1,3,4,2
24417,CN(C)CC1CCc2ccccc2C1=O.Cl,0.0,1,1,5,1,3,2,2,5,5,1
24418,NC(=O)NN=C1CCCc2ccccc21,0.0,1,2,1,2,3,3,4,4,5,2
24419,NC(=O)NN=C1CCc2ccccc2C1,0.0,4,2,3,5,5,2,5,4,1,1
24420,OCC1CC(F)C(n2cnc3c(F)ncnc32)O1,0.0,3,3,4,4,5,1,4,4,2,1
24421,O=[N+]([O-])c1ncnc2c1ncn2C1OC(CO)CC1F,0.0,1,3,3,1,4,2,3,5,1,1
24422,CCOc1ncnc2c1ncn2C1OC(CO)CC1F,0.0,5,1,4,1,3,1,3,1,1,3
24423,Cl.NNc1ncnc2c1ncn2C1OC(CO)CC1F,1.0,4,2,4,5,3,1,5,1,4,4
24424,COC1CCC(OS(C)(=O)=O)CO1,0.0,5,4,5,1,3,2,2,3,2,5
24425,COC1CCC(CO)OO1,0.0,4,3,5,5,2,1,3,2,1,2
24426,O=C(OCc1ccccc1)N1CCC(O)C(CNC23CC4CC(CC(C4)C2)C3)C1,0.0,3,2,5,1,2,3,5,5,3,2
24427,OC1CCNCC1CNC12CC3CC(CC(C3)C1)C2,0.0,1,4,1,4,4,5,2,5,5,1
24428,OCCOCn1nc(-c2ccccc2)nc1-c1cnccn1,0.0,1,1,5,5,1,3,2,3,2,4
24429,COc1ccc(-c2nc(-c3cnccn3)n(COCCO)n2)cc1,0.0,3,4,4,1,3,1,1,3,1,2
24430,COc1cccc(-c2nc(-c3cnccn3)n(COCCO)n2)c1,0.0,2,1,1,5,5,4,4,5,1,1
24431,Cc1cccc(-c2nc(-c3cnccn3)n(Cc3ccccc3)n2)c1,0.0,1,3,4,2,2,5,3,1,3,5
24432,COc1ccc(-c2nc(-c3cnccn3)n(Cc3ccccc3)n2)cc1,1.0,4,2,1,3,1,2,4,3,4,1
24433,COc1cccc(-c2nc(-c3cnccn3)n(Cc3ccccc3)n2)c1,0.0,4,2,1,3,3,2,4,1,2,4
24434,C(=Cc1ccccc1)Cn1nc(-c2ccccc2)nc1-c1cnccn1,0.0,3,5,4,5,4,4,1,2,5,5
24435,COc1ccc(-c2nc(-c3cnccn3)n(CC=Cc3ccccc3)n2)cc1,1.0,4,5,3,1,1,5,4,1,5,5
24436,COc1cccc(-c2nc(-c3cnccn3)n(CC=Cc3ccccc3)n2)c1,1.0,3,2,5,1,2,5,3,4,5,2
24437,OCC1OC(n2nc(-c3ccccc3)nc2-c2cnccn2)C(O)C(O)C1O,0.0,4,1,3,1,4,3,5,5,2,4
24438,Cc1ccc(-c2nc(-c3cnccn3)n(C3OC(CO)C(O)C(O)C3O)n2)cc1,0.0,4,3,3,4,1,5,3,2,1,4
24439,COc1ccc(-c2nc(-c3cnccn3)n(C3OC(CO)C(O)C(O)C3O)n2)cc1,0.0,3,2,2,3,5,5,1,4,4,3
24440,COc1cccc(-c2nc(-c3cnccn3)n(C3OC(CO)C(O)C(O)C3O)n2)c1,0.0,5,3,5,2,3,1,5,3,3,5
24441,OCC1OC(n2nc(-c3ccccc3)nc2-c2cnccn2)C(O)C1O,0.0,4,3,5,2,4,3,1,2,5,2
24442,COc1ccc(-c2nc(-c3cnccn3)n(C3OC(CO)C(O)C3O)n2)cc1,0.0,5,4,3,3,4,2,5,4,2,5
24443,COc1cccc(-c2nc(-c3cnccn3)n(C3OC(CO)C(O)C3O)n2)c1,0.0,1,2,3,5,3,4,4,4,2,2
24444,Cc1cccc2c1Oc1ncccc1C2NC(=O)CN(C)C,0.0,3,1,5,1,3,2,5,2,3,5
24445,Cc1cccc2c1Oc1cc(Cl)ccc1C2NC(=O)CCN1CCN(CCO)CC1,0.0,5,5,2,1,2,4,2,3,1,4
24446,Cc1cccc2c1Oc1cc(Cl)ccc1C2NC(=O)CCN1CCOCC1.Cl,0.0,4,5,5,5,1,3,5,4,5,4
24447,CCN(CC)CCC(=O)NC1c2ccc(Cl)cc2Oc2c(C)cccc21,0.0,3,2,2,3,2,4,1,1,5,5
24448,Cc1cccc2c1Oc1cc(Cl)ccc1C2NC(=O)CCN1CCCCC1,0.0,1,1,3,3,4,2,5,5,4,5
