SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles
14741127,training set,,1,1,,1,S(c1n(c(nn1)-c2ccc(OC)cc2)CC)Cc3nc4c([nH]3)cccc4
14741129,training set,,1,0,0,1,S(c1n(c(nn1)-c2ccc(cc2)C)CC)Cc3cc(ccc3)C
14741133,training set,0,1,1,0,,O1C2(N(c3c(C2(C)C)cccc3)C)C=Nc4c1cc(N5CCOCC5)c6c4cccc6
14741138,training set,0,0,0,0,0,O=C(NNC(=O)CCCCCCC)CCC(=O)O
14741142,training set,,,,0,0,S1C(N(c2ccc(cc2)C)CC(=O)N)C(=O)N(C1=O)Cc3cc(ccc3)C(=O)O
14741144,training set,,1,,0,1,Brc1cc2c-3ncn(/N=C/c4cc(c(OC)cc4)CN5CCOCC5)c(O)c3nc2cc1
14741167,training set,,1,,0,,S(=O)(=O)(c1nc([nH]c1SC)-c2ccc(cc2)C)c3ccccc3
14741194,training set,0,1,1,0,0,O=C1c2c(nc(N3Cc4c(CC3)cccc4)nc2)CC(C1)c5ccc(cc5)C
14741195,training set,0,1,,0,0,O1C2=C(C(C(=C1/N=C/N3CCN(CC3)C)C#N)c4ccccc4)C(=O)CC(C2)(C)C
14741197,training set,1,,0,0,,S1/C(/C(=O)N(C1=O)Cc2ccc(F)cc2)=C/c3oc(N4CCOCC4)cc3
14741218,training set,0,0,0,,0,O=C(c1c2c([nH]c1C)cccc2)CNc3nc(ncc3COCC)C
14741236,training set,1,,1,,,Clc1c(CSc2oc(nn2)-c3ccncc3)cccc1
14741241,training set,,0,,0,,O(C(=O)c1c(nc(-n2nc(cc2C)C)nc1)NCCO)CC
14741242,training set,0,,,,,O1c2c(OCC1C(=O)NCCCN3CCOCC3)cccc2
14741250,training set,,,0,0,0,S(c1oc(nn1)-c2ccncc2)CC
14741257,training set,,1,,,,Clc1c(S(=O)(=O)N(OC)c2nc(nc(n2)N(C)C)N(C)C)cccc1
14741259,training set,0,0,0,0,0,O(c1ccc(C(=O)CCC(=O)O)cc1)CC
14741260,training set,0,,,0,0,S(Sc1ccc(N(CC)CC)cc1)(=O)(=O)O
14741262,training set,,1,1,1,1,Clc1ccc(C2/C(/C(=NC(SCC(=O)Nc3sccn3)=C2C#N)C)=C(/OCC=C)\O)cc1
14741269,training set,0,1,1,0,,s1c(NC(=O)C(c2ccccc2)c3ccccc3)c(cc1CC)C(OCC)=O
14741270,training set,0,,0,0,0,O=C1c2c(n(nc2C)CC(OCC)=O)CCC1
14741276,training set,1,1,1,1,,S(Cc1c2c(ccc1)cccc2)CCc3ccncc3
14741287,training set,0,,0,0,0,O=C(NC1c2c(CCC1)cccc2)N[C@H](C(=O)O)C
14741300,training set,1,1,,,0,S(/C(/NCC=C)=N/C#N)Cc1ccccc1
14741302,training set,1,1,1,1,0,Brc1ccc(CS/C(/NC(C)C)=N/C#N)cc1
14741324,training set,0,1,1,0,0,Clc1ccc(-c2c3n(nc2C)c(N4CCN(CC4)C(=O)c5occc5)cc(n3)C(C)(C)C)cc1
14741332,training set,0,,0,0,0,O=C1N(C(=O)CC1NNC(=O)c2ccccc2)C
14741336,training set,1,,0,0,0,OC1(c2c(nccc2)-c3c1cccc3)CC
14741338,training set,1,1,1,,1,s1c(c(nc1SCC(=O)Nc2ccc(N(C)C)cc2)N)C(=O)Nc3ccc(N(C)C)cc3
14741366,training set,0,1,,0,1,S1/C(/N(C(=O)C1CCCC)Cc2ccc(OC)cc2)=N/N=C/c3ccc(OC)cc3
14741373,training set,1,0,,0,0,S1C(N=Nc2c3c(n(c2O)CC)ccc(c3)CC)=NC(=O)C1
14741376,training set,,1,,1,0,n1(c2c(nc1CN3CCCC3)cccc2)Cc4ccccc4
14741377,training set,0,,,0,0,P(OCC)(OCC)(=O)CN(CCNP(OCC)(OCC)=O)CC
14741391,training set,1,1,1,,1,o1c(c(N)c2c1nc(cc2C)C)C(=O)c3ccc(cc3)CC
14741392,training set,1,1,1,0,,S(c1n(c(nn1)-c2ccc(cc2)C)CC=C)Cc3ccc(cc3)C#N
14741397,training set,0,0,0,0,,O=C1Nc2n(nc(n2)NC(=O)CCC)C(c3ccccc3)C1
14741399,training set,,1,1,1,1,Clc1c(-c2nc(SCC(=O)Nc3sc(c(c3C#N)C)C(OCC)=O)n[nH]2)ccc(Cl)c1
14741400,training set,0,1,1,,,Clc1c(sc2c1cccc2)C(=O)N(C3CS(=O)(=O)CC3)Cc4ccccc4
14741405,training set,0,,0,,0,S(c1nc(c2c(c1C#N)CCCC2)C)CC(=O)Nc3cc(OCC)ccc3
14741420,training set,0,,0,0,0,O(C(=O)[C@@H](NC(=O)NCc1ncccc1)C(CC)C)C
14741438,training set,1,1,1,0,,O=C1c2c(nc(c(c2-c3ccccc3)C#N)C)-c4c1cccc4
14741448,training set,0,0,0,0,0,O(C(=O)C(N1CCOCC1)CC(=O)O)C(C)C
14741449,training set,0,1,1,0,,Oc1cc(C2N3C(=Nc4n(nc(c24)C)-c5ccccc5)C(=Nc6c3cccc6)Nc7ccccc7)ccc1O
14741452,training set,0,,0,0,0,OC1=C(C(N(C1=O)CC2OCCC2)c3cc(O)ccc3)C(=O)c4ccc(OC)cc4
14741457,training set,1,1,,,0,O(c1nc(N2CCOCC2)nc(c1)C)c3ccc(cc3)CCC
14741458,training set,,1,1,,1,S(c1n(c(nn1)-c2ccccc2)Cc3occc3)Cc4nc5c([nH]4)cccc5
14741463,training set,0,0,0,0,,s1c(NC(=O)CCC(=O)N2CCN(c3ncccc3)CC2)nnc1CC
14741464,training set,0,,0,,0,s1c(nnc1NC(=O)C)CCN2CCCCC2
14741471,training set,1,1,1,,1,S(c1n(c(nn1)-c2cc(OC)ccc2)CC=C)Cc3nc4c([nH]3)cccc4
14741476,training set,0,1,1,0,0,O=C(Nc1ccc(NC2=Nc3c(N4C(c5c(n(nc5C)-c6ccccc6)N=C42)c7ccccc7)cccc3)cc1)C
14741499,training set,1,,,0,0,n1(nc(c2nc3c(nc12)cccc3)-c4ccccc4)CCCCC
14741500,training set,,0,0,0,0,On1c(nc(c1C(=O)C)C)-c2ccccc2
14741501,training set,,,,0,,O=C1N(C(=O)[C@@H]2[C@H]1C3N([C@@H]2C(=O)C)C=Cc4c3cccc4)C5CCCCC5
14741502,training set,,0,,0,0,O(c1c2c(NC(=O)CN(CC3OCCO3)C)c([nH]c2ccc1)C(OC)=O)C
14741503,training set,1,1,1,1,,O(c1c2c3ncnc(N4CC(CC(C4)C)C)c3[nH]c2ccc1)C
14741505,training set,0,0,1,,0,S(c1oc(nn1)-c2ccncc2)CC(=O)Nc3ccc(cc3)C
14741536,training set,1,1,,0,,o1c(nc(c1O)/C=N/c2ccccc2)-c3ccccc3
14741538,training set,1,1,,0,1,s1c2NC(NC(=O)c2c(c1C)C)c3c(O)c(ccc3)C
14741541,training set,1,,,0,,O=C(Nc1nn2c(nc(cc2-c3ccccc3)-c4ccccc4)n1)CCC
14741544,training set,0,,1,0,,S(=O)(=O)([N-]c1nc2c(nc1-[n+]3cn(cc3)CCCCC)cccc2)c4ccc(cc4)C
14741549,training set,,,0,,,o1cc([C@H]2C(C(N)=C(C=3[C@@H]2CN(CC3)CC)C#N)(C#N)C#N)cc1
14741554,training set,0,0,0,0,0,O(C(=O)NCC1CCC(CC1)C(=O)O)Cc2ccccc2
14741558,training set,0,0,0,0,0,Clc1ccc(C(=O)NN2C(C(=O)N(C2=S)C)CC(=O)N)cc1
14741568,training set,,1,,0,0,O1C(=O)[C@]2(N=C1c3ccccc3)C4N(N=Cc5c4cccc5)[C@H]([C@@H]2c6ccccc6)C(=O)C(C)(C)C
14741574,training set,1,1,1,0,0,O=C1c2c(nc(N3Cc4c(CC3)cccc4)nc2)CC(C1)c5ccccc5
14741575,training set,1,1,0,0,0,Clc1ccc(Oc2nc(nc3c2oc4c3cccc4)C)cc1
14741576,training set,1,,,0,0,O(c1nc(cc(n1)C(=O)N)-c2ccccc2)c3ccc(cc3)C#N
14741577,training set,0,1,,0,,Clc1cnc(NC2(C(=C(NC2=O)C)C#N)C(F)(F)F)cc1
14741578,training set,0,,,0,1,FC(F)(F)C1(NC(=O)c2cnccc2)C3=C(N(C1=O)CCCC)CC(CC3=O)(C)C
14741585,training set,,1,1,0,,s1c(-c2c(c(nc(N)c2C#N)-c3ccc(F)cc3)C)ccc1
14741590,training set,,1,1,,,Fc1c(Cn2c3c(nc2C(NC(=O)c4ccccc4)C)cccc3)cccc1
14741591,training set,0,0,,0,0,s1c(C(=O)C=2C(N(C(=O)C2O)CCOC)c3ccccc3)ccc1
14741592,training set,0,,1,0,0,n12c(nc3c1cccc3)c(c(c(c2N4CCN(CC4)c5nccc(c5)C)CC)C)C#N
14741593,training set,0,0,,0,,n12c(-n3c(ncc3)C)c(c(c(c1nc4c2cccc4)C#N)C)CCC(C)C
14741594,training set,1,1,,,0,S1C=2N(C(N)=C(CC2C(OCC)=O)C#N)C(=O)C1
14741595,training set,1,1,,,0,S1C=2N(C(N)=C(CC2C(OC(C)C)=O)C#N)C(=O)C1
14741600,training set,0,1,1,,,O=C1N(C(=O)c2c1cccc2)COC(=O)C(NC(OCc3ccccc3)=O)C(CC)C
14741601,training set,1,,0,0,,O=C1N(C(=O)c2c1cccc2)COC(=O)CCNC(=O)c3ccccc3
14741603,training set,0,0,,0,,s1c2nc(c3c(c2c4ncnc(SCC)c14)CC(OC3)(C)C)-c5occc5
14741608,training set,1,0,,0,0,S1CCN(CCC(=O)Nc2c3c([nH]c2C(OC)=O)cc(OC)cc3)CC1
14741613,training set,,0,,0,,s1c2nc3c(cc2c(N)c1C(=O)NCc4ccccc4)C(=O)CCC3
14741615,training set,1,1,1,,1,s1c(C2/C(/C(=NC(SC)=C2C#N)C)=C(/OCC=C)\O)ccc1
14741616,training set,1,1,1,,1,S(C=1N=C(/C(/C(C1C#N)c2ccc(cc2)C)=C(\OCC=C)/O)C)CC(OCC)=O
14741617,training set,1,1,,,1,s1c(/N=C/N(CCC)CCC)c(c2c1CCCCC2)C#N
14741619,training set,1,,1,0,0,Fc1ccc(C(=O)NC2=C(C3C(C3C2)(C)C)C(=O)C)cc1
14741622,training set,0,0,,0,,S(=O)(=O)(NCC1CCC(CC1)C(=O)O)c2ccc(cc2)C
14741624,training set,0,1,,,1,O=C1C(C(NC(C1C)c2c(O)c(OC)ccc2)c3c(O)c(OC)ccc3)C
14741625,training set,0,0,,,,s1c2nc(SCC)nc(O)c2c3c1COC(C3)(CC)C
14741628,training set,0,,0,0,0,S1C(Cc2c(c(nc(O)c2C#N)C)C1)(C)C
14741632,training set,,,,0,,Oc1nc(nc-2c1C3(Cc4c2cccc4)CCCC3)CN(CC)CC
14741636,training set,,0,,,0,Oc1nc(c2c(c1C#N)CCCC2)CCCC
14741638,training set,0,0,1,0,0,S(=O)(=O)(Nc1sc(c(n1)C)C(OCC)=O)c2ccccc2
14741641,training set,0,0,0,0,,Oc1nc(O)ncc1NC(=O)CCCCCCCCC=C
14741642,training set,1,1,1,,0,s1c(CNC(=O)c2c3nc4c(nc3n(c2N)CCC(C)C)cccc4)ccc1
14741648,training set,1,1,1,1,1,n12C(Nc3c(-c1nc4c2cccc4)cccc3)(CCCC)C
14741650,training set,0,,,0,,O1C(CC(C1=O)CCCCCC)(/C(=N/NC(=O)N)/C)C
14741661,training set,0,,0,0,0,s1c(nnc1CCC)NC(=O)CCC(=O)NCc2c(OC)cccc2
14741662,training set,,1,1,,1,S1(=O)(=O)CC(N(C(=O)c2oc3c(c2C)cccc3)Cc4ccc(OCC)cc4)CC1
14741663,training set,,1,1,0,1,Brc1ccc(C2n3ncnc3NC4=C2C(Oc5c4cc(Cl)cc5)c6ccncc6)cc1
14741666,training set,0,0,0,0,0,O=C\1N(C(=O)NC(=O)/C1=C(\NCCCN2CCOCC2)/C)CC=C
14741691,training set,0,0,0,0,0,O(C(=O)C1(NC(=O)CC1c2ccccc2)C(=O)O)CC
14741693,training set,0,,,0,1,O1c2c(C(c3cc(OC)c(OC)c(OC)c3)C(=C1N)C#N)ccc(O)c2
14741700,training set,0,,0,,0,S1(=O)(=O)CC2N(/C(/SC2C1)=N/C(=O)CCC(=O)O)CCc3ccc(OC)cc3
14741702,training set,1,,,0,,O(c1c(O)c(/C=N/Nc2nc(nc(N3CCCC3)n2)N4CCCC4)ccc1)C
14741703,training set,1,,,,,s1c(-n2nc(c(c2O)/C=N/CCC)CCC)nc3c1cccc3
14741722,training set,,,0,0,,O=C1NC(=O)NC(=O)C1=C(Nc2c(OC)ccc(OC)c2)CC
14741725,training set,0,0,0,,0,s1c(nnc1CC)NC(=O)CCC(=O)NCc2c(OC)cccc2
14741751,training set,1,1,1,,0,S(/C(/Nc1ccc(F)cc1)=N\C#N)CC(=O)NC(C)(C)C
14741770,training set,0,1,,0,0,Clc1ccc(NC(=O)NC2CCCCC2)cc1
14741771,training set,0,0,,0,0,S(c1nc(nc(n1)NC#N)NC(C)C)CC(OC)=O
14741776,training set,0,0,0,0,0,O=C1NC(=O)NC(=O)C1(CN2C(=O)CCC2)CCC(C)C
14741791,training set,1,1,,,0,O=C(c1c2c([nH]c1)ccc(OC)c2)CN(CC)CC
14741792,training set,,1,,1,0,S1CCN(C(C(=O)c2c3c([nH]c2)cccc3)C)CC1
14741798,training set,0,1,,0,0,S1c2c(N(c3c1cccc3)C(=O)N4CC(CCC4)(C)C)cccc2
14741799,training set,0,,1,0,0,s1c(c(c(c1NC(=O)CSc2nc(cc(c2C#N)C)C)C#N)C)C(OCC)=O
14741821,training set,,1,,0,1,S(c1n(c(nn1)COc2ccc(cc2)C)CC)Cc3ccc(cc3)C#N
14741872,training set,0,,,0,,S(Oc1ccc(/C=C(/NC(=O)c2ccccc2)\C(=O)Nc3ccccc3)cc1)(=O)(=O)c4ccc(cc4)C
14741897,training set,,,0,0,0,s1c2n3c(n(c(=O)c2c4c1CCC4)C)nnc3
14741903,training set,0,0,0,,0,P(=O)(O)(C(O)c1ccccc1)CCc2ccccc2
14741914,training set,0,,,1,0,s1c(c(N)c(c1C)C(=O)NCC(CN(C)C)(C)C)C(OCC)=O
14741952,training set,,0,0,0,0,FC(F)(F)c1c(NC(=O)C2C(=O)NCCC2)cccc1
14741959,training set,0,,0,,,s1c2c(c(c1NC(=O)CC(C)C)C#N)CC(NC2(C)C)(C)C
14741962,training set,0,1,1,1,1,S1C(C(N(C1=S)Cc2cc3OCOc3cc2)N(O)C(=O)NC4CCCCC4)(C)C
14741972,training set,0,0,,0,0,O1C2(C(CC1=O)C(=O)NCC)CCCCC2
14741988,training set,1,,0,0,0,Clc1cc2c(c([nH]c2cc1)C(OCC)=O)-c3ccccc3
14742016,training set,0,,,,0,O=C1N(C(C(N1C(C)C)N(O)C(=O)NC(C)C)(C)C)Cc2c(OC)c(OC)ccc2
14742017,training set,0,,,,0,O=C1N(C(N(O)C(=O)Nc2ccccc2)C(N1CC(=O)NCC(OC)=O)(C)C)c3ccccc3
14742018,training set,0,1,1,0,0,s1c(NC(=O)c2c3nc4c(nc3n(c2N)CCCOC)cccc4)c(c5c1CCCC5)C(OCC)=O
14742019,training set,,1,1,1,1,S(c1nc(c(nn1)-c2occc2)-c3occc3)CC(=O)Nc4c(c(ccc4)C)C
14742028,training set,,,,0,0,O1C(CNc2ncnc3n(ncc32)-c4ccc(OC)cc4)CCC1
14742030,training set,,,1,0,,s1c(c2NC(NC(=O)c2c1C)(CCCC)C)C(OCC)=O
14742035,training set,0,,,0,0,O=C1N(C(C(=C1O)C(=O)c2occc2)c3ccc(O)cc3)c4noc(c4)C
14742043,training set,1,1,1,,1,Clc1ccc(-c2c([nH]nc2C)-c3c(O)cc(OC)cc3)cc1
14742052,training set,1,,,,0,o1nc(NC(=O)c2ccc(C(C)(C)C)cc2)c(n1)NC(=O)C
14742054,training set,1,1,1,,1,O(CCCN1c2c(Nc3c1cccc3)nnc(c2)-c4ccccc4)C(=O)C
14742057,training set,0,0,0,0,0,O=C(Nc1cc2nc(n(c2cc1)C)CN3CCN(CC3)C(=O)C)c4ccccc4
14742061,training set,0,0,0,0,0,O=C(Nc1cc2nc(n(c2cc1)C)CN3CCN(CC3)C(=O)C)c4ccc(OC)cc4
14742077,training set,1,,,0,,n1(c(/C=N/n2cnnc2)ccc1)-c3ccccc3
14742078,training set,,0,,0,,n12c(nnc1-c3nc4c(cc3)cccc4)-c5c(CC2(C)C)cc(c(c5)C)C
14742081,training set,1,1,1,,1,n1(c2c(c3c1cccc3)cnc(/N=C/N(C)C)c2C#N)CC
14742083,training set,0,,0,0,,O=C\1NC(=O)C/C1=C\NC(Cc2ccccc2)C
14742091,training set,,0,0,0,0,Brc1cc(-c2oc(nn2)-c3ccc(Br)cc3)ccc1
14742096,training set,0,,,0,0,S(=O)(=O)(O)c1n(c2c(n1)cccc2)Cc3ccccc3
14742100,training set,1,1,,0,0,O1c2n[nH]c(c2C(C(=C1N)C#N)c3oc(cc3)C)-c4cc(OC)ccc4
14742102,training set,0,,0,,0,O=C1NCCCC1C(=O)NCCN(C)C
14742107,training set,,1,,0,0,O=C\1N(C(=O)NC(=O)/C1=C(/NCc2occc2)\C)c3ccccc3
14742110,training set,1,1,1,0,1,S(c1nc(nc2c1oc3c2cccc3)CC)CC(=O)NCCc4ccccc4
14742111,training set,0,1,,0,0,P(OCCCC)(=O)(c1ccc(N(C)C)cc1)C(O)c2cnccc2
14742112,training set,1,1,1,0,1,Clc1sc(C(=O)CSc2nc(nc3c2oc4c3cccc4)CC)cc1
14742116,training set,1,1,1,0,1,Clc1cc2c3nc4c(nc3n(c2cc1)CC)cccc4
14742134,training set,,,0,0,0,O1c2c(OCC1)ccc(NC(=O)C)c2
14742136,training set,,1,,0,0,Clc1ccc(N2C(=O)N(C(C=C2C)(C)C)C)cc1
14742139,training set,1,,,0,0,Fc1c(C(=O)NC(Nc2oc3c(n2)cccc3)=N)cccc1
14742144,training set,0,0,,0,,O=C\1N(C(=O)NC(=O)/C1=C(\NCCN2CCOCC2)/C)Cc3ccccc3
14742146,training set,1,1,1,0,1,Clc1c(-c2nc3c(c(n2)N/N=C/c4cnccc4)cccc3)cccc1
14742160,training set,,1,,0,,S(c1nc(nc2c1oc3c2cccc3)C)CC(=O)NCCc4ccccc4
14742161,training set,,1,1,,,Brc1ccc(N2/C(/SC(C2=O)CC)=C(\C(OCC)=O)/C#N)cc1
14742169,training set,1,1,1,0,0,S(c1nc(nc2c1oc3c2cccc3)CC)CC(=O)c4sccc4
14742172,training set,1,1,,,1,S(c1nc(nc2c1oc3c2cccc3)CC)CC(=O)N4c5c(CCC4)cccc5
14742173,training set,0,0,0,0,0,O=C(NC(C)C)/C(=N\O)/c1ccccc1
14742192,training set,,1,1,1,0,O=C\1N(C(=O)NC(=O)/C1=C(\NCCCn2cncc2)/C)c3ccc(OC)cc3
14742193,training set,1,,0,,0,O=C\1N(C(=O)NC(=O)/C1=C(\NC2CC2)/CC)CC=C
14742195,training set,1,1,1,0,,Fc1ccc(C2Cc3nc(ncc3C(=O)C2)NCC4OCCC4)cc1
14742196,training set,,1,1,0,0,o1c(C2CC(=O)/C(/C(=O)C2)=C/Nc3ccc(cc3)C)ccc1
14742200,training set,1,1,1,1,0,O(c1nc(nc(c1)C)NCc2ccccc2)C(C)C
14742207,training set,,0,,0,0,n12ncnc1NC\3=C(C2c4ccccc4)CCC/C3=C\c5ccccc5
14742220,training set,0,,1,0,1,Fc1c([C@H]2C(C(N)=C(C=3[C@@H]2C4N(C(C3)CC4)C)C#N)(C#N)C#N)c(F)ccc1
14742235,training set,0,,,0,0,s1c(C(=O)C=2C(N(C(=O)C2O)c3noc(c3)C)c4cc(O)ccc4)ccc1
14742241,training set,,1,,0,0,O(c1nc(nc(c1)C)NCc2ccccc2)c3ccccc3
14742251,training set,,0,0,0,0,Clc1cc2c(Oc3ncnc(NCc4ccccc4)c3N=C2)cc1
14742252,training set,0,1,0,0,1,O=C1N(C(C(N1C)N(O)C(=O)NC)(C)C)CCCCCCCC
14742257,training set,1,1,,0,,O(n1c2c(nc1-c3ccccc3)-c4nonc4CC2)C
14742269,training set,1,,,,1,Clc1ccc(NC(=O)N2Cc3c4c([nH]c3CC2)cccc4)cc1
14742291,training set,1,1,0,0,0,S(c1nc(cc(c1C#N)C(F)(F)F)C)CC(OC)=O
14742293,training set,1,1,,0,,s1c(c(N)c(c1NCC=C)C#N)C(=O)c2ccccc2
14742294,training set,1,1,,0,,s1c(c(N)c(c1NCC=C)C#N)C(=O)c2ccc(cc2)C
14742296,training set,,0,,,1,OC(c1ccc(N(=O)=O)cc1)C(/N=C/c2ccc(OC)cc2)CO
14742314,training set,0,1,,0,1,S(c1oc(nn1)[C@@H](NC(OC(C)(C)C)=O)C(CC)C)Cc2c(O)nc(O)nc2C
14742322,training set,1,1,1,0,0,S1(=O)(=O)c2c(C(Oc3cc4c(cc3)cccc4)=C1)cccc2
14742326,training set,1,1,1,0,,o1c(C2C(C(=O)C=C(C2)c3ccc(cc3)C)C(OCC)=O)ccc1
14742331,training set,0,,,0,0,Brc1cc2c(N(C(=O)C(OC(=O)C)N=C2c3ccccc3)C)cc1
14742338,training set,0,,0,0,0,OC(C(=O)NNc1ccccc1)(CCC)CCC
14742340,training set,0,,,0,,S\1C(=S)N(C(=O)/C1=C/C=C/c2occc2)C(C(=O)O)C(C)C
14742346,training set,,1,1,0,1,Clc1cc(S(=O)(=O)N2c3nc4c(nc3N(C2)CCCOC(C)C)cccc4)ccc1
14742354,training set,,,0,0,0,O(c1nc(cc(c1C#N)C)C)c2ccccc2
14742360,training set,0,0,0,0,0,O(C(=O)C(NC(=O)C)C(=O)O)CC
14742364,training set,1,1,0,,1,S=C1N(C(O)(CC(N1)(C)C)C)CCc2c(OC)cccc2
14742372,training set,0,0,0,0,0,S1C(=NC(=O)C1C)NC(=O)C
14742376,training set,,,,0,0,S1C=2N(c3c1cccc3)C(N)=C(C(C2C#N)c4ccc(cc4)C(C)C)C#N
14742383,training set,1,1,1,0,,O(c1nc2c(n3c1nnc3C)cccc2)c4ccccc4
14742384,training set,1,1,,0,,O(c1nc(nc2c1cccc2)-c3ccc(OCCC)cc3)C
14742392,training set,1,1,,0,1,Oc1c(-c2[nH]nc(c2-c3ccc(OC)cc3)C)ccc(OCC(=C)C)c1
14742393,training set,0,0,,0,,S(c1n(c(nn1)-c2cc(NC(=O)c3c(F)cccc3)ccc2)C)CC(=O)NC4CC4
14742401,training set,0,1,,,,s1c(C2N(C(=O)C(O)=C2C(=O)c3ccc(OC)cc3)CCN(CC)CC)ccc1
14742404,training set,1,1,1,0,,S(c1ncnc2c1oc3c2cccc3)c4cc5c(cc4)cccc5
14742409,training set,,1,,,,O=C(NC)/C=C/1\NC(Cc2c1ccc3c2cccc3)(C)C
14742424,training set,0,,1,0,0,O=C1N(C(C2C(=O)N(C(=O)N(C2=O)C)C)c3c1cccc3)Cc4ccc(N(=O)=O)cc4
14742426,training set,0,,0,0,0,O(c1nc(nc(n1)N2CCOCC2)N3CCOCC3)c4nnc(O)cc4
14742432,training set,1,1,0,1,,O=C(n1c2c(c(c1C)C)cccc2)CN3CCC(CC3)C
14742441,training set,0,1,1,0,,O=C1C(C(C=2C(=O)CC(CC2O)(C)C)C#Cc3ccccc3)=C(O)CC(C1)(C)C
14742444,training set,1,1,1,0,0,S(CC=1OC(N)=C(C(C1C(OCC)=O)c2ccc(OC)cc2)C#N)c3nc(-c4ccccc4)ccc3C#N
14742454,training set,1,,0,0,0,S1/C(/C(=O)c2c1cccc2)=C\N(C(=O)C)C
14742457,training set,1,,,0,,S1/C(/C(=O)c2c1cccc2)=C\N(C(=O)CC)C
14742458,training set,,1,,0,,S1/C(=N\N(c2c(cccc2)C)C(=O)C)/C(=O)c3c1cccc3
14742461,training set,1,1,0,0,0,S1/C(=N\N(c2ccccc2)C(=O)C)/C(=O)c3c1cccc3
14742462,training set,1,1,1,0,0,s1c(/N=C/N(CC)CC)c(c2c1CCCCC2)C#N
14742469,training set,0,,,0,0,O(c1ccc(NC(=O)N[C@@H](C(CC)C)C(=O)O)cc1)c2ccccc2
14742483,training set,1,1,,0,1,O(c1cc2c(c(n(c2cc1)C)C)C(OCC)=O)C(=O)c3occc3
14742484,training set,,1,1,0,0,O=C1c2c(C(=O)c3c1cccc3)ccc(c2NCCO)C(=O)N4CCCCC4
14742488,training set,,1,,,0,O=C1N(CCCNc2ncnc3n(ncc32)-c4cc(ccc4)C)CCC1
14742491,training set,0,0,,0,0,O=C\1N(c2c(OC)cccc2)C(=O)NC(=O)/C1=C\NCCN3CCNCC3
14742510,training set,,0,,0,0,O(C(=O)c1[nH]c2c(c1NC(=O)NC(C)C)cc(OC)cc2)CC
14742523,training set,0,,,0,0,o1c2c(nc(nc2N[C@@H](C(CC)C)C(=O)O)CC)c3c1cccc3
14742557,training set,1,1,,0,,O=N(=O)c1c(Nc2c(c(ccc2)C)C)c3ncccc3c(N(=O)=O)c1
14742562,training set,,1,0,,,S(c1n(N)c(nn1)-c2cc(OC)c(OC)c(OC)c2)C/C=C/c3ccccc3
14742564,training set,0,1,,0,1,FC(F)(F)C1(NC(=O)CC(C)C)C2=C(N(C1=O)Cc3ccccc3)CC(CC2=O)(C)C
14742578,training set,1,1,,,1,S(c1n(N)c(nn1)-c2cc(OC)c(OC)cc2)CC(=O)Nc3cc4c(n(c5c4cccc5)CC)cc3
14742630,training set,0,1,,0,1,S(c1n(c(nn1)-c2ncccc2)Cc3occc3)CC(=O)Nc4cc5OCOc5cc4
14742643,training set,1,1,,,,S(c1n(c(nn1)-c2sccc2)CC)CC(=O)c3ccccc3
14742645,training set,0,1,,0,,O1c2ncn3nc(nc3c2C(c4c1ccc5c4cccc5)c6ccccc6)CO/N=C/c7ccc(OC)cc7
14742667,training set,0,1,,0,1,o1c(N2CCN(c3ccc(OC)cc3)CC2)c(nc1Cc4c5c(ccc4)cccc5)C#N
14742683,training set,,1,,,1,S(c1n(N)c(nn1)-c2ccc(OC)cc2)Cc3cc(ccc3)C
14742693,training set,,1,1,0,1,S=C1N(C(=O)C(C2N(C(=O)c3c2cccc3)Cc4ccccc4)C(=O)N1)CCCC
14742697,training set,,0,0,0,0,S(c1n(N)c(nn1)-c2occc2)CC(=O)N(CC)CC
14742721,training set,0,,0,0,0,O=C1c2c(nc3n(ncn3)c2)CC(C1)(C)C
14742729,training set,1,1,,,1,S(c1n(c(nn1)-c2sccc2)Cc3occc3)Cc4c(cccc4)C
14742737,training set,1,1,1,,,Oc1c(C2Nc3c4c(N2)cccc4ccc3)ccc(O)c1
14742738,training set,,1,1,,,Clc1cc2c(c(C3=NN(S(=O)(=O)C)C(C3)c4c(OC)cccc4)c(O)nc2cc1)-c5ccccc5
14742739,training set,1,1,,0,,o1c2c(c3c1CCCC3)cc(O)cc2
14742740,training set,1,1,1,1,1,s1c(nc2c1cccc2)CC(=O)c3c(O)cc(O)c(c3)CCC
14742757,training set,0,,0,0,,S(CC[C@H](NC(=O)NCc1c(F)cccc1)C(OC)=O)C
14742761,training set,0,0,0,,0,O=C(Nc1cc2nc(n(c2cc1)C)CCN3CCC(CC3)C)NC4CCCCC4
14742762,training set,0,0,0,,0,O=N(=O)c1n(c(nc1)C)CC(O)C
14742783,training set,0,,0,0,0,O=C1C2=C(NC(=O)CC2C(=O)Nc3ccc(OC)cc3)CC(C1)(C)C
14742784,training set,,0,,0,,Clc1ccc(N2C(=O)N(n3cnnc3)CN(C2)Cc4ccc(OC)cc4)cc1
14742785,training set,1,0,,1,,s1c2c(nc1NC3=NCN(CN3)Cc4ccc(OC)cc4)cccc2
14742786,training set,1,,,0,0,Clc1c(n2nc(nc2nc1C)-c3ccc(Cl)cc3)C
