Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL2349607;;0;337.38;0;1.69;39, rac-39;CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncnc4)cc32)N=C1N;EC50;'=';232.0;nM;6.63;;;UO_0000065;19.66;0.36;4.94;7.08;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349464;;0;325.39;0;3.4;61, rac-61;CC1(C)Cc2ccc(-c3cncc(F)c3)cc2C2(COC(N)=N2)C1;EC50;'=';220.0;nM;6.66;;;UO_0000065;20.46;0.38;3.26;11.0;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349500;;0;342.44;0;2.22;30, rac-30;CN1C(=O)C2(CC(C)(C)Oc3ccc(N4CCCCC4)cc32)N=C1N;EC50;;;;;;Not Determined;;;;;;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL1824342;;0;434.52;0;3.55;45;CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N;EC50;'=';110.0;nM;6.96;;;UO_0000065;16.01;0.3;3.41;7.78;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
CHEMBL566977;;0;380.5;0;3.95;28;NC1=NC(c2ccccc2)(c2cccc(Cc3ccccc3)c2)C2=NCCCN12;EC50;'=';5100.0;nM;5.29;;;UO_0000065;13.91;0.25;1.34;9.8;False;CHEMBL1061267;Inhibition of BACE1 expressed in CHO cells co-expressing human wild type APP protein by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1155232;1;Scientific Literature;J. Med. Chem.;2009;CHEMBL3308072
CHEMBL2349505;;0;404.39;0;3.31;35, rac-35;CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(C(F)(F)F)c4)cc32)N=C1N;EC50;'=';45.0;nM;7.35;;;UO_0000065;18.17;0.35;4.04;9.09;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL266566;;0;687.85;1;4.59;7;CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(O)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';9.0;nM;8.05;;;UO_0000065;11.7;0.23;3.46;5.56;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL409875;;0;631.75;1;2.51;19;CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';0.2;nM;9.7;;;UO_0000065;15.35;0.3;7.19;6.45;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL566200;;0;386.46;0;3.1;37;COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C;EC50;'=';120.0;nM;6.92;;;UO_0000065;17.91;0.33;3.82;8.56;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL56002;;0;251.29;0;1.37;24;NC1=NC(c2ccccc2)(c2ccccc2)C(=O)N1;EC50;'=';23500.0;nM;4.63;;;UO_0000065;18.42;0.33;3.26;6.86;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL571320;;0;367.49;0;3.2;(S)-34;COc1ccc([C@]2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1C;EC50;'=';130.0;nM;6.89;;;UO_0000065;18.74;0.35;3.69;10.14;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL584917;;0;400.44;0;2.55;53;CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)OCCO3)N=C1N;EC50;'=';860.0;nM;6.07;;;UO_0000065;15.15;0.28;3.52;6.74;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL567687;;0;430.51;0;3.57;42;COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1OC(C)C;EC50;'=';870.0;nM;6.06;;;UO_0000065;14.08;0.26;2.49;6.73;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL1271141;;0;401.39;0;3.03;62;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCF)c2)N=C1N;EC50;'=';130.0;nM;6.89;;;UO_0000065;17.16;0.32;3.86;10.14;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1923702;;0;466.54;0;4.26;8;C[C@H](NC(=O)c1cc(-c2nc3cc(F)ccc3[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1;EC50;'=';230.0;nM;6.64;;;UO_0000065;14.23;0.27;2.38;6.98;False;CHEMBL1926459;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 42) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL1923703;;0;474.59;0;4.63;12;C[C@H](NC(=O)c1cc(-c2ncc(-c3ccccc3)[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1;EC50;'=';450.0;nM;6.35;;;UO_0000065;13.37;0.25;1.72;6.67;False;CHEMBL1926459;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 42) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL1923708;;0;411.51;1;5.76;21;COc1ccc2nc(-c3ccc(-c4nc5ccccn5c4NC(C)(C)C)cc3)[nH]c2c1;EC50;'=';2405.0;nM;5.62;;;UO_0000065;13.65;0.25;-0.14;8.36;False;CHEMBL1926459;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 42) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL1923752;;0;328.35;0;4.68;32;Fc1ccc2nc(-c3cccc(-c4cn5ccccc5n4)c3)[nH]c2c1;EC50;'=';120.0;nM;6.92;;;UO_0000065;21.08;0.38;2.24;15.05;False;CHEMBL1926459;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 42) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL1271343;;0;331.32;0;2.32;32;CN1C(=O)[C@](c2ccccc2)(c2ccc(OC(F)F)cc2)N=C1N;EC50;'=';160.0;nM;6.8;;;UO_0000065;20.51;0.39;4.48;10.01;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270729;;0;429.47;0;3.76;54;COCCC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1;EC50;'=';100.0;nM;7.0;;;UO_0000065;16.3;0.31;3.24;9.07;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1269921;;0;427.45;0;2.83;71;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCCCO)c2)N=C1N;EC50;'=';20.0;nM;7.7;;;UO_0000065;18.01;0.34;4.87;8.73;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL2349482;;0;371.39;0;2.65;52, rac-52;CN1C(=O)C2(CC(C)(C)C(F)(F)c3ccc(-c4cncnc4)cc32)N=C1N;EC50;'=';1884.0;nM;5.72;;;UO_0000065;15.41;0.29;3.07;6.78;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349478;;0;368.87;0;3.36;48, rac-48;CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cncc(Cl)c4)cc32)N=C1N;EC50;'=';9.0;nM;8.05;;;UO_0000065;21.81;0.42;4.69;11.24;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349475;;0;358.45;0;3.18;45, rac-45;CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N;EC50;'=';17.0;nM;7.77;;;UO_0000065;21.68;0.39;4.59;9.42;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349503;;0;336.4;0;2.29;33, rac-33;CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccncc4)cc32)N=C1N;EC50;;;;;;Not Determined;;;;;;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL567477;;0;422.44;0;3.37;(S)-55;COc1ccc([C@@]2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C;EC50;'=';20.0;nM;7.7;;;UO_0000065;18.23;0.34;4.33;9.53;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL1824351;;0;383.86;0;2.89;54;CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2csc(Cl)c2)N=C1N;EC50;'=';340.0;nM;6.47;;;UO_0000065;16.85;0.34;3.58;7.66;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
CHEMBL1824143;;0;443.56;0;3.34;37;CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(CCC3CCCCC3)c2)N=C1N;EC50;'=';300.0;nM;6.52;;;UO_0000065;14.71;0.27;3.18;6.38;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
CHEMBL583888;;0;442.49;0;4.6;33;NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(CCC3CC3)c2)C2=NCCCN12;EC50;'=';950.0;nM;6.02;;;UO_0000065;13.61;0.26;1.42;9.53;False;CHEMBL1061267;Inhibition of BACE1 expressed in CHO cells co-expressing human wild type APP protein by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1155232;1;Scientific Literature;J. Med. Chem.;2009;CHEMBL3308072
CHEMBL576628;;0;295.34;0;1.73;25;COc1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1;EC50;'=';5900.0;nM;5.23;;;UO_0000065;17.71;0.32;3.5;7.7;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL1270435;;0;425.38;0;3.35;80;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC(F)F)c2)N=C1N;EC50;'=';50.0;nM;7.3;;;UO_0000065;17.16;0.33;3.95;9.46;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1269918;;0;327.36;0;2.07;37;CN1C(=O)[C@](c2ccccc2)(c2ccc(OCCF)cc2)N=C1N;EC50;'=';2450.0;nM;5.61;;;UO_0000065;17.14;0.32;3.54;8.26;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270239;;0;419.4;0;3.25;45;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C(=O)CCCF)c2)N=C1N;EC50;'=';100.0;nM;7.0;;;UO_0000065;16.69;0.32;3.75;8.24;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270629;;0;415.44;0;3.37;53;COCC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1;EC50;'=';40.0;nM;7.4;;;UO_0000065;17.81;0.34;4.03;9.59;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1271037;;0;387.36;0;2.64;61;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCF)c2)N=C1N;EC50;'=';330.0;nM;6.48;;;UO_0000065;16.73;0.32;3.84;9.54;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1271345;;0;437.49;0;4.25;66;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CCCCC3)c2)N=C1N;EC50;'=';4320.0;nM;5.37;;;UO_0000065;12.26;0.23;1.11;7.9;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1271452;;0;413.42;0;2.71;68;COCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1;EC50;'=';10.0;nM;8.0;;;UO_0000065;19.35;0.36;5.29;10.37;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270135;;0;439.41;0;3.59;74;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCCCF)c2)N=C1N;EC50;'=';150.0;nM;6.82;;;UO_0000065;15.53;0.3;3.23;8.84;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270339;;0;429.35;0;3.1;79;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCC(F)F)c2)N=C1N;EC50;'=';100.0;nM;7.0;;;UO_0000065;16.3;0.32;3.9;9.07;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270529;;0;437.39;0;3.87;82;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC=C(F)F)c2)N=C1N;EC50;'=';60.0;nM;7.22;;;UO_0000065;16.51;0.32;3.35;9.36;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL393140;;0;685.88;2;5.2;6;CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1C)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';59.0;nM;7.23;;;UO_0000065;10.54;0.21;2.03;5.8;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL3627968;;0;516.35;1;4.57;12d;CC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)[C@@H]2CCCN2c2ccc(C(F)(F)F)cc2)cc1Cl;EC50;'=';1700.0;nM;5.77;;;UO_0000065;11.17;0.23;1.2;5.78;False;CHEMBL3630428;Inhibition of BACE1 in HEK293 cells expressing APP695 Swedish mutant assessed as reduction of amyloid beta (1 to 40) production after overnight incubation by ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL1270134;;0;441.4;0;4.2;43;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(CCCC(F)(F)F)c2)N=C1N;EC50;'=';270.0;nM;6.57;;;UO_0000065;14.88;0.29;2.37;9.67;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1824139;;0;403.49;0;2.42;33;CC(C)CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1;EC50;'=';500.0;nM;6.3;;;UO_0000065;15.62;0.29;3.88;6.16;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
