Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL3650845;;0;428.88;0;2.72;BDBM149936;CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12COC2;Ki;'=';10.3;nM;7.99;;361655;UO_0000065;18.62;0.36;5.27;7.39;False;CHEMBL3887894;Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the 'core' peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886493;37;BindingDB Database;;2016;None
CHEMBL3627959;;0;448.35;0;3.55;7d;CC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)[C@H]2CCCN2c2ccccc2)cc1Cl;Ki;'=';2500.0;nM;5.6;;;UO_0000065;12.49;0.26;2.05;5.61;False;CHEMBL3630426;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 6.4 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3627970;;0;478.38;0;3.56;12f;COc1cccc(N2CCC[C@H]2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)c1;Ki;'=';630.0;nM;6.2;;;UO_0000065;12.96;0.26;2.64;5.69;False;CHEMBL3630426;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 6.4 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3628125;;0;545.47;1;3.46;20b;N/C1=N\C(=O)[C@@H]2CCCN2c2ccc(cc2)OC/C=C/CCNCC(=O)Nc2c(Cl)cc(cc2Cl)CN1;Ki;'=';20.0;nM;7.7;;;UO_0000065;14.11;0.28;4.24;6.36;False;CHEMBL3630425;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 5 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3628124;;0;531.44;1;3.07;20a;N/C1=N\C(=O)[C@@H]2CCCN2c2ccc(cc2)OC/C=C/CNCC(=O)Nc2c(Cl)cc(cc2Cl)CN1;Ki;'=';220.0;nM;6.66;;;UO_0000065;12.53;0.25;3.59;5.50;False;CHEMBL3630425;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 5 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3929629;;0;445.46;0;2.18;BDBM190851;C[C@@]1(c2cc(NC(=O)C3CCC3(F)F)ccc2F)CS(=O)(=O)[C@]2(CCOC2)C(=N)N1;Ki;'=';3709.0;nM;5.43;;341333;UO_0000065;12.19;0.25;3.25;5.01;False;CHEMBL3887512;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886347;37;BindingDB Database;;2015;None
CHEMBL3627957;;0;444.32;0;3.99;7b;CC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)c2cccn2-c2ccccc2)cc1Cl;Ki;'=';4000.0;nM;5.4;;;UO_0000065;12.15;0.25;1.41;5.32;False;CHEMBL3630426;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 6.4 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL605967;;0;575.65;1;3.45;1l;CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](COc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](OC)C(=O)NC2CC2)c1;Ki;'=';220.0;nM;6.66;;;UO_0000065;11.57;0.22;3.21;5.68;False;CHEMBL1072341;Inhibition of human BACE1 expressed in Escherichia coli cells (BL21(DE3) by TRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1157542;1;Scientific Literature;J. Med. Chem.;2010;None
CHEMBL3930338;;0;425.39;0;3.22;BDBM234452;COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@@](C)(F)CC3(F)F)c2)cn1;Ki;'=';18.0;nM;7.75;;408768;UO_0000065;18.21;0.35;4.52;7.56;False;CHEMBL3888549;SPA-Based Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]-N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N-((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886758;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL3977552;;0;400.4;0;3.87;BDBM234455;C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3nccs3)ccc2F)N=C1N;Ki;'=';66.0;nM;7.18;;408771;UO_0000065;17.93;0.36;3.31;8.93;False;CHEMBL3888549;SPA-Based Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]-N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N-((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886758;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL3982347;;0;414.43;0;4.18;BDBM234457;Cc1csc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@@](C)(F)CC3(F)F)c2)n1;Ki;'=';44.0;nM;7.36;;408773;UO_0000065;17.75;0.36;3.18;9.15;False;CHEMBL3888549;SPA-Based Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]-N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N-((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886758;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL3640292;;0;436.85;0;2.05;BDBM9649;COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(Cl)ccc3F)C2)nc(C)c1F;Ki;'=';13.0;nM;7.89;;26899;UO_0000065;18.05;0.36;5.84;8.35;False;CHEMBL3705045;Time-Resolved FRET Assay: A homogeneous time-resolved FRET assay was used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. The assay monitored the increase of 620nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide).;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638861;37;BindingDB Database;;2013;None
CHEMBL4112573;;0;530.53;1;3.26;BDBM236610;C[C@@]1(c2ccc(F)cc2)C(=N)N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2S1(=O)=O;Ki;'=';1.0;nM;9.0;;412126;UO_0000065;16.96;0.33;5.74;7.42;False;CHEMBL3888701;HTRF FRET Assay: This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence. Varying concentrations of inhibitors at 3× the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 μl) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO. Reactions are initiated by addition of 10 μl of 600 nM QSY7-APPswe-Eu substrate (200 nM final) to give a final reaction volume of 30 μl in a 384 well Nunc HTRF plate. The reactions are incubated at 30° C. for 1.5 hours. The 620 nm fluorescence is then read on a Rubystar HTRF plate reader (BMG Labtechnologies) using a 50 millisecond delay followed by a 400 millisecond acquisition time window.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886796;37;BindingDB Database;;2016;None
CHEMBL98239;;0;707.98;2;3.76;17;CSC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C;Ki;'=';50.1;nM;7.3;;;UO_0000065;10.31;0.20;3.54;4.17;True;CHEMBL711471;Binding affinity for human brain memapsin 2;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134775;1;Scientific Literature;J. Med. Chem.;2001;None
CHEMBL3354253;;0;439.6;0;3.86;44;CN1C(=N)N[C@](CCC2CCCCC2)(C[C@H]2CCC[C@@H](NC(=O)c3ccncc3)C2)C1=O;Ki;'=';39.0;nM;7.41;;;UO_0000065;16.85;0.32;3.55;7.55;False;CHEMBL3386389;Inhibition of purified human BACE1 by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3352601;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2014;None
CHEMBL3353637;;0;404.6;0;3.90;32;CCCCC(=O)N1CCC[C@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1;Ki;'=';3200.0;nM;5.5;;;UO_0000065;13.58;0.26;1.59;7.18;False;CHEMBL3386389;Inhibition of purified human BACE1 by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3352601;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2014;None
CHEMBL3353634;;0;390.62;0;4.37;29;CCCCCN1CCC[C@H](C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)C1;Ki;'=';7600.0;nM;5.12;;;UO_0000065;13.11;0.25;0.75;8.61;False;CHEMBL3386389;Inhibition of purified human BACE1 by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3352601;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2014;None
CHEMBL2151181;;0;372.88;0;3.44;35;CC#Cc1cncc(-c2cc(Cl)c([C@]3(C)CC(=O)N(C)C(=N)N3)s2)c1;Ki;'=';1.7;nM;8.77;;;UO_0000065;23.52;0.48;5.33;12.69;False;CHEMBL3268101;Inhibition of recombinant soluble human BACE1 catalytic domain using QSY7-EISEVNLDAEFC-Europium-amide as substrate preincubated for 10 mins followed by substrate addition measured after 1.5 hrs by time-resolved FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3259716;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2014;None
CHEMBL2011970;;0;283.31;0;2.07;4e;CN1C(=N)NC(c2ccccc2)(c2cccc(F)c2)C1=O;Ki;'=';720.0;nM;6.14;;;UO_0000065;21.68;0.40;4.07;10.93;False;CHEMBL2015090;Inhibition of human BACE1 using QSY7EISEVNLDAEFC-Eu-amide as substrate incubated for 30 mins prior to substrate addition measured after 90 mins by FRET analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2010674;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2012;None
CHEMBL3361304;;0;707.96;2;2.98;3b;Cc1cc(C)n(C[C@@H](C)C(=O)N[C@@H](CNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C)n1;Ki;'=';1640.0;nM;5.79;;;UO_0000065;8.17;0.16;2.81;3.00;False;CHEMBL3380862;Inhibition of recombinant BACE1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3351680;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3361305;;0;721.99;2;3.37;3c;CC[C@@H](Cn1nc(C)cc1C)C(=O)N[C@@H](CNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C;Ki;'=';63.1;nM;7.2;;;UO_0000065;9.97;0.19;3.83;3.73;False;CHEMBL3380862;Inhibition of recombinant BACE1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3351680;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3361313;;0;725.01;2;3.86;4d;CC[C@@H](Cc1nc(C)cs1)C(=O)N[C@@H](CNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C;Ki;'=';10.8;nM;7.97;;;UO_0000065;10.99;0.22;4.11;4.24;False;CHEMBL3380862;Inhibition of recombinant BACE1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3351680;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3961769;;0;419.43;0;1.79;BDBM190866;CC(F)(F)C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@]3(CCOC3)C(=N)N2)c1;Ki;'=';313.0;nM;6.5;;341345;UO_0000065;15.51;0.32;4.71;6.00;False;CHEMBL3887512;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886347;37;BindingDB Database;;2015;None
CHEMBL3904196;;0;427.77;0;2.92;BDBM190883;C[C@@]1(c2sc(Br)cc2Cl)CS(=O)(=O)C2(CCOCC2)C(=N)N1;Ki;'=';2367.0;nM;5.63;;341355;UO_0000065;13.15;0.35;2.71;7.10;False;CHEMBL3887512;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886347;37;BindingDB Database;;2015;None
CHEMBL2178184;;0;548.07;2;5.59;17j;COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)c3ccccc3)c(Cl)c2)cc1;Ki;'=';30.0;nM;7.52;;;UO_0000065;13.73;0.27;1.93;6.34;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2178718;;0;447.5;0;2.54;43;CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O;Ki;'=';4.0;nM;8.4;;;UO_0000065;18.77;0.36;5.86;7.70;True;CHEMBL2183861;Inhibition of BACE1;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177036;1;Scientific Literature;J. Med. Chem.;2012;None
CHEMBL2178150;;0;445.52;0;3.75;33;CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccc(F)cc3)C[C@H]2C1=O;Ki;'=';26.0;nM;7.58;;;UO_0000065;17.03;0.32;3.84;9.11;True;CHEMBL2183861;Inhibition of BACE1;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177036;1;Scientific Literature;J. Med. Chem.;2012;None
CHEMBL2178147;;0;487.56;0;3.28;28;CC#Cc1cncc(-c2csc([C@]34CN(C(=O)c5cccc(F)c5)C[C@H]3C(=O)N(C)C(=N)N4)c2)c1;Ki;'=';1.0;nM;9.0;;;UO_0000065;18.46;0.35;5.72;10.07;False;CHEMBL2183861;Inhibition of BACE1;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177036;1;Scientific Literature;J. Med. Chem.;2012;None
CHEMBL2178146;;0;491.52;0;3.53;27;CN1C(=N)N[C@@]2(c3cc(-c4ccc(F)c(C#N)c4)cs3)CN(C(=O)c3cccc(F)c3)C[C@H]2C1=O;Ki;'=';2.0;nM;8.7;;;UO_0000065;17.7;0.34;5.17;8.67;False;CHEMBL2183861;Inhibition of BACE1;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177036;1;Scientific Literature;J. Med. Chem.;2012;None
CHEMBL78946;;0;893.01;3;-1.74;1;CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O;Ki;'=';1.6;nM;8.8;;;UO_0000065;9.85;0.19;10.54;2.34;True;CHEMBL2067011;Inhibition of recombinant beta-secretase 1;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2062429;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2012;None
CHEMBL2063209;;0;582.79;2;7.36;4i;Cc1[nH]ncc1CN(C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1;Ki;'=';39.0;nM;7.41;;;UO_0000065;12.71;0.24;0.05;7.42;False;CHEMBL2067011;Inhibition of recombinant beta-secretase 1;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2062429;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2012;None
CHEMBL2178713;;0;453.53;0;2.88;38;CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccc3C#N)C[C@H]2C1=O;Ki;'=';6.0;nM;8.22;;;UO_0000065;18.13;0.34;5.34;6.86;True;CHEMBL2183861;Inhibition of BACE1;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177036;1;Scientific Literature;J. Med. Chem.;2012;None
CHEMBL78946;;0;893.01;3;-1.74;1, OM99-2;CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O;Ki;'=';1.6;nM;8.8;;;UO_0000065;9.85;0.19;10.54;2.34;True;CHEMBL2399171;Inhibition of human BACE1;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2396519;1;Scientific Literature;J. Med. Chem.;2013;None
