,SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles,scaffold
8377,14740815,training set,0.0,,0.0,0.0,0.0,O=C1c2c(nc(nc2)N)CC(C1)C,O=C1CCCc2ncncc21
8378,14740820,training set,0.0,0.0,0.0,,0.0,s1c(nnc1CCN2CCCCC2)NC(=O)CCC,c1nnc(CCN2CCCCC2)s1
8379,14740825,training set,0.0,,,0.0,0.0,s1c(nnc1C)NC(=O)CCC(=O)NCc2sccc2,O=C(CCC(=O)Nc1nncs1)NCc1cccs1
8380,14740829,training set,0.0,,,0.0,,s1c(nnc1C(C)C)NC(=O)CCC(=O)N2CCN(c3ncccc3)CC2,O=C(CCC(=O)N1CCN(c2ccccn2)CC1)Nc1nncs1
8381,14740834,training set,0.0,,0.0,,0.0,Fc1cc(N/C=C/2\C(=O)N(C(=O)NC2=O)CCC3=CCCCC3)ccc1,O=C1NC(=O)N(CCC2=CCCCC2)C(=O)/C1=C\Nc1ccccc1
8382,14740836,training set,1.0,1.0,1.0,0.0,,Fc1ccc(CN/C(=C\2/C(=O)N(C(=O)NC2=O)CCCC)/CC)cc1,O=C1NC(=O)C(=CNCc2ccccc2)C(=O)N1
8383,14740837,training set,,1.0,1.0,1.0,1.0,O=C\1N(C(=O)NC(=O)/C1=C(\Nc2c(OC)cc(OC)cc2)/CC)CCCC,O=C1NC(=O)C(=CNc2ccccc2)C(=O)N1
8384,14740839,training set,0.0,,,0.0,0.0,O=C(NC1C2C(CC(C2)C1)CC)C,C1CC2CCC1C2
8385,14740840,training set,0.0,,,0.0,0.0,O(C(=O)/C(=C(/N(C)C)\C=C\C=C\C=C\N(C)C)/C(=O)C)C,
8386,14740842,training set,0.0,,0.0,,0.0,O(c1c(cc(CC(C(=O)N)C(=O)N)cc1)CN(C)C)CC,c1ccccc1
8387,14740846,training set,0.0,0.0,,0.0,0.0,O1c2c(CNC(=O)C1)cccc2,O=C1COc2ccccc2CN1
8388,14740849,training set,1.0,1.0,1.0,,0.0,O=C1N(C(=O)C(Cc2n(nc(c21)C)-c3ccccc3)(C)C)Cc4ccccc4,O=C1CCc2c(cnn2-c2ccccc2)C(=O)N1Cc1ccccc1
8389,14740855,training set,1.0,1.0,1.0,,0.0,s1c2c(nc1N/N=C/c3c4c([nH]c3C)ccc(c4)C)cccc2,C(=N/Nc1nc2ccccc2s1)\c1c[nH]c2ccccc12
8390,14740858,training set,0.0,,0.0,0.0,0.0,Brc1cc(C2N(C(=O)C(O)=C2C(=O)c3oc4c(c3)cccc4)CCN(C)C)ccc1,O=C1C=C(C(=O)c2cc3ccccc3o2)C(c2ccccc2)N1
8391,14740859,training set,1.0,1.0,,0.0,1.0,S(c1nc(c2c(c1C#N)CCCC2)C)CC(=O)Nc3ccc(OCC)cc3,O=C(CSc1cc2c(cn1)CCCC2)Nc1ccccc1
8392,14740860,training set,1.0,1.0,,,1.0,S(c1nc(c2c(c1C#N)CCCC2)C)CC(=O)Nc3ccc(OC)cc3,O=C(CSc1cc2c(cn1)CCCC2)Nc1ccccc1
8393,14740865,training set,,1.0,1.0,,,Clc1ccc(C2C3(N=NC2)C(=O)c4c(CC3)cccc4)cc1,O=C1c2ccccc2CCC12N=NCC2c1ccccc1
8394,14740866,training set,1.0,1.0,,,,o1c(c(N)c2c1nc(cc2C)C)C(=O)c3ccc(cc3)C,O=C(c1ccccc1)c1cc2cccnc2o1
8395,14740869,training set,0.0,,,0.0,,O=C1N(C(=O)CC1Nc2ccc(cc2)CCO)c3ccc(cc3)C(OCC)=O,O=C1CC(Nc2ccccc2)C(=O)N1c1ccccc1
8396,14740871,training set,0.0,0.0,,,0.0,Clc1c(C(=O)Nn2c(c(c(c2C)C(=O)C)C(=O)C)C)cccc1,O=C(Nn1cccc1)c1ccccc1
8397,14740872,training set,0.0,1.0,0.0,0.0,0.0,ClC(Cl)(Cl)C1(C(=CC(=O)C=C1)C)C,O=C1C=CCC=C1
8398,14740875,training set,0.0,1.0,1.0,,1.0,Clc1ccc(N2C(=O)C3C(Sc4nc(sc4C3c5ccccc5)O)C2=O)cc1,O=C1C2Sc3ncsc3C(c3ccccc3)C2C(=O)N1c1ccccc1
8399,14740879,training set,0.0,1.0,0.0,0.0,0.0,S(=O)(=O)(N1CCN(C(=O)c2occc2)CC1)c3cc4oc(O)nc4cc3,O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc3ncoc3c2)CC1
8400,14740880,training set,0.0,1.0,1.0,0.0,0.0,S(=O)(=O)(N1CCC(CC1)C)c2cc3c(-c4c(C3=NO)cc(S(=O)(=O)N5CCC(CC5)C)cc4)cc2,N=C1c2cc(S(=O)(=O)N3CCCCC3)ccc2-c2ccc(S(=O)(=O)N3CCCCC3)cc21
8401,14740889,training set,,1.0,1.0,1.0,0.0,Clc1cc(NC(=O)N2C3(N(C(=O)c4c3cccc4)CC2)c5ccccc5)ccc1,O=C(Nc1ccccc1)N1CCN2C(=O)c3ccccc3C12c1ccccc1
8402,14740893,training set,1.0,1.0,1.0,,,s1c(nnc1NC(=O)COc2ccc(F)cc2)-c3ccncc3,O=C(COc1ccccc1)Nc1nnc(-c2ccncc2)s1
8403,14740894,training set,1.0,1.0,1.0,0.0,0.0,S(c1nc2c(nc1C)cccc2)CC(=O)N3CCC(CC3)C,O=C(CSc1cnc2ccccc2n1)N1CCCCC1
8404,14740895,training set,1.0,1.0,1.0,,1.0,O(C(=O)c1c2nc3c(nc2n(c1N)CCOC)cccc3)CCCCC,c1ccc2nc3[nH]ccc3nc2c1
8405,14740899,training set,0.0,,0.0,0.0,0.0,O1C(Nc2ncccc2C)c3c(c(OC)c(OC)cc3)C1=O,O=C1OC(Nc2ccccn2)c2ccccc21
8406,14740902,training set,1.0,,0.0,0.0,0.0,n1(nc(c2nc3c(nc12)cccc3)-c4ccccc4)CCCC,c1ccc(-c2n[nH]c3nc4ccccc4nc23)cc1
8407,14740916,training set,0.0,1.0,0.0,,0.0,Clc1c(Cl)ccc(c1)COc2ncccc2,c1ccc(COc2ccccn2)cc1
8408,14740918,training set,0.0,0.0,,0.0,0.0,O1C(CC(C1=O)CCCC)/C(=N/NC(=O)N)/C,O=C1CCCO1
8409,14740919,training set,,,,0.0,0.0,o1nc(NCn2nnc3c2cccc3)c(n1)C,c1ccc2c(c1)nnn2CNc1cnon1
8410,14740920,training set,1.0,,0.0,0.0,0.0,O=C(/C=C/c1nc2c(cc1)cccc2)C,c1ccc2ncccc2c1
8411,14740921,training set,0.0,0.0,0.0,0.0,0.0,O1CCN(c2nc(nc(O)c2)N)CC1,c1cc(N2CCOCC2)ncn1
8412,14740923,training set,0.0,,1.0,,,o1c(C(Cc2ccccc2)CC(=O)NCCC(c3occc3)C(C)C)ccc1,O=C(CC(Cc1ccccc1)c1ccco1)NCCCc1ccco1
8413,14740938,training set,0.0,0.0,,0.0,,OC1=C(C(N(C1=O)c2ncccc2)c3cc(OC)c(OC)cc3)C(=O)c4cc(OC)ccc4,O=C(C1=CC(=O)N(c2ccccn2)C1c1ccccc1)c1ccccc1
8414,14740939,training set,,1.0,1.0,0.0,,Clc1ccc(C(=O)NC(Nc2scc(n2)C)(C(F)(F)F)C(OC)=O)cc1,O=C(NCNc1nccs1)c1ccccc1
8415,14740941,training set,,,0.0,0.0,0.0,N1(c2nc(nc3c2cccc3)-c4ncccc4)CCN(CC1)CC,c1ccc(-c2nc(N3CCNCC3)c3ccccc3n2)nc1
8416,14740943,training set,0.0,0.0,0.0,0.0,0.0,O=n1c(c(n(=O)c2c1CCCC2)C)-c3ccc(OC)cc3,c1ccc(-c2c[nH+]c3c([nH+]2)CCCC3)cc1
8417,14740954,training set,0.0,0.0,0.0,0.0,0.0,S(=O)(=O)(N)c1ccc(NC(=O)CC(CC(=O)O)C)cc1,c1ccccc1
8418,14740958,training set,,1.0,,,0.0,Clc1ccc(C(=O)NCCc2ccc(O)cc2)cc1,O=C(NCCc1ccccc1)c1ccccc1
8419,14740972,training set,1.0,1.0,,0.0,0.0,Brc1cc2c(NC(Oc3ccccc3)=O)c([nH]c2cc1)C(OC)=O,O=C(Nc1c[nH]c2ccccc12)Oc1ccccc1
8420,14740975,training set,1.0,1.0,1.0,0.0,0.0,Brc1cc2c(NC(=O)CN3c4c(CCC3)cccc4)c([nH]c2cc1)C(OC)=O,O=C(CN1CCCc2ccccc21)Nc1c[nH]c2ccccc12
8421,14740976,training set,1.0,1.0,,1.0,0.0,[nH]1c2c(ncnc2N3Cc4c(CC3)cccc4)c5c1ccc(c5)C,c1ccc2c(c1)CCN(c1ncnc3c1[nH]c1ccccc13)C2
8422,14740990,training set,0.0,0.0,0.0,0.0,0.0,Brc1c(C(=O)NCCCCCC(=O)O)cccc1,c1ccccc1
8423,14740995,training set,,0.0,,0.0,,o1nc(nc1-c2c(C(=O)N3CCOCC3)cccc2)-c4ccccc4,O=C(c1ccccc1-c1nc(-c2ccccc2)no1)N1CCOCC1
8424,14740996,training set,,0.0,0.0,0.0,0.0,O(c1nc(nc(OC)c1)NC(=O)C)C,c1cncnc1
8425,14740997,training set,,1.0,1.0,,,S(C(C(=O)c1ccccc1)c2ccccc2)c3nc(n[nH]3)C,O=C(c1ccccc1)C(Sc1ncn[nH]1)c1ccccc1
8426,14740999,training set,0.0,0.0,,0.0,,Oc1n2nc(nc2nc3c1CCC3)NCc4ccc(OC)cc4,c1ccc(CNc2nc3nc4c(cn3n2)CCC4)cc1
8427,14741000,training set,0.0,0.0,,0.0,0.0,Oc1n2nc(nc2nc(c1CC(OC)=O)C)NCc3c(OC)cccc3,c1ccc(CNc2nc3ncccn3n2)cc1
8428,14741003,training set,,1.0,1.0,,,S(c1oc(nn1)-c2ccncc2)Cc3c4c(ccc3)cccc4,c1ccc2c(CSc3nnc(-c4ccncc4)o3)cccc2c1
8429,14741004,training set,,1.0,1.0,1.0,1.0,O=N(=O)c1c(N2CCCC2)ccc(c1)/C=C(/c3nc4c([nH]3)cccc4)\C#N,C(=C/c1nc2ccccc2[nH]1)\c1ccc(N2CCCC2)cc1
8430,14741006,training set,1.0,1.0,1.0,,1.0,s1c(-c2n(c3nc4c(nc3n2)cccc4)CCC)ccc1,c1csc(-c2nc3nc4ccccc4nc3[nH]2)c1
8431,14741007,training set,,1.0,,,0.0,O(c1cc(-c2n(c3nc4c(nc3n2)cccc4)CCC)cc(OC)c1OC)C,c1ccc(-c2nc3nc4ccccc4nc3[nH]2)cc1
8432,14741009,training set,,0.0,0.0,0.0,1.0,S(c1nc2c(c(c1)C)cc(OC)cc2)CC(=O)NN,c1ccc2ncccc2c1
8433,14741010,training set,,,,0.0,,Fc1ccc(Nc2nc(nc(N)c2N(=O)=O)NCc3ccc(cc3)C)cc1,c1ccc(CNc2nccc(Nc3ccccc3)n2)cc1
8434,14741011,training set,1.0,1.0,1.0,0.0,1.0,s1c(c(c(c1NC(=O)CSc2nc(cc(n2)C)C)C#N)C)C(OCC)=O,O=C(CSc1ncccn1)Nc1cccs1
8435,14741012,training set,1.0,1.0,,0.0,1.0,S(c1oc(nn1)-c2c3c(ccc2)cccc3)CC#CCOC(=O)c4occc4,O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccco1
8436,14741016,training set,1.0,1.0,1.0,0.0,,Brc1ccc(C(=O)COc2nc(cc(c2C#N)C)C)cc1,O=C(COc1ccccn1)c1ccccc1
8437,14741018,training set,1.0,1.0,,,1.0,n12C(Nc3c(-c1nc4c2cccc4)cccc3)(CCC)C,c1ccc2c(c1)NCn1c-2nc2ccccc21
8438,14741024,training set,0.0,1.0,,0.0,0.0,S(c1n(c(nn1)-c2occc2)Cc3occc3)CC(=O)Nc4ccc(NC(=O)C)cc4,O=C(CSc1nnc(-c2ccco2)n1Cc1ccco1)Nc1ccccc1
8439,14741026,training set,1.0,0.0,1.0,0.0,0.0,s1c2nc(nc(NCC(O)C)c2c3c1COC(C3)(C)C)-n4nc(cc4C)C,c1cnn(-c2ncc3c4c(sc3n2)COCC4)c1
8440,14741027,training set,1.0,,,0.0,,s1c2nc(nc(NCC(O)CC)c2c3c1COC(C3)(C)C)-n4nc(cc4C)C,c1cnn(-c2ncc3c4c(sc3n2)COCC4)c1
8441,14741028,training set,1.0,,,1.0,,s1c2nc(-n3nc(cc3C)C)nc(SCCN(C)C)c2c4c1CCCC4,c1cnn(-c2ncc3c4c(sc3n2)CCCC4)c1
8442,14741031,training set,1.0,1.0,1.0,0.0,0.0,O(c1[nH]cnc-2c3c(nc21)ccc(OC)c3)CCCC,c1ccc2c3nc[nH]cc-3nc2c1
8443,14741032,training set,1.0,,,0.0,,O(c1cc2c3ncnc(NCCCN4C(=O)CCC4)c3[nH]c2cc1)C,O=C1CCCN1CCCNc1ncnc2c1[nH]c1ccccc12
8444,14741037,training set,,1.0,1.0,1.0,,S1(=O)(=O)CC(N(C(=O)C2Oc3c(OC2)cccc3)Cc4ccc(cc4)C(C)C)CC1,O=C(C1COc2ccccc2O1)N(Cc1ccccc1)C1CCS(=O)(=O)C1
8445,14741039,training set,0.0,,,0.0,0.0,s1c(C2N(C(=O)C(O)=C2C(=O)c3n4c(nc3C)c(ccc4)C)CCN5CCOCC5)ccc1,O=C(C1=CC(=O)N(CCN2CCOCC2)C1c1cccs1)c1cnc2ccccn12
8446,14741041,training set,1.0,1.0,1.0,1.0,1.0,o1c(nc(c1NCCCn2cncc2)C#N)-c3ccc(OCCC)cc3,c1ccc(-c2ncc(NCCCn3ccnc3)o2)cc1
8447,14741046,training set,,0.0,0.0,0.0,1.0,O=C\1N(C(=O)NC(=O)/C1=C\NCc2cc3OCOc3cc2)c4cc(OC)ccc4,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/NCc1ccc2c(c1)OCO2
8448,14741052,training set,,0.0,0.0,,0.0,Clc1c(OCc2oc(NCCN(C)C)c(n2)C#N)ccc(Cl)c1,c1ccc(OCc2ncco2)cc1
8449,14741054,training set,1.0,1.0,1.0,,0.0,s1c2c(c(C(=O)Nc3sccn3)c1)CCC(C2)C,O=C(Nc1nccs1)c1csc2c1CCCC2
8450,14741055,training set,0.0,0.0,,,0.0,O(C(=O)[C@@H](NC(=O)NC1CCN(CC1)Cc2ccccc2)C(CC)C)C,c1ccc(CN2CCCCC2)cc1
8451,14741057,training set,0.0,0.0,,0.0,0.0,S1(=O)(=O)CC2N(/C(/SC2C1)=N/C(=O)CC)CC=C,N=C1NC2CS(=O)(=O)CC2S1
8452,14741062,training set,1.0,1.0,,0.0,,S(c1oc(nn1)-c2ccc(O)cc2)C3C(OCC3)=O,O=C1OCCC1Sc1nnc(-c2ccccc2)o1
8453,14741084,training set,1.0,1.0,1.0,0.0,1.0,s1c(CNC(=O)c2c3nc4c(nc3n(c2N)CCCCC)cccc4)ccc1,O=C(NCc1cccs1)c1c[nH]c2nc3ccccc3nc12
8454,14741085,training set,1.0,1.0,1.0,1.0,0.0,s1c(CNC(=O)c2c3nc4c(nc3n(c2N)CCCC)cccc4)ccc1,O=C(NCc1cccs1)c1c[nH]c2nc3ccccc3nc12
8455,14741086,training set,,1.0,,0.0,0.0,O=C(c1c2c([nH]c1C)cccc2)CN3CCN(C(=O)c4occc4)CC3,O=C(CN1CCN(C(=O)c2ccco2)CC1)c1c[nH]c2ccccc12
8456,14741098,training set,,1.0,1.0,,0.0,S(=O)(=O)(N1N=C(CC1c2sccc2)c3ccc(cc3)C)C,c1ccc(C2=NNC(c3cccs3)C2)cc1
8457,14741100,training set,1.0,0.0,0.0,0.0,,Oc1n2nc(c(c2nc(c1)CC(OC)=O)-c3ccccc3)C,c1ccc(-c2cnn3cccnc23)cc1
8458,14741106,training set,,,0.0,0.0,,o1c(N2CCC(CC2)C(=O)N)c(nc1-c3cc(OC)c(OC)cc3)C#N,c1ccc(-c2ncc(N3CCCCC3)o2)cc1
8459,14741109,training set,,1.0,1.0,0.0,1.0,o1c(N2CCN(c3ccc(OC)cc3)CC2)c(nc1Cc4ccccc4)C#N,c1ccc(Cc2ncc(N3CCN(c4ccccc4)CC3)o2)cc1
8460,14741123,training set,,,,0.0,,S(CC(=O)C1(OC(=O)C2(C1)C(OC(C2)(C)C)=O)C)c3sc4c(n3)cccc4,O=C(CSc1nc2ccccc2s1)C1CC2(CCOC2=O)C(=O)O1
8461,14741125,training set,,0.0,0.0,0.0,0.0,O(c1nc(nc(OC)n1)N(C)C)CCNC(=O)C,c1ncncn1
8462,14741126,training set,,1.0,,,,S(c1n(c(nn1)-c2ccccc2)CC)Cc3cc(ccc3)C,c1ccc(CSc2nnc(-c3ccccc3)[nH]2)cc1
8463,14741127,training set,,1.0,1.0,,1.0,S(c1n(c(nn1)-c2ccc(OC)cc2)CC)Cc3nc4c([nH]3)cccc4,c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)[nH]2)cc1
8464,14741129,training set,,1.0,0.0,0.0,1.0,S(c1n(c(nn1)-c2ccc(cc2)C)CC)Cc3cc(ccc3)C,c1ccc(CSc2nnc(-c3ccccc3)[nH]2)cc1
8465,14741133,training set,0.0,1.0,1.0,0.0,,O1C2(N(c3c(C2(C)C)cccc3)C)C=Nc4c1cc(N5CCOCC5)c6c4cccc6,C1=Nc2c(cc(N3CCOCC3)c3ccccc23)OC12Cc1ccccc1N2
8466,14741138,training set,0.0,0.0,0.0,0.0,0.0,O=C(NNC(=O)CCCCCCC)CCC(=O)O,
8467,14741142,training set,,,,0.0,0.0,S1C(N(c2ccc(cc2)C)CC(=O)N)C(=O)N(C1=O)Cc3cc(ccc3)C(=O)O,O=C1SC(Nc2ccccc2)C(=O)N1Cc1ccccc1
8468,14741144,training set,,1.0,,0.0,1.0,Brc1cc2c-3ncn(/N=C/c4cc(c(OC)cc4)CN5CCOCC5)c(O)c3nc2cc1,C(=N/n1cnc2c3ccccc3nc-2c1)\c1cccc(CN2CCOCC2)c1
8469,14741167,training set,,1.0,,0.0,,S(=O)(=O)(c1nc([nH]c1SC)-c2ccc(cc2)C)c3ccccc3,O=S(=O)(c1ccccc1)c1c[nH]c(-c2ccccc2)n1
8470,14741194,training set,0.0,1.0,1.0,0.0,0.0,O=C1c2c(nc(N3Cc4c(CC3)cccc4)nc2)CC(C1)c5ccc(cc5)C,O=C1CC(c2ccccc2)Cc2nc(N3CCc4ccccc4C3)ncc21
8471,14741195,training set,0.0,1.0,,0.0,0.0,O1C2=C(C(C(=C1/N=C/N3CCN(CC3)C)C#N)c4ccccc4)C(=O)CC(C2)(C)C,O=C1CCCC2=C1C(c1ccccc1)C=C(/N=C/N1CCNCC1)O2
8472,14741197,training set,1.0,,0.0,0.0,,S1/C(/C(=O)N(C1=O)Cc2ccc(F)cc2)=C/c3oc(N4CCOCC4)cc3,O=C1S/C(=C/c2ccc(N3CCOCC3)o2)C(=O)N1Cc1ccccc1
8473,14741218,training set,0.0,0.0,0.0,,0.0,O=C(c1c2c([nH]c1C)cccc2)CNc3nc(ncc3COCC)C,O=C(CNc1ccncn1)c1c[nH]c2ccccc12
8474,14741236,training set,1.0,,1.0,,,Clc1c(CSc2oc(nn2)-c3ccncc3)cccc1,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1
8475,14741241,training set,,0.0,,0.0,,O(C(=O)c1c(nc(-n2nc(cc2C)C)nc1)NCCO)CC,c1cnc(-n2cccn2)nc1
8476,14741242,training set,0.0,,,,,O1c2c(OCC1C(=O)NCCCN3CCOCC3)cccc2,O=C(NCCCN1CCOCC1)C1COc2ccccc2O1
8477,14741250,training set,,,0.0,0.0,0.0,S(c1oc(nn1)-c2ccncc2)CC,c1cc(-c2nnco2)ccn1
8478,14741257,training set,,1.0,,,,Clc1c(S(=O)(=O)N(OC)c2nc(nc(n2)N(C)C)N(C)C)cccc1,O=S(=O)(Nc1ncncn1)c1ccccc1
8479,14741259,training set,0.0,0.0,0.0,0.0,0.0,O(c1ccc(C(=O)CCC(=O)O)cc1)CC,c1ccccc1
8480,14741260,training set,0.0,,,0.0,0.0,S(Sc1ccc(N(CC)CC)cc1)(=O)(=O)O,c1ccccc1
8481,14741262,training set,,1.0,1.0,1.0,1.0,Clc1ccc(C2/C(/C(=NC(SCC(=O)Nc3sccn3)=C2C#N)C)=C(/OCC=C)\O)cc1,C=C1C=NC(SCC(=O)Nc2nccs2)=CC1c1ccccc1
8482,14741269,training set,0.0,1.0,1.0,0.0,,s1c(NC(=O)C(c2ccccc2)c3ccccc3)c(cc1CC)C(OCC)=O,O=C(Nc1cccs1)C(c1ccccc1)c1ccccc1
8483,14741270,training set,0.0,,0.0,0.0,0.0,O=C1c2c(n(nc2C)CC(OCC)=O)CCC1,O=C1CCCc2[nH]ncc21
8484,14741276,training set,1.0,1.0,1.0,1.0,,S(Cc1c2c(ccc1)cccc2)CCc3ccncc3,c1ccc2c(CSCCc3ccncc3)cccc2c1
8485,14741287,training set,0.0,,0.0,0.0,0.0,O=C(NC1c2c(CCC1)cccc2)N[C@H](C(=O)O)C,c1ccc2c(c1)CCCC2
8486,14741300,training set,1.0,1.0,,,0.0,S(/C(/NCC=C)=N/C#N)Cc1ccccc1,c1ccccc1
8487,14741302,training set,1.0,1.0,1.0,1.0,0.0,Brc1ccc(CS/C(/NC(C)C)=N/C#N)cc1,c1ccccc1
8488,14741324,training set,0.0,1.0,1.0,0.0,0.0,Clc1ccc(-c2c3n(nc2C)c(N4CCN(CC4)C(=O)c5occc5)cc(n3)C(C)(C)C)cc1,O=C(c1ccco1)N1CCN(c2ccnc3c(-c4ccccc4)cnn23)CC1
8489,14741332,training set,0.0,,0.0,0.0,0.0,O=C1N(C(=O)CC1NNC(=O)c2ccccc2)C,O=C1CC(NNC(=O)c2ccccc2)C(=O)N1
8490,14741336,training set,1.0,,0.0,0.0,0.0,OC1(c2c(nccc2)-c3c1cccc3)CC,c1ccc2c(c1)Cc1cccnc1-2
8491,14741338,training set,1.0,1.0,1.0,,1.0,s1c(c(nc1SCC(=O)Nc2ccc(N(C)C)cc2)N)C(=O)Nc3ccc(N(C)C)cc3,O=C(CSc1ncc(C(=O)Nc2ccccc2)s1)Nc1ccccc1
8492,14741366,training set,0.0,1.0,,0.0,1.0,S1/C(/N(C(=O)C1CCCC)Cc2ccc(OC)cc2)=N/N=C/c3ccc(OC)cc3,O=C1CS/C(=N/N=C/c2ccccc2)N1Cc1ccccc1
8493,14741373,training set,1.0,0.0,,0.0,0.0,S1C(N=Nc2c3c(n(c2O)CC)ccc(c3)CC)=NC(=O)C1,O=C1CSC(N=Nc2c[nH]c3ccccc23)=N1
8494,14741376,training set,,1.0,,1.0,0.0,n1(c2c(nc1CN3CCCC3)cccc2)Cc4ccccc4,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
8495,14741377,training set,0.0,,,0.0,0.0,P(OCC)(OCC)(=O)CN(CCNP(OCC)(OCC)=O)CC,
8496,14741391,training set,1.0,1.0,1.0,,1.0,o1c(c(N)c2c1nc(cc2C)C)C(=O)c3ccc(cc3)CC,O=C(c1ccccc1)c1cc2cccnc2o1
8497,14741392,training set,1.0,1.0,1.0,0.0,,S(c1n(c(nn1)-c2ccc(cc2)C)CC=C)Cc3ccc(cc3)C#N,c1ccc(CSc2nnc(-c3ccccc3)[nH]2)cc1
8498,14741397,training set,0.0,0.0,0.0,0.0,,O=C1Nc2n(nc(n2)NC(=O)CCC)C(c3ccccc3)C1,O=C1CC(c2ccccc2)n2ncnc2N1
8499,14741399,training set,,1.0,1.0,1.0,1.0,Clc1c(-c2nc(SCC(=O)Nc3sc(c(c3C#N)C)C(OCC)=O)n[nH]2)ccc(Cl)c1,O=C(CSc1n[nH]c(-c2ccccc2)n1)Nc1cccs1
8500,14741400,training set,0.0,1.0,1.0,,,Clc1c(sc2c1cccc2)C(=O)N(C3CS(=O)(=O)CC3)Cc4ccccc4,O=C(c1cc2ccccc2s1)N(Cc1ccccc1)C1CCS(=O)(=O)C1
8501,14741405,training set,0.0,,0.0,,0.0,S(c1nc(c2c(c1C#N)CCCC2)C)CC(=O)Nc3cc(OCC)ccc3,O=C(CSc1cc2c(cn1)CCCC2)Nc1ccccc1
8502,14741420,training set,0.0,,0.0,0.0,0.0,O(C(=O)[C@@H](NC(=O)NCc1ncccc1)C(CC)C)C,c1ccncc1
8503,14741438,training set,1.0,1.0,1.0,0.0,,O=C1c2c(nc(c(c2-c3ccccc3)C#N)C)-c4c1cccc4,O=C1c2ccccc2-c2nccc(-c3ccccc3)c21
8504,14741448,training set,0.0,0.0,0.0,0.0,0.0,O(C(=O)C(N1CCOCC1)CC(=O)O)C(C)C,C1COCCN1
8505,14741449,training set,0.0,1.0,1.0,0.0,,Oc1cc(C2N3C(=Nc4n(nc(c24)C)-c5ccccc5)C(=Nc6c3cccc6)Nc7ccccc7)ccc1O,c1ccc(NC2=Nc3ccccc3N3C2=Nc2c(cnn2-c2ccccc2)C3c2ccccc2)cc1
8506,14741452,training set,0.0,,0.0,0.0,0.0,OC1=C(C(N(C1=O)CC2OCCC2)c3cc(O)ccc3)C(=O)c4ccc(OC)cc4,O=C(C1=CC(=O)N(CC2CCCO2)C1c1ccccc1)c1ccccc1
8507,14741457,training set,1.0,1.0,,,0.0,O(c1nc(N2CCOCC2)nc(c1)C)c3ccc(cc3)CCC,c1ccc(Oc2ccnc(N3CCOCC3)n2)cc1
8508,14741458,training set,,1.0,1.0,,1.0,S(c1n(c(nn1)-c2ccccc2)Cc3occc3)Cc4nc5c([nH]4)cccc5,c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)n2Cc2ccco2)cc1
8509,14741463,training set,0.0,0.0,0.0,0.0,,s1c(NC(=O)CCC(=O)N2CCN(c3ncccc3)CC2)nnc1CC,O=C(CCC(=O)N1CCN(c2ccccn2)CC1)Nc1nncs1
8510,14741464,training set,0.0,,0.0,,0.0,s1c(nnc1NC(=O)C)CCN2CCCCC2,c1nnc(CCN2CCCCC2)s1
8511,14741471,training set,1.0,1.0,1.0,,1.0,S(c1n(c(nn1)-c2cc(OC)ccc2)CC=C)Cc3nc4c([nH]3)cccc4,c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)[nH]2)cc1
8512,14741476,training set,0.0,1.0,1.0,0.0,0.0,O=C(Nc1ccc(NC2=Nc3c(N4C(c5c(n(nc5C)-c6ccccc6)N=C42)c7ccccc7)cccc3)cc1)C,c1ccc(NC2=Nc3ccccc3N3C2=Nc2c(cnn2-c2ccccc2)C3c2ccccc2)cc1
8513,14741499,training set,1.0,,,0.0,0.0,n1(nc(c2nc3c(nc12)cccc3)-c4ccccc4)CCCCC,c1ccc(-c2n[nH]c3nc4ccccc4nc23)cc1
8514,14741500,training set,,0.0,0.0,0.0,0.0,On1c(nc(c1C(=O)C)C)-c2ccccc2,c1ccc(-c2ncc[nH]2)cc1
8515,14741501,training set,,,,0.0,,O=C1N(C(=O)[C@@H]2[C@H]1C3N([C@@H]2C(=O)C)C=Cc4c3cccc4)C5CCCCC5,O=C1[C@@H]2C3c4ccccc4C=CN3C[C@@H]2C(=O)N1C1CCCCC1
8516,14741502,training set,,0.0,,0.0,0.0,O(c1c2c(NC(=O)CN(CC3OCCO3)C)c([nH]c2ccc1)C(OC)=O)C,O=C(CNCC1OCCO1)Nc1c[nH]c2ccccc12
8517,14741503,training set,1.0,1.0,1.0,1.0,,O(c1c2c3ncnc(N4CC(CC(C4)C)C)c3[nH]c2ccc1)C,c1ccc2c(c1)[nH]c1c(N3CCCCC3)ncnc12
8518,14741505,training set,0.0,0.0,1.0,,0.0,S(c1oc(nn1)-c2ccncc2)CC(=O)Nc3ccc(cc3)C,O=C(CSc1nnc(-c2ccncc2)o1)Nc1ccccc1
8519,14741536,training set,1.0,1.0,,0.0,,o1c(nc(c1O)/C=N/c2ccccc2)-c3ccccc3,C(=N/c1ccccc1)\c1coc(-c2ccccc2)n1
